chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr15	70654553	70764558	-	UACA	15	32081	0	110005	400	56670579	0	110005	400	56670579	1	110004	399	56670580	0	110005	400	56670579	0	110005	400	56670579	3	110002	397	56670582	3	110002	397	56670582	2	110003	398	56670581	-2.08384482751971	6.21308297503856	-6.21308297503856	0.0126809594793014	0.418471662816945
chr15	37500000	37511000	-	SIMULA10K-	15	31407	0	11000	400	56769584	0	11000	400	56769584	0	11000	400	56769584	0	11000	400	56769584	1	10999	399	56769585	2	10998	398	56769586	0	11000	400	56769584	1	10999	399	56769585	-11.6958585973008	5.55029873973399	-5.55029873973399	0.0184775330379203	0.419247655752599
chr15	20759310	20775794	-	AC012414.2	15	31062	0	16484	400	56764100	0	16484	400	56764100	0	16484	400	56764100	0	16484	400	56764100	1	16483	399	56764101	2	16482	398	56764102	0	16484	400	56764100	1	16483	399	56764101	-11.6957893094484	5.55023830707069	-5.55023830707069	0.0184781710065239	0.419247655752599
chr15	74607371	74630201	+	CLK3	15	32168	1	22829	399	56757755	1	22829	399	56757755	1	22829	399	56757755	1	22829	399	56757755	0	22830	400	56757754	0	22830	400	56757754	0	22830	400	56757754	0	22830	400	56757754	11.6957506769803	5.5502043581364	5.5502043581364	0.0184785294047168	0.419247655752599
chr15	81323337	81420284	+	TMC3-AS1	15	32342	0	96947	400	56683637	2	96945	398	56683639	1	96946	399	56683638	1	96946	399	56683638	0	96947	400	56683637	0	96947	400	56683637	0	96947	400	56683637	0	96947	400	56683637	11.6956739596002	5.55013768038771	5.55013768038771	0.0184792333412216	0.419247655752599
chr15	76215352	76312469	-	ETFA	15	32229	1	97116	399	56683468	0	97117	400	56683467	0	97117	400	56683467	3	97114	397	56683470	0	97117	400	56683467	0	97117	400	56683467	0	97117	400	56683467	0	97117	400	56683467	11.6956739184506	5.55013747446355	5.55013747446355	0.0184792355152661	0.419247655752599
chr15	93905404	94108938	-	LINC01581	15	32593	1	203533	399	56577051	2	203532	398	56577052	1	203533	399	56577051	3	203531	397	56577053	1	203533	399	56577051	0	203534	400	56577050	0	203534	400	56577050	0	203534	400	56577050	1.94967694830215	5.07333280380408	5.07333280380408	0.0242966267026395	0.424088136463542
chr15	69297911	69407780	+	PAQR5	15	32060	1	109868	399	56670716	0	109869	400	56670715	2	109867	398	56670717	0	109869	400	56670715	4	109865	396	56670719	2	109867	398	56670717	1	109868	399	56670716	4	109865	396	56670719	-1.30432320488621	4.88004642369924	-4.88004642369924	0.0271688884397114	0.424088136463542
chr15	63907035	64041267	-	DAPK2	15	31937	0	134232	400	56646352	0	134232	400	56646352	1	134231	399	56646353	1	134231	399	56646353	4	134228	396	56646356	1	134231	399	56646353	2	134230	398	56646354	2	134230	398	56646354	-1.5084805629204	4.83358418870193	-4.83358418870193	0.0279105492896374	0.424088136463542
chr15	67818703	67833836	+	SKOR1	15	32034	3	15130	397	56765454	0	15133	400	56765451	0	15133	400	56765451	0	15133	400	56765451	0	15133	400	56765451	0	15133	400	56765451	0	15133	400	56765451	0	15133	400	56765451	11.4074767480843	4.16170576917648	4.16170576917648	0.0413477438000202	0.424088136463542
chr15	45361123	45379544	-	GATM	15	31636	0	18421	400	56762163	0	18421	400	56762163	0	18421	400	56762163	0	18421	400	56762163	1	18420	399	56762164	1	18420	399	56762164	1	18420	399	56762164	0	18421	400	56762163	-11.4074526762431	4.16169251844985	-4.16169251844985	0.0413480672543229	0.424088136463542
chr15	34084016	34102862	-	EMC7	15	31359	0	18846	400	56761738	0	18846	400	56761738	0	18846	400	56761738	0	18846	400	56761738	1	18845	399	56761739	0	18846	400	56761738	0	18846	400	56761738	2	18844	398	56761740	-11.407450177711	4.16169121229905	-4.16169121229905	0.041348099138009	0.424088136463542
chr15	41517175	41545257	-	RPAP1	15	31511	1	28081	399	56752503	0	28082	400	56752502	0	28082	400	56752502	2	28080	398	56752504	0	28082	400	56752502	0	28082	400	56752502	0	28082	400	56752502	0	28082	400	56752502	11.4074145610143	4.16167163410864	4.16167163410864	0.0413485770528959	0.424088136463542
chr15	35099021	35170698	-	AC021231.1	15	31387	0	71677	400	56708907	0	71677	400	56708907	0	71677	400	56708907	0	71677	400	56708907	2	71675	398	56708909	1	71676	399	56708908	0	71677	400	56708907	0	71677	400	56708907	-11.407370355884	4.1616471047455	-4.1616471047455	0.0413491758369461	0.424088136463542
chr15	50907682	51005895	+	AP4E1	15	31728	0	98213	400	56682371	0	98213	400	56682371	1	98212	399	56682372	2	98211	398	56682373	0	98213	400	56682371	0	98213	400	56682371	0	98213	400	56682371	0	98213	400	56682371	11.4073626624293	4.16164299524098	4.16164299524098	0.0413492761545774	0.424088136463542
chr15	46692287	46804844	+	AC073941.1	15	31658	0	112557	400	56668027	0	112557	400	56668027	0	112557	400	56668027	0	112557	400	56668027	0	112557	400	56668027	2	112555	398	56668029	1	112556	399	56668028	0	112557	400	56668027	-11.4073600141379	4.16164147446398	-4.16164147446398	0.0413493132785209	0.424088136463542
chr15	90528922	90645345	+	CRTC3	15	32528	0	116423	400	56664161	0	116423	400	56664161	0	116423	400	56664161	0	116423	400	56664161	0	116423	400	56664161	2	116421	398	56664163	1	116422	399	56664162	0	116423	400	56664161	-11.407359412013	4.16164107978693	-4.16164107978693	0.0413493229130544	0.424088136463542
chr15	34342314	34357735	+	NUTM1	15	31367	0	15421	400	56765163	0	15421	400	56765163	0	15421	400	56765163	1	15420	399	56765164	2	15419	398	56765165	3	15418	397	56765166	0	15421	400	56765163	1	15420	399	56765164	-1.79497240762861	3.97046435944503	-3.97046435944503	0.0463050012225355	0.424088136463542
chr15	27038977	27162254	-	GABRG3-AS1	15	31250	0	123277	400	56657307	0	123277	400	56657307	1	123276	399	56657308	0	123277	400	56657307	2	123275	398	56657309	1	123276	399	56657308	2	123275	398	56657309	1	123276	399	56657308	-1.7949014846123	3.97028706311539	-3.97028706311539	0.0463098769326542	0.424088136463542
chr15	46409308	46661103	+	AC012405.1	15	31656	6	251789	394	56528795	5	251790	395	56528794	2	251793	398	56528791	6	251789	394	56528795	7	251788	393	56528796	8	251787	392	56528797	7	251788	393	56528796	11	251784	389	56528800	-0.560977139622501	3.87850007435191	-3.87850007435191	0.048908232825852	0.424088136463542
chr15	34851781	34970742	-	AQR	15	31380	0	118961	400	56661623	1	118960	399	56661624	0	118961	400	56661623	1	118960	399	56661624	2	118959	398	56661625	1	118960	399	56661624	3	118958	397	56661626	2	118959	398	56661625	-1.39006875682113	3.86621842594468	-3.86621842594468	0.0492674093553684	0.424088136463542
chr15	91407715	91605869	+	AC104035.1	15	32558	6	198148	394	56582436	3	198151	397	56582433	3	198151	397	56582433	3	198151	397	56582433	3	198151	397	56582433	3	198151	397	56582433	1	198153	399	56582431	0	198154	400	56582430	0.767184804291027	2.99703508417588	2.99703508417588	0.0834170446036741	0.424088136463542
chr15	65381483	65423947	-	IGDCC4	15	31985	5	42459	395	56738125	2	42462	398	56738122	2	42462	398	56738122	3	42461	397	56738123	1	42463	399	56738121	2	42462	398	56738122	1	42463	399	56738121	1	42463	399	56738121	0.879908355050438	2.98542767959589	2.98542767959589	0.0840170895239575	0.424088136463542
chr15	51340654	51408000	+	GLDN	15	31738	0	67346	400	56713238	0	67346	400	56713238	1	67345	399	56713239	1	67345	399	56713239	1	67345	399	56713239	1	67345	399	56713239	2	67344	398	56713240	3	67343	397	56713241	-1.25591536812623	2.94981862397981	-2.94981862397981	0.0858871968143027	0.424088136463542
chr15	93898229	93973719	+	LINC01580	15	32592	1	75489	399	56705095	2	75488	398	56705096	1	75489	399	56705095	3	75487	397	56705097	2	75488	398	56705096	0	75490	400	56705094	0	75490	400	56705094	0	75490	400	56705094	1.25591336568535	2.94981357568759	2.94981357568759	0.0858874651093494	0.424088136463542
chr15	82848982	82953720	-	HOMER2	15	32374	2	104736	398	56675848	0	104738	400	56675846	2	104736	398	56675848	3	104735	397	56675849	0	104738	400	56675846	0	104738	400	56675846	1	104737	399	56675847	1	104737	399	56675847	1.2559087416366	2.94980208313791	2.94980208313791	0.0858880758923788	0.424088136463542
chr15	81553002	81696780	+	AC023034.1	15	32347	3	143775	397	56636809	3	143775	397	56636809	1	143777	399	56636807	0	143778	400	56636806	0	143778	400	56636806	1	143777	399	56636807	0	143778	400	56636806	1	143777	399	56636807	1.25590550100775	2.94979409874941	2.94979409874941	0.0858885002334466	0.424088136463542
chr15	74613193	74616596	-	AC100835.1	15	32169	0	3403	400	56777181	1	3402	399	56777182	0	3403	400	56777181	1	3402	399	56777182	0	3403	400	56777181	0	3403	400	56777181	0	3403	400	56777181	0	3403	400	56777181	11.0017770350926	2.77391967228323	2.77391967228323	0.0958112828903975	0.424088136463542
chr15	90929967	90933549	-	HDDC3	15	32544	0	3582	400	56777002	0	3582	400	56777002	0	3582	400	56777002	0	3582	400	56777002	0	3582	400	56777002	0	3582	400	56777002	1	3581	399	56777003	1	3581	399	56777003	-11.0017507398425	2.7739123430365	-2.7739123430365	0.0958117214963754	0.424088136463542
chr15	84421617	84425882	+	AC243562.3	15	32401	0	4265	400	56776319	0	4265	400	56776319	0	4265	400	56776319	0	4265	400	56776319	2	4263	398	56776321	0	4265	400	56776319	0	4265	400	56776319	0	4265	400	56776319	-11.0016706835549	2.77388997901289	-2.77388997901289	0.0958130598458501	0.424088136463542
chr15	99396612	99402315	-	AC015660.2	15	32671	1	5702	399	56774882	0	5703	400	56774881	0	5703	400	56774881	1	5702	399	56774882	0	5703	400	56774881	0	5703	400	56774881	0	5703	400	56774881	0	5703	400	56774881	11.0015648135639	2.77386037539691	2.77386037539691	0.0958148314717853	0.424088136463542
chr15	29264988	29270822	-	NSMCE3	15	31275	0	5834	400	56774750	1	5833	399	56774751	1	5833	399	56774751	0	5834	400	56774750	0	5834	400	56774750	0	5834	400	56774750	0	5834	400	56774750	0	5834	400	56774750	11.0015577634033	2.77385845541721	2.77385845541721	0.0958149463740423	0.424088136463542
chr15	100000000	100006000	-	SIMULA05K-	15	32683	0	6000	400	56774584	0	6000	400	56774584	0	6000	400	56774584	0	6000	400	56774584	0	6000	400	56774584	0	6000	400	56774584	0	6000	400	56774584	2	5998	398	56774586	-11.0015492709081	2.77385616498941	-2.77385616498941	0.0958150834461694	0.424088136463542
chr15	99138316	99145370	+	AC036108.3	15	32667	0	7054	400	56773530	0	7054	400	56773530	0	7054	400	56773530	0	7054	400	56773530	0	7054	400	56773530	0	7054	400	56773530	2	7052	398	56773532	0	7054	400	56773530	-11.0015046743537	2.77384360072028	-2.77384360072028	0.095815835366747	0.424088136463542
chr15	34101082	34108686	+	PGBD4	15	31360	0	7604	400	56772980	0	7604	400	56772980	0	7604	400	56772980	0	7604	400	56772980	0	7604	400	56772980	0	7604	400	56772980	0	7604	400	56772980	2	7602	398	56772982	-11.0014863116198	2.7738384239783	-2.7738384239783	0.0958161451756396	0.424088136463542
chr15	38492307	38499985	+	AC116158.3	15	31415	0	7678	400	56772906	0	7678	400	56772906	0	7678	400	56772906	0	7678	400	56772906	0	7678	400	56772906	1	7677	399	56772907	0	7678	400	56772906	1	7677	399	56772907	-11.0014840417802	2.77383783896221	-2.77383783896221	0.095816180186762	0.424088136463542
chr15	48937235	48948031	+	AC091073.2	15	31692	0	10796	400	56769788	1	10795	399	56769789	0	10796	400	56769788	1	10795	399	56769789	0	10796	400	56769788	0	10796	400	56769788	0	10796	400	56769788	0	10796	400	56769788	11.0014166783147	2.77381895798317	2.77381895798317	0.0958173101533373	0.424088136463542
chr15	41503636	41514827	-	LTK	15	31510	0	11191	400	56769393	0	11191	400	56769393	0	11191	400	56769393	0	11191	400	56769393	1	11190	399	56769394	0	11191	400	56769393	1	11190	399	56769394	0	11191	400	56769393	-11.0014108233041	2.7738173227699	-2.7738173227699	0.0958174080163367	0.424088136463542
chr15	30134148	30145567	+	GOLGA8T	15	31287	0	11419	400	56769165	0	11419	400	56769165	0	11419	400	56769165	0	11419	400	56769165	0	11419	400	56769165	1	11418	399	56769166	1	11418	399	56769166	0	11419	400	56769165	-11.001407628066	2.77381646035065	-2.77381646035065	0.0958174596297918	0.424088136463542
chr15	30551077	30562501	+	GOLGA8Q	15	31300	0	11424	400	56769160	0	11424	400	56769160	1	11423	399	56769161	1	11423	399	56769161	0	11424	400	56769160	0	11424	400	56769160	0	11424	400	56769160	0	11424	400	56769160	11.0014075594187	2.77381643741683	2.77381643741683	0.0958174610023188	0.424088136463542
chr15	84883653	84896046	+	SLC28A1	15	32419	0	12393	400	56768191	0	12393	400	56768191	0	12393	400	56768191	0	12393	400	56768191	1	12392	399	56768192	0	12393	400	56768191	1	12392	399	56768192	0	12393	400	56768191	-11.0013953020996	2.7738130146754	-2.7738130146754	0.0958176658444186	0.424088136463542
chr15	74069856	74083550	-	GOLGA6A	15	32143	0	13694	400	56766890	0	13694	400	56766890	1	13693	399	56766891	1	13693	399	56766891	0	13694	400	56766890	0	13694	400	56766890	0	13694	400	56766890	0	13694	400	56766890	11.0013815730935	2.77380919545249	2.77380919545249	0.0958178944154573	0.424088136463542
chr15	68984794	68998679	+	AC027088.5	15	32053	0	13885	400	56766699	0	13885	400	56766699	2	13883	398	56766701	0	13885	400	56766699	0	13885	400	56766699	0	13885	400	56766699	0	13885	400	56766699	0	13885	400	56766699	11.0013797741201	2.77380876409006	2.77380876409006	0.0958179202314678	0.424088136463542
chr15	32656083	32670092	-	AC123768.1	15	31343	0	14009	400	56766575	0	14009	400	56766575	2	14007	398	56766577	0	14009	400	56766575	0	14009	400	56766575	0	14009	400	56766575	0	14009	400	56766575	0	14009	400	56766575	11.0013786324925	2.77380842407001	2.77380842407001	0.0958179405808614	0.424088136463542
chr15	63456293	63470356	-	AC007950.1	15	31929	1	14062	399	56766522	1	14062	399	56766522	0	14063	400	56766521	0	14063	400	56766521	0	14063	400	56766521	0	14063	400	56766521	0	14063	400	56766521	0	14063	400	56766521	11.0013781422044	2.77380829659523	2.77380829659523	0.0958179482099261	0.424088136463542
chr15	40815450	40829708	-	PPP1R14D	15	31484	0	14258	400	56766326	0	14258	400	56766326	0	14258	400	56766326	0	14258	400	56766326	0	14258	400	56766326	1	14257	399	56766327	0	14258	400	56766326	1	14257	399	56766327	-11.0013763998831	2.7738077842223	-2.7738077842223	0.0958179788742414	0.424088136463542
chr15	78148359	78169560	+	IDH3A	15	32264	0	21201	400	56759383	0	21201	400	56759383	0	21201	400	56759383	0	21201	400	56759383	1	21200	399	56759384	0	21201	400	56759383	1	21200	399	56759384	0	21201	400	56759383	-11.0013352654316	2.77379640634172	-2.77379640634172	0.0958186598164097	0.424088136463542
chr15	71331119	71352460	+	AC064799.2	15	32092	2	21339	398	56759245	0	21341	400	56759243	0	21341	400	56759243	0	21341	400	56759243	0	21341	400	56759243	0	21341	400	56759243	0	21341	400	56759243	0	21341	400	56759243	11.0013347132029	2.77379630222276	2.77379630222276	0.0958186660477346	0.424088136463542
chr15	90929179	90954092	+	UNC45A	15	32545	0	24913	400	56755671	0	24913	400	56755671	0	24913	400	56755671	0	24913	400	56755671	0	24913	400	56755671	0	24913	400	56755671	1	24912	399	56755672	1	24912	399	56755672	-11.0013226789829	2.7737927500566	-2.7737927500566	0.095818878638486	0.424088136463542
chr15	21298232	21326241	-	AC068446.2	15	31077	1	28008	399	56752576	0	28009	400	56752575	1	28008	399	56752576	0	28009	400	56752575	0	28009	400	56752575	0	28009	400	56752575	0	28009	400	56752575	0	28009	400	56752575	11.0013147312239	2.77379060711246	2.77379060711246	0.0958190068900838	0.424088136463542
chr15	83255902	83285714	-	BNC1	15	32389	0	29812	400	56750772	0	29812	400	56750772	0	29812	400	56750772	0	29812	400	56750772	0	29812	400	56750772	1	29811	399	56750773	1	29811	399	56750773	0	29812	400	56750772	-11.0013108657229	2.77378949994454	-2.77378949994454	0.0958190731522924	0.424088136463542
chr15	22837644	22869362	+	NIPA2	15	31111	0	31718	400	56748866	0	31718	400	56748866	0	31718	400	56748866	0	31718	400	56748866	0	31718	400	56748866	0	31718	400	56748866	1	31717	399	56748867	1	31717	399	56748867	-11.0013072557281	2.77378845392377	-2.77378845392377	0.0958191357549896	0.424088136463542
chr15	63276604	63309126	+	APH1B	15	31926	0	32522	400	56748062	0	32522	400	56748062	0	32522	400	56748062	0	32522	400	56748062	0	32522	400	56748062	2	32520	398	56748064	0	32522	400	56748062	0	32522	400	56748062	-11.0013058598291	2.77378815639531	-2.77378815639531	0.0958191535616075	0.424088136463542
chr15	40528682	40566011	-	CCDC32	15	31470	0	37329	400	56743255	0	37329	400	56743255	0	37329	400	56743255	0	37329	400	56743255	1	37328	399	56743256	0	37329	400	56743255	0	37329	400	56743255	1	37328	399	56743256	-11.0012987684259	2.77378607052378	-2.77378607052378	0.0958192783978934	0.424088136463542
chr15	53946708	53984967	-	AC084759.2	15	31785	1	38258	399	56742326	0	38259	400	56742325	1	38258	399	56742326	0	38259	400	56742325	0	38259	400	56742325	0	38259	400	56742325	0	38259	400	56742325	0	38259	400	56742325	11.0012976016457	2.77378573098395	2.77378573098395	0.0958192987188612	0.424088136463542
chr15	22999176	23040569	-	TUBGCP5	15	31113	1	41392	399	56739192	0	41393	400	56739191	0	41393	400	56739191	1	41392	399	56739192	0	41393	400	56739191	0	41393	400	56739191	0	41393	400	56739191	0	41393	400	56739191	11.0012940568236	2.7737848207471	2.7737848207471	0.0958193531952412	0.424088136463542
chr15	30005442	30046848	-	AC111152.2	15	31283	0	41406	400	56739178	0	41406	400	56739178	1	41405	399	56739179	1	41405	399	56739179	0	41406	400	56739178	0	41406	400	56739178	0	41406	400	56739178	0	41406	400	56739178	11.0012940444263	2.77378481268534	2.77378481268534	0.0958193536777263	0.424088136463542
chr15	43825979	43867018	+	WDR76	15	31592	0	41039	400	56739545	1	41038	399	56739546	1	41038	399	56739546	0	41039	400	56739545	0	41039	400	56739545	0	41039	400	56739545	0	41039	400	56739545	0	41039	400	56739545	11.0012944311505	2.77378473615681	2.77378473615681	0.0958193582578514	0.424088136463542
chr15	50839874	50882015	-	AC021752.1	15	31727	0	42141	400	56738443	0	42141	400	56738443	2	42139	398	56738445	0	42141	400	56738443	0	42141	400	56738443	0	42141	400	56738443	0	42141	400	56738443	0	42141	400	56738443	11.0012932900026	2.77378454519203	2.77378454519203	0.0958193696868259	0.424088136463542
chr15	81331087	81375213	-	TMC3	15	32343	0	44126	400	56736458	1	44125	399	56736459	0	44126	400	56736458	1	44125	399	56736459	0	44126	400	56736458	0	44126	400	56736458	0	44126	400	56736458	0	44126	400	56736458	11.0012913781761	2.77378402322938	2.77378402322938	0.0958194009255696	0.424088136463542
chr15	64093122	64138006	+	SNX1	15	31940	0	44884	400	56735700	0	44884	400	56735700	0	44884	400	56735700	0	44884	400	56735700	0	44884	400	56735700	1	44883	399	56735701	1	44883	399	56735701	0	44884	400	56735700	-11.0012906927413	2.77378400375892	-2.77378400375892	0.0958194020908499	0.424088136463542
chr15	64910901	64958691	+	ANKDD1A	15	31964	0	47790	400	56732794	0	47790	400	56732794	0	47790	400	56732794	0	47790	400	56732794	0	47790	400	56732794	2	47788	398	56732796	0	47790	400	56732794	0	47790	400	56732794	-11.0012882664066	2.77378313399095	-2.77378313399095	0.0958194541452853	0.424088136463542
chr15	41230267	41281887	+	CHP1	15	31500	0	51620	400	56728964	0	51620	400	56728964	0	51620	400	56728964	2	51618	398	56728966	0	51620	400	56728964	0	51620	400	56728964	0	51620	400	56728964	0	51620	400	56728964	11.0012854859043	2.77378240061807	2.77378240061807	0.0958194980366826	0.424088136463542
chr15	78759205	78812464	-	ADAMTS7	15	32285	1	53258	399	56727326	1	53258	399	56727326	0	53259	400	56727325	0	53259	400	56727325	0	53259	400	56727325	0	53259	400	56727325	0	53259	400	56727325	0	53259	400	56727325	11.001284418559	2.77378207629954	2.77378207629954	0.095819517446726	0.424088136463542
chr15	50702265	50766706	-	SPPL2A	15	31724	0	64441	400	56716143	1	64440	399	56716144	1	64440	399	56716144	0	64441	400	56716143	0	64441	400	56716143	0	64441	400	56716143	0	64441	400	56716143	0	64441	400	56716143	11.0012785830239	2.77378044312354	2.77378044312354	0.0958196151902517	0.424088136463542
chr15	73560013	73634389	-	NPTN	15	32130	0	74376	400	56706208	0	74376	400	56706208	0	74376	400	56706208	0	74376	400	56706208	2	74374	398	56706210	0	74376	400	56706208	0	74376	400	56706208	0	74376	400	56706208	-11.0012748706315	2.77377944832551	-2.77377944832551	0.0958196747277135	0.424088136463542
chr15	52115104	52192369	-	GNB5	15	31764	0	77265	400	56703319	0	77265	400	56703319	0	77265	400	56703319	0	77265	400	56703319	0	77265	400	56703319	1	77264	399	56703320	0	77265	400	56703319	1	77264	399	56703320	-11.0012739702684	2.77377932367381	-2.77377932367381	0.0958196821879711	0.424088136463542
chr15	79845149	79924106	-	ST20-MTHFS	15	32302	0	78957	400	56701627	1	78956	399	56701628	1	78956	399	56701628	0	78957	400	56701627	0	78957	400	56701627	0	78957	400	56701627	0	78957	400	56701627	0	78957	400	56701627	11.0012734735601	2.77377903503657	2.77377903503657	0.0958196994625707	0.424088136463542
chr15	50275391	50356408	-	GABPB1	15	31713	0	81017	400	56699567	0	81017	400	56699567	1	81016	399	56699568	1	81016	399	56699568	0	81017	400	56699567	0	81017	400	56699567	0	81017	400	56699567	0	81017	400	56699567	11.0012728967504	2.77377895654354	2.77377895654354	0.0958197041602867	0.424088136463542
chr15	94455468	94551572	-	AC009432.2	15	32595	0	96104	400	56684480	0	96104	400	56684480	0	96104	400	56684480	2	96102	398	56684482	0	96104	400	56684480	0	96104	400	56684480	0	96104	400	56684480	0	96104	400	56684480	11.0012694264218	2.77377785240242	2.77377785240242	0.0958197702418696	0.424088136463542
chr15	57953423	58066923	-	ALDH1A2	15	31838	0	113500	400	56667084	0	113500	400	56667084	0	113500	400	56667084	0	113500	400	56667084	1	113499	399	56667085	0	113500	400	56667084	0	113500	400	56667084	1	113499	399	56667085	-11.0012665701977	2.77377720315417	-2.77377720315417	0.0958198090986587	0.424088136463542
chr15	93718541	93901599	-	LINC01579	15	32588	0	183058	400	56597526	0	183058	400	56597526	0	183058	400	56597526	0	183058	400	56597526	1	183057	399	56597527	1	183057	399	56597527	0	183058	400	56597526	0	183058	400	56597526	-11.0012605743679	2.77377548170625	-2.77377548170625	0.0958199121254922	0.424088136463542
chr15	83653087	84039427	+	ADAMTSL3	15	32391	8	386332	392	56394252	9	386331	391	56394253	3	386337	397	56394247	8	386332	392	56394252	4	386336	396	56394248	3	386337	397	56394247	3	386337	397	56394247	7	386333	393	56394251	0.505971419959643	2.75471968007332	2.75471968007332	0.0969678108167328	0.424088136463542
chr15	87325828	87704825	-	AC020687.1	15	32449	6	378991	394	56401593	11	378986	389	56401598	8	378989	392	56401595	8	378989	392	56401595	5	378992	395	56401592	4	378993	396	56401591	4	378993	396	56401591	8	378989	392	56401595	0.459621864601844	2.73488023842219	2.73488023842219	0.098178861198757	0.424272935894628
chr15	24822646	24978582	+	SNRPN	15	31136	1	155935	399	56624649	1	155935	399	56624649	2	155934	398	56624650	2	155934	398	56624650	2	155934	398	56624650	4	155932	396	56624652	3	155933	397	56624651	4	155932	396	56624652	-0.777602280685046	2.65615192199766	-2.65615192199766	0.103150008249738	0.44051121170182
chr15	55202965	55271394	-	RAB27A	15	31791	2	68427	398	56712157	1	68428	399	56712156	2	68427	398	56712157	3	68426	397	56712158	1	68428	399	56712156	0	68429	400	56712155	1	68428	399	56712156	1	68428	399	56712156	0.983983324337693	2.3661654961179	2.3661654961179	0.123991278881303	0.517348437097438
chr15	89087429	89195751	+	ABHD2	15	32472	0	108322	400	56672262	0	108322	400	56672262	2	108320	398	56672264	1	108321	399	56672263	3	108319	397	56672265	2	108320	398	56672264	3	108319	397	56672265	0	108322	400	56672262	-0.98397659669383	2.36614885953895	-2.36614885953895	0.123992600626659	0.517348437097438
chr15	42942896	43107038	-	UBR1	15	31555	1	164141	399	56616443	4	164138	396	56616446	3	164139	397	56616445	3	164139	397	56616445	3	164139	397	56616445	1	164141	399	56616443	1	164141	399	56616443	0	164142	400	56616442	0.792235374079806	2.3172798929736	2.3172798929736	0.127943585674028	0.527767290905367
