chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr15	75527178	75602184	-	AC105036.3	15	32206	1	75005	399	56705579	2	75004	398	56705580	1	75005	399	56705579	0	75006	400	56705578	0	75006	400	56705578	0	75006	400	56705578	0	75006	400	56705578	0	75006	400	56705578	11.6956808729557	5.55014351419231	5.55014351419231	0.0184791717509335	0.382260322152125
chr15	26865910	26948752	+	GABRA5	15	31248	1	82841	399	56697743	1	82841	399	56697743	2	82840	398	56697744	0	82842	400	56697742	0	82842	400	56697742	0	82842	400	56697742	0	82842	400	56697742	0	82842	400	56697742	11.6956779830724	5.55014119316184	5.55014119316184	0.018479196255146	0.382260322152125
chr15	52307282	52530050	-	MYO5A	15	31771	0	222768	400	56557816	2	222766	398	56557818	2	222766	398	56557818	0	222768	400	56557816	0	222768	400	56557816	0	222768	400	56557816	0	222768	400	56557816	0	222768	400	56557816	11.695660612512	5.55012595631706	5.55012595631706	0.0184793571185293	0.382260322152125
chr15	80263067	80342768	-	LINC00927	15	32315	3	79698	397	56700886	2	79699	398	56700885	0	79701	400	56700883	2	79699	398	56700885	0	79701	400	56700883	1	79700	399	56700884	0	79701	400	56700883	0	79701	400	56700883	1.9496883990093	5.07336705800844	5.07336705800844	0.0242961466237589	0.382260322152125
chr15	64214098	64382420	-	AC087632.2	15	31945	0	168322	400	56612262	0	168322	400	56612262	0	168322	400	56612262	1	168321	399	56612263	4	168318	396	56612266	1	168321	399	56612263	1	168321	399	56612263	1	168321	399	56612263	-1.94967849001855	5.07333742956689	-5.07333742956689	0.0242965618711607	0.382260322152125
chr15	51447710	51623833	-	DMXL2	15	31741	4	176119	396	56604465	5	176118	395	56604466	6	176117	394	56604467	1	176122	399	56604462	1	176122	399	56604462	1	176122	399	56604462	2	176121	398	56604463	2	176121	398	56604463	0.987136778998889	4.74809832850588	4.74809832850588	0.0293306909969481	0.382260322152125
chr15	51723010	51738655	-	LYSMD2	15	31746	0	15645	400	56764939	1	15644	399	56764940	0	15645	400	56764939	2	15643	398	56764941	0	15645	400	56764939	0	15645	400	56764939	0	15645	400	56764939	0	15645	400	56764939	11.4074723351673	4.16170335392235	4.16170335392235	0.0413478027569165	0.382260322152125
chr15	78624110	78642210	-	CHRNB4	15	32283	0	18100	400	56762484	1	18099	399	56762485	0	18100	400	56762484	2	18098	398	56762486	0	18100	400	56762484	0	18100	400	56762484	0	18100	400	56762484	0	18100	400	56762484	11.4074546411533	4.16169370785065	4.16169370785065	0.0413480382205762	0.382260322152125
chr15	78148359	78169560	+	IDH3A	15	32264	0	21201	400	56759383	1	21200	399	56759384	1	21200	399	56759384	1	21200	399	56759384	0	21201	400	56759383	0	21201	400	56759383	0	21201	400	56759383	0	21201	400	56759383	11.4074381482519	4.16168451265548	4.16168451265548	0.0413482626795078	0.382260322152125
chr15	40357218	40378621	+	DISP2	15	31461	0	21403	400	56759181	0	21403	400	56759181	0	21403	400	56759181	0	21403	400	56759181	1	21402	399	56759182	0	21403	400	56759181	1	21402	399	56759182	1	21402	399	56759182	-11.4074372397474	4.16168401525647	-4.16168401525647	0.0413482748212826	0.382260322152125
chr15	52576841	52598709	+	AC025917.1	15	31773	2	21866	398	56758718	0	21868	400	56758716	0	21868	400	56758716	1	21867	399	56758717	0	21868	400	56758716	0	21868	400	56758716	0	21868	400	56758716	0	21868	400	56758716	11.407435212091	4.16168287972687	4.16168287972687	0.0413483025401784	0.382260322152125
chr15	59644297	59673302	-	AC092755.1	15	31873	0	29005	400	56751579	0	29005	400	56751579	0	29005	400	56751579	0	29005	400	56751579	0	29005	400	56751579	1	29004	399	56751580	2	29003	398	56751581	0	29005	400	56751579	-11.4074122471729	4.16167009747005	-4.16167009747005	0.0413486145633731	0.382260322152125
chr15	68778534	68821895	-	ANP32A	15	32047	0	43361	400	56737223	0	43361	400	56737223	0	43361	400	56737223	0	43361	400	56737223	1	43360	399	56737224	2	43359	398	56737225	0	43361	400	56737223	0	43361	400	56737223	-11.4073889504968	4.16165737593838	-4.16165737593838	0.0413489251066834	0.382260322152125
chr15	41182724	41231697	-	EXD1	15	31498	0	48973	400	56731611	0	48973	400	56731611	0	48973	400	56731611	0	48973	400	56731611	0	48973	400	56731611	2	48971	398	56731613	1	48972	399	56731612	0	48973	400	56731611	-11.4073835566889	4.16165446791274	-4.16165446791274	0.0413489960943841	0.382260322152125
chr15	79843546	79898014	-	MTHFS	15	32301	2	54466	398	56726118	1	54467	399	56726117	0	54468	400	56726116	0	54468	400	56726116	0	54468	400	56726116	0	54468	400	56726116	0	54468	400	56726116	0	54468	400	56726116	11.4073793513922	4.16165205647121	4.16165205647121	0.0413490549600867	0.382260322152125
chr15	84747591	84806445	+	ZNF592	15	32415	0	58854	400	56721730	0	58854	400	56721730	0	58854	400	56721730	0	58854	400	56721730	1	58853	399	56721731	1	58853	399	56721731	0	58854	400	56721730	1	58853	399	56721731	-11.4073765598396	4.16165069535782	-4.16165069535782	0.0413490881862664	0.382260322152125
chr15	89830598	89894994	-	AP3S2	15	32498	1	64395	399	56716189	1	64395	399	56716189	1	64395	399	56716189	0	64396	400	56716188	0	64396	400	56716188	0	64396	400	56716188	0	64396	400	56716188	0	64396	400	56716188	11.4073735772868	4.16164894282701	4.16164894282701	0.0413491309673898	0.382260322152125
chr15	79845149	79924106	-	ST20-MTHFS	15	32302	3	78954	397	56701630	0	78957	400	56701627	0	78957	400	56701627	0	78957	400	56701627	0	78957	400	56701627	0	78957	400	56701627	0	78957	400	56701627	0	78957	400	56701627	11.4073677318802	4.16164577913878	4.16164577913878	0.0413492081964703	0.382260322152125
chr15	89834307	89913882	-	ARPIN-AP3S2	15	32499	1	79574	399	56701010	1	79574	399	56701010	1	79574	399	56701010	0	79575	400	56701009	0	79575	400	56701009	0	79575	400	56701009	0	79575	400	56701009	0	79575	400	56701009	11.4073675299567	4.16164557344746	4.16164557344746	0.041349213217625	0.382260322152125
chr15	76215352	76312469	-	ETFA	15	32229	0	97117	400	56683467	0	97117	400	56683467	1	97116	399	56683468	2	97115	398	56683469	0	97117	400	56683467	0	97117	400	56683467	0	97117	400	56683467	0	97117	400	56683467	11.4073628969365	4.16164296661736	4.16164296661736	0.041349276853313	0.382260322152125
chr15	52581320	52679623	-	FAM214A	15	31774	2	98301	398	56682283	0	98303	400	56682281	0	98303	400	56682281	1	98302	399	56682282	0	98303	400	56682281	0	98303	400	56682281	0	98303	400	56682281	0	98303	400	56682281	11.4073626414212	4.16164282306272	4.16164282306272	0.0413492803576482	0.382260322152125
chr15	37364019	37491853	-	AC068875.1	15	31406	0	127834	400	56652750	0	127834	400	56652750	0	127834	400	56652750	0	127834	400	56652750	1	127833	399	56652751	1	127833	399	56652751	0	127834	400	56652750	1	127833	399	56652751	-11.4073578471584	4.16164033819223	-4.16164033819223	0.0413493410162648	0.382260322152125
chr15	64165524	64357173	-	CSNK1G1	15	31944	0	191649	400	56588935	0	191649	400	56588935	0	191649	400	56588935	1	191648	399	56588936	3	191646	397	56588938	1	191648	399	56588936	1	191648	399	56588936	1	191648	399	56588936	-1.79489786717056	3.97027801875083	-3.97027801875083	0.0463101256702996	0.382260322152125
chr15	71095951	71783383	+	THSD4	15	32089	6	687426	394	56093158	10	687422	390	56093162	6	687426	394	56093158	5	687427	395	56093157	11	687421	389	56093163	9	687423	391	56093161	17	687415	383	56093169	6	687426	394	56093158	-0.475592871052703	3.77150869490288	-3.77150869490288	0.0521325905405037	0.382260322152125
chr15	87325828	87704825	-	AC020687.1	15	32449	8	378989	392	56401595	9	378988	391	56401596	10	378987	390	56401597	8	378989	392	56401595	5	378992	395	56401592	8	378989	392	56401595	5	378992	395	56401592	4	378993	396	56401591	0.472586639610443	3.04499291247339	3.04499291247339	0.0809864693936793	0.382260322152125
chr15	51413096	51498833	+	AC066613.2	15	31740	9	85728	391	56694856	5	85732	395	56694852	10	85727	390	56694857	2	85735	398	56694849	2	85735	398	56694849	6	85731	394	56694853	3	85734	397	56694850	4	85733	396	56694851	0.557042719508084	3.02616526276688	3.02616526276688	0.0819314457837664	0.382260322152125
chr15	38865321	39119713	-	AC013652.1	15	31421	1	254391	399	56526193	4	254388	396	56526196	1	254391	399	56526193	1	254391	399	56526193	1	254391	399	56526193	0	254392	400	56526192	1	254391	399	56526193	0	254392	400	56526192	1.25590172072298	2.9497846254817	2.9497846254817	0.0858890037059443	0.382260322152125
chr15	98038570	98294199	-	AC022523.1	15	32648	1	255628	399	56524956	3	255626	397	56524958	2	255627	398	56524957	1	255628	399	56524956	1	255628	399	56524956	0	255629	400	56524955	0	255629	400	56524955	1	255628	399	56524956	1.25590169694532	2.94978445065499	2.94978445065499	0.0858890129974295	0.382260322152125
chr15	40928339	40939073	+	DLL4	15	31491	0	10734	400	56769850	1	10733	399	56769851	2	10732	398	56769852	2	10732	398	56769852	1	10733	399	56769851	0	10734	400	56769850	0	10734	400	56769850	0	10734	400	56769850	1.6120357960896	2.91622737437137	2.91622737437137	0.087692669844283	0.382260322152125
chr15	90101648	90138016	+	IDH2-DT	15	32512	1	36367	399	56744217	0	36368	400	56744216	2	36366	398	56744218	2	36366	398	56744218	0	36368	400	56744216	0	36368	400	56744216	0	36368	400	56744216	1	36367	399	56744217	1.61197012493788	2.91609600876109	2.91609600876109	0.0876998106873372	0.382260322152125
chr15	65327126	65379002	-	IGDCC3	15	31984	0	51876	400	56728708	0	51876	400	56728708	1	51875	399	56728709	0	51876	400	56728708	3	51873	397	56728711	1	51875	399	56728709	0	51876	400	56728708	1	51875	399	56728709	-1.61196190469185	2.91607961134287	-2.91607961134287	0.087700702071305	0.382260322152125
chr15	83653087	84039427	+	ADAMTSL3	15	32391	5	386335	395	56394249	3	386337	397	56394247	8	386332	392	56394252	4	386336	396	56394248	8	386332	392	56394252	7	386333	393	56394251	10	386330	390	56394254	7	386333	393	56394251	-0.477635372863192	2.84013908779889	-2.84013908779889	0.0919362555641123	0.382260322152125
chr15	89334052	89336161	+	AC124068.2	15	32478	1	2108	399	56778476	1	2108	399	56778476	0	2109	400	56778475	0	2109	400	56778475	0	2109	400	56778475	0	2109	400	56778475	0	2109	400	56778475	0	2109	400	56778475	11.002099870135	2.77400987198052	2.77400987198052	0.0958058852260014	0.382260322152125
chr15	91302755	91306321	+	AC123784.1	15	32557	1	3565	399	56777019	1	3565	399	56777019	0	3566	400	56777018	0	3566	400	56777018	0	3566	400	56777018	0	3566	400	56777018	0	3566	400	56777018	0	3566	400	56777018	11.0017529823207	2.77391289403022	2.77391289403022	0.0958116885230424	0.382260322152125
chr15	40763067	40767708	+	GCHFR	15	31480	0	4641	400	56775943	0	4641	400	56775943	0	4641	400	56775943	0	4641	400	56775943	1	4640	399	56775944	1	4640	399	56775944	0	4641	400	56775943	0	4641	400	56775943	-11.0016366673936	2.77388035882905	-2.77388035882905	0.0958136355610396	0.382260322152125
chr15	38068811	38073990	-	LINC01852	15	31410	0	5179	400	56775405	0	5179	400	56775405	0	5179	400	56775405	0	5179	400	56775405	0	5179	400	56775405	0	5179	400	56775405	1	5178	399	56775406	1	5178	399	56775406	-11.0015965845506	2.77386927651241	-2.77386927651241	0.095814298781518	0.382260322152125
chr15	26260668	26265918	+	AC012060.1	15	31242	0	5250	400	56775334	0	5250	400	56775334	0	5250	400	56775334	0	5250	400	56775334	1	5249	399	56775335	0	5250	400	56775334	1	5249	399	56775335	0	5250	400	56775334	-11.0015919083803	2.77386798313819	-2.77386798313819	0.0958143761837351	0.382260322152125
chr15	63596352	63602428	+	FBXL22	15	31933	1	6075	399	56774509	0	6076	400	56774508	1	6075	399	56774509	0	6076	400	56774508	0	6076	400	56774508	0	6076	400	56774508	0	6076	400	56774508	0	6076	400	56774508	11.0015455383566	2.77385496693023	2.77385496693023	0.0958151551448776	0.382260322152125
chr15	36438971	36445512	-	AC087516.2	15	31395	0	6541	400	56774043	0	6541	400	56774043	0	6541	400	56774043	0	6541	400	56774043	0	6541	400	56774043	0	6541	400	56774043	2	6539	398	56774045	0	6541	400	56774043	-11.0015245850776	2.7738490056654	-2.7738490056654	0.0958155119019036	0.382260322152125
chr15	60680563	60687248	+	RORA-AS2	15	31889	0	6685	400	56773899	2	6683	398	56773901	0	6685	400	56773899	0	6685	400	56773899	0	6685	400	56773899	0	6685	400	56773899	0	6685	400	56773899	0	6685	400	56773899	11.0015186875799	2.7738476194063	2.7738476194063	0.0958155948639805	0.382260322152125
chr15	34978340	34989287	-	ZNF770	15	31381	0	10947	400	56769637	0	10947	400	56769637	0	10947	400	56769637	0	10947	400	56769637	1	10946	399	56769638	0	10947	400	56769637	0	10947	400	56769637	1	10946	399	56769638	-11.0014143902017	2.77381850495294	-2.77381850495294	0.095817337265935	0.382260322152125
chr15	28701953	28713323	-	GOLGA8M	15	31267	0	11370	400	56769214	0	11370	400	56769214	1	11369	399	56769215	1	11369	399	56769215	0	11370	400	56769214	0	11370	400	56769214	0	11370	400	56769214	0	11370	400	56769214	11.0014083039814	2.77381668578892	2.77381668578892	0.0958174461379192	0.382260322152125
chr15	79310111	79322840	+	TMED3	15	32295	0	12729	400	56767855	0	12729	400	56767855	0	12729	400	56767855	0	12729	400	56767855	0	12729	400	56767855	1	12728	399	56767856	0	12729	400	56767855	1	12728	399	56767856	-11.001391487611	2.77381211653119	-2.77381211653119	0.0958177195960729	0.382260322152125
chr15	75355791	75369592	-	MAN2C1	15	32201	0	13801	400	56766783	0	13801	400	56766783	1	13800	399	56766784	1	13800	399	56766784	0	13801	400	56766783	0	13801	400	56766783	0	13801	400	56766783	0	13801	400	56766783	11.0013805590703	2.77380894213275	2.77380894213275	0.0958179095760385	0.382260322152125
chr15	68984794	68998679	+	AC027088.5	15	32053	0	13885	400	56766699	0	13885	400	56766699	1	13884	399	56766700	1	13884	399	56766700	0	13885	400	56766699	0	13885	400	56766699	0	13885	400	56766699	0	13885	400	56766699	11.0013797741058	2.77380876829557	2.77380876829557	0.0958179199797784	0.382260322152125
chr15	90838640	90853608	+	AC124248.1	15	32538	0	14968	400	56765616	1	14967	399	56765617	1	14967	399	56765617	0	14968	400	56765616	0	14968	400	56765616	0	14968	400	56765616	0	14968	400	56765616	0	14968	400	56765616	11.0013704418138	2.77380607136001	2.77380607136001	0.0958180813851017	0.382260322152125
chr15	68190705	68207110	-	CALML4	15	32039	0	16405	400	56764179	0	16405	400	56764179	0	16405	400	56764179	0	16405	400	56764179	0	16405	400	56764179	1	16404	399	56764180	0	16405	400	56764179	1	16404	399	56764180	-11.001359961132	2.77380317787174	-2.77380317787174	0.0958182545539776	0.382260322152125
chr15	45041715	45059707	-	AC091117.3	15	31618	0	17992	400	56762592	0	17992	400	56762592	0	17992	400	56762592	0	17992	400	56762592	2	17990	398	56762594	0	17992	400	56762592	0	17992	400	56762592	0	17992	400	56762592	-11.0013503318283	2.77380050679494	-2.77380050679494	0.0958184144123209	0.382260322152125
chr15	64364303	64382441	-	PCLAF	15	31947	0	18138	400	56762446	0	18138	400	56762446	0	18138	400	56762446	0	18138	400	56762446	2	18136	398	56762448	0	18138	400	56762446	0	18138	400	56762446	0	18138	400	56762446	-11.0013495305965	2.77380026238097	-2.77380026238097	0.0958184290399979	0.382260322152125
chr15	32624105	32642615	-	AC123768.5	15	31341	0	18510	400	56762074	0	18510	400	56762074	0	18510	400	56762074	0	18510	400	56762074	0	18510	400	56762074	0	18510	400	56762074	0	18510	400	56762074	2	18508	398	56762076	-11.0013475462309	2.77379975673102	-2.77379975673102	0.0958184593021254	0.382260322152125
chr15	78263085	78282196	+	DNAJA4	15	32267	0	19111	400	56761473	0	19111	400	56761473	1	19110	399	56761474	1	19110	399	56761474	0	19111	400	56761473	0	19111	400	56761473	0	19111	400	56761473	0	19111	400	56761473	11.0013445035346	2.77379895588092	2.77379895588092	0.0958185072314049	0.382260322152125
chr15	74919790	74939073	-	COX5A	15	32183	0	19283	400	56761301	0	19283	400	56761301	0	19283	400	56761301	0	19283	400	56761301	0	19283	400	56761301	1	19282	399	56761302	1	19282	399	56761302	0	19283	400	56761301	-11.0013436676434	2.77379863095121	-2.77379863095121	0.0958185266778073	0.382260322152125
chr15	66547178	66566497	-	LCTL	15	32018	0	19319	400	56761265	0	19319	400	56761265	0	19319	400	56761265	2	19317	398	56761267	0	19319	400	56761265	0	19319	400	56761265	0	19319	400	56761265	0	19319	400	56761265	11.0013434945751	2.77379851439036	2.77379851439036	0.0958185336537447	0.382260322152125
chr15	88585565	88605603	-	LINC01586	15	32460	1	20037	399	56760547	0	20038	400	56760546	1	20037	399	56760547	0	20038	400	56760546	0	20038	400	56760546	0	20038	400	56760546	0	20038	400	56760546	0	20038	400	56760546	11.0013401684616	2.77379766094964	2.77379766094964	0.0958185847305117	0.382260322152125
chr15	90902301	90922579	+	MAN2A2	15	32542	0	20278	400	56760306	1	20277	399	56760307	0	20278	400	56760306	1	20277	399	56760307	0	20278	400	56760306	0	20278	400	56760306	0	20278	400	56760306	0	20278	400	56760306	11.0013391103431	2.77379734255374	2.77379734255374	0.0958186037858956	0.382260322152125
chr15	77613026	77633490	-	LINGO1	15	32250	1	20463	399	56760121	0	20464	400	56760120	1	20463	399	56760121	0	20464	400	56760120	0	20464	400	56760120	0	20464	400	56760120	0	20464	400	56760120	0	20464	400	56760120	11.001338306492	2.77379712394031	2.77379712394031	0.0958186168694911	0.382260322152125
chr15	88635152	88655621	+	ISG20	15	32465	1	20468	399	56760116	1	20468	399	56760116	0	20469	400	56760115	0	20469	400	56760115	0	20469	400	56760115	0	20469	400	56760115	0	20469	400	56760115	0	20469	400	56760115	11.0013382863811	2.77379701452446	2.77379701452446	0.0958186234178213	0.382260322152125
chr15	39471717	39492882	+	AC109630.1	15	31426	2	21163	398	56759421	0	21165	400	56759419	0	21165	400	56759419	0	21165	400	56759419	0	21165	400	56759419	0	21165	400	56759419	0	21165	400	56759419	0	21165	400	56759419	11.0013354100181	2.77379631756048	2.77379631756048	0.0958186651298005	0.382260322152125
chr15	45251233	45277846	+	SLC28A2	15	31633	0	26613	400	56753971	0	26613	400	56753971	0	26613	400	56753971	2	26611	398	56753973	0	26613	400	56753971	0	26613	400	56753971	0	26613	400	56753971	0	26613	400	56753971	11.001318086892	2.77379135154479	2.77379135154479	0.0958189623370417	0.382260322152125
chr15	47956520	47989044	-	AC092078.3	15	31671	0	32524	400	56748060	0	32524	400	56748060	0	32524	400	56748060	2	32522	398	56748062	0	32524	400	56748060	0	32524	400	56748060	0	32524	400	56748060	0	32524	400	56748060	11.0013058564558	2.77378815527482	2.77378815527482	0.0958191536286678	0.382260322152125
chr15	51938024	51972778	-	LEO1	15	31756	0	34754	400	56745830	0	34754	400	56745830	0	34754	400	56745830	0	34754	400	56745830	0	34754	400	56745830	1	34753	399	56745831	1	34753	399	56745831	0	34754	400	56745830	-11.0013023231673	2.7737870599376	-2.7737870599376	0.0958192191829369	0.382260322152125
chr15	42497393	42533081	-	AC018362.1	15	31543	1	35687	399	56744897	0	35688	400	56744896	1	35687	399	56744897	0	35688	400	56744896	0	35688	400	56744896	0	35688	400	56744896	0	35688	400	56744896	0	35688	400	56744896	11.0013009734385	2.77378685434815	2.77378685434815	0.0958192314871593	0.382260322152125
chr15	101050731	101087066	-	AC090907.2	15	32706	1	36334	399	56744250	1	36334	399	56744250	0	36335	400	56744249	0	36335	400	56744249	0	36335	400	56744249	0	36335	400	56744249	0	36335	400	56744249	0	36335	400	56744249	11.0013000815697	2.77378647857404	2.77378647857404	0.0958192539766836	0.382260322152125
chr15	53946708	53984967	-	AC084759.2	15	31785	0	38259	400	56742325	0	38259	400	56742325	0	38259	400	56742325	0	38259	400	56742325	1	38258	399	56742326	0	38259	400	56742325	0	38259	400	56742325	1	38258	399	56742326	-11.0012976021931	2.77378573098395	-2.77378573098395	0.0958192987188612	0.382260322152125
chr15	42494305	42533059	+	SNAP23	15	31542	1	38753	399	56741831	0	38754	400	56741830	1	38753	399	56741831	0	38754	400	56741830	0	38754	400	56741830	0	38754	400	56741830	0	38754	400	56741830	0	38754	400	56741830	11.0012970051278	2.77378559942008	2.77378559942008	0.0958193065927689	0.382260322152125
chr15	50839874	50882015	-	AC021752.1	15	31727	1	42140	399	56738444	0	42141	400	56738443	1	42140	399	56738444	0	42141	400	56738443	0	42141	400	56738443	0	42141	400	56738443	0	42141	400	56738443	0	42141	400	56738443	11.0012932906068	2.77378457010491	2.77378457010491	0.0958193681958256	0.382260322152125
chr15	42272657	42314833	+	GANC	15	31537	0	42176	400	56738408	0	42176	400	56738408	1	42175	399	56738409	1	42175	399	56738409	0	42176	400	56738408	0	42176	400	56738408	0	42176	400	56738408	0	42176	400	56738408	11.0012932546543	2.77378454928112	2.77378454928112	0.0958193694421005	0.382260322152125
chr15	40765160	40808473	-	DNAJC17	15	31481	0	43313	400	56737271	0	43313	400	56737271	0	43313	400	56737271	0	43313	400	56737271	1	43312	399	56737272	1	43312	399	56737272	0	43313	400	56737271	0	43313	400	56737271	-11.0012921400117	2.77378428507654	-2.77378428507654	0.0958193852543772	0.382260322152125
chr15	45235929	45280251	-	AC051619.4	15	31632	0	44322	400	56736262	0	44322	400	56736262	0	44322	400	56736262	2	44320	398	56736264	0	44322	400	56736262	0	44322	400	56736262	0	44322	400	56736262	0	44322	400	56736262	11.0012911986941	2.77378389856312	2.77378389856312	0.095819408386674	0.382260322152125
chr15	63544246	63590055	-	USP3-AS1	15	31932	0	45809	400	56734775	0	45809	400	56734775	0	45809	400	56734775	2	45807	398	56734777	0	45809	400	56734775	0	45809	400	56734775	0	45809	400	56734775	0	45809	400	56734775	11.0012898870525	2.77378372642852	2.77378372642852	0.0958194186886956	0.382260322152125
chr15	64910901	64958691	+	ANKDD1A	15	31964	0	47790	400	56732794	1	47789	399	56732795	1	47789	399	56732795	0	47790	400	56732794	0	47790	400	56732794	0	47790	400	56732794	0	47790	400	56732794	0	47790	400	56732794	11.0012882664682	2.7737831700797	2.7737831700797	0.0958194519854219	0.382260322152125
chr15	42158700	42209316	-	VPS39	15	31533	0	50616	400	56729968	0	50616	400	56729968	0	50616	400	56729968	0	50616	400	56729968	1	50615	399	56729969	0	50616	400	56729968	0	50616	400	56729968	1	50615	399	56729969	-11.0012861740724	2.77378248622699	-2.77378248622699	0.095819492913101	0.382260322152125
chr15	42497394	42549786	-	AC018362.3	15	31544	1	52391	399	56728193	0	52392	400	56728192	1	52391	399	56728193	0	52392	400	56728192	0	52392	400	56728192	0	52392	400	56728192	0	52392	400	56728192	0	52392	400	56728192	11.0012849776133	2.77378226541623	2.77378226541623	0.0958195061283377	0.382260322152125
chr15	75842306	75901044	+	UBE2Q2	15	32223	0	58738	400	56721846	0	58738	400	56721846	0	58738	400	56721846	0	58738	400	56721846	0	58738	400	56721846	1	58737	399	56721847	1	58737	399	56721847	0	58738	400	56721846	-11.0012812814642	2.77378118124034	-2.77378118124034	0.0958195710148784	0.382260322152125
chr15	50702265	50766706	-	SPPL2A	15	31724	0	64441	400	56716143	0	64441	400	56716143	1	64440	399	56716144	1	64440	399	56716144	0	64441	400	56716143	0	64441	400	56716143	0	64441	400	56716143	0	64441	400	56716143	11.0012785830696	2.77378044299257	2.77378044299257	0.0958196151980903	0.382260322152125
chr15	95078480	95151534	-	AC087636.1	15	32601	0	73054	400	56707530	0	73054	400	56707530	0	73054	400	56707530	0	73054	400	56707530	0	73054	400	56707530	1	73053	399	56707531	1	73053	399	56707531	0	73054	400	56707530	-11.0012753063842	2.77377958789293	-2.77377958789293	0.0958196663747697	0.382260322152125
chr15	89242948	89317261	+	FANCI	15	32475	0	74313	400	56706271	0	74313	400	56706271	0	74313	400	56706271	0	74313	400	56706271	1	74312	399	56706272	0	74313	400	56706271	1	74312	399	56706272	0	74313	400	56706271	-11.0012748910453	2.77377940125007	-2.77377940125007	0.0958196775451228	0.382260322152125
