chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr15	36578625	36810244	+	C15orf41	15	31396	1	231618	392	56548973	2	231617	392	56548973	1	231618	389	56548976	2	231617	387	56548978	-0.0629065793726426	0.0241521998395911	-0.0241521998395911	0.876498274211086	0.999229531346821
chr15	95209092	95328018	-	LINC01197	15	32602	0	118926	393	56661665	0	118926	394	56661664	3	118923	387	56661671	0	118926	389	56661669	-0.0893919877901883	0.0246529552750872	-0.0246529552750872	0.875234921129716	0.999229531346821
chr15	56364426	56445874	+	TEX9	15	31811	0	81448	393	56699143	0	81448	394	56699142	0	81448	390	56699146	2	81446	387	56699149	-0.116298971235859	0.0280917068084818	-0.0280917068084818	0.866893401876312	0.999229531346821
chr15	90000323	90082191	+	ZNF710	15	32506	2	81866	391	56698725	0	81868	394	56698722	0	81868	390	56698726	0	81868	389	56698727	-0.121449824588667	0.030688664286572	-0.030688664286572	0.860936781915996	0.999229531346821
chr15	77994984	78078652	-	TBC1D2B	15	32259	0	83668	393	56696923	1	83667	393	56696923	1	83667	389	56696927	0	83668	389	56696927	-0.143230095705487	0.0429999626212521	-0.0429999626212521	0.835725342818644	0.999229531346821
chr15	56795459	56919385	-	AC090517.5	15	31822	2	123924	391	56656667	1	123925	393	56656665	0	123926	390	56656668	0	123926	389	56656669	-0.130663651535699	0.0534122553144698	-0.0534122553144698	0.817228635226883	0.999229531346821
chr15	93905404	94108938	-	LINC01581	15	32593	1	203533	392	56577058	0	203534	394	56577056	1	203533	389	56577061	3	203531	386	56577064	-0.116112056441317	0.0698542149402783	-0.0698542149402783	0.791549161210649	0.999229531346821
chr15	62560364	62844631	+	TLN2	15	31913	2	284265	391	56496326	2	284265	392	56496325	1	284266	389	56496328	2	284265	387	56496330	-0.113866590580815	0.093848783406429	-0.093848783406429	0.759340085899855	0.999229531346821
chr15	50557157	50687797	-	TRPM7	15	31721	1	130639	392	56649952	2	130638	392	56649952	0	130640	390	56649954	0	130640	389	56649955	-0.183543308246137	0.107308193582867	-0.107308193582867	0.743229780140041	0.992781385150566
chr15	63503510	63594640	+	USP3	15	31931	1	91129	392	56689462	1	91129	393	56689461	0	91130	390	56689464	0	91130	389	56689465	-0.228792677695152	0.112985345745983	-0.112985345745983	0.736770628098673	0.991389889279832
chr15	55826921	55918131	-	NEDD4	15	31806	0	91210	393	56689381	2	91208	392	56689382	0	91210	390	56689384	0	91210	389	56689385	-0.229671575389594	0.113889589425526	-0.113889589425526	0.735758616279715	0.991389889279832
chr15	78959946	79091764	-	RASGRF1	15	32290	1	131817	392	56648774	1	131817	393	56648773	1	131817	389	56648777	0	131818	389	56648777	-0.192540888778263	0.118451307549549	-0.118451307549549	0.730720279067484	0.991389889279832
chr15	65659122	65793124	-	DENND4A	15	31993	0	134002	393	56646589	0	134002	394	56646588	2	134000	388	56646594	1	134001	388	56646594	-0.209012077510299	0.140375408693217	-0.140375408693217	0.707908090154766	0.984187806407959
chr15	57590903	57685364	+	MYZAP	15	31834	0	94461	393	56686130	1	94460	393	56686130	0	94461	390	56686133	1	94460	388	56686135	-0.264751624010687	0.153186933297548	-0.153186933297548	0.695508226402046	0.97906158024288
chr15	94455468	94551572	-	AC009432.2	15	32595	0	96104	393	56684487	1	96103	393	56684487	0	96104	390	56684490	1	96103	388	56684492	-0.282024586600896	0.174874737429491	-0.174874737429491	0.675815320672559	0.963144528573203
chr15	76215352	76312469	-	ETFA	15	32229	0	97117	393	56683474	1	97116	393	56683474	1	97116	389	56683478	0	97117	389	56683478	-0.292528010672642	0.188832928950433	-0.188832928950433	0.663889740707223	0.956628524011195
chr15	52581320	52679623	-	FAM214A	15	31774	0	98303	393	56682288	0	98303	394	56682287	2	98301	388	56682293	0	98303	389	56682292	-0.304687104505912	0.205728614477266	-0.205728614477266	0.650136072873047	0.9448133611824
chr15	68053178	68193846	+	PIAS1	15	32038	1	140667	392	56639924	1	140667	393	56639923	0	140668	390	56639926	1	140667	388	56639928	-0.257677805431701	0.216966585721821	-0.216966585721821	0.641361012060721	0.9448133611824
chr15	68929503	69028889	+	AC027088.1	15	32050	1	99385	392	56681206	1	99385	393	56681205	0	99386	390	56681208	0	99386	389	56681209	-0.315662979775807	0.221667168902059	-0.221667168902059	0.637772544929775	0.9448133611824
chr15	23756114	23856375	+	AC087490.1	15	31126	1	100260	392	56680331	1	100260	393	56680330	0	100261	390	56680333	0	100261	389	56680334	-0.324443988196848	0.234892836153449	-0.234892836153449	0.627919359739253	0.9448133611824
chr15	92148751	92332037	-	AC116903.2	15	32562	1	183285	392	56597306	2	183284	392	56597306	1	183285	389	56597309	0	183286	389	56597309	-0.23475359535554	0.238031775421405	-0.238031775421405	0.625631298233174	0.9448133611824
chr15	31001060	31102707	-	TRPM1	15	31316	1	101646	392	56678945	1	101646	393	56678944	0	101647	390	56678947	0	101647	389	56678948	-0.338197750173275	0.256465147373092	-0.256465147373092	0.612559113308739	0.9448133611824
chr15	81553002	81696780	+	AC023034.1	15	32347	0	143778	393	56636813	0	143778	394	56636812	0	143778	390	56636816	3	143775	386	56636820	-0.279600769854642	0.257405990618281	-0.257405990618281	0.611907901017209	0.9448133611824
chr15	44562695	44664662	-	SPG11	15	31603	1	101966	392	56678625	0	101967	394	56678623	0	101967	390	56678627	1	101966	388	56678629	-0.341346616383421	0.261552436881175	-0.261552436881175	0.609055610433394	0.9448133611824
chr15	45704077	45848885	+	AC068722.1	15	31652	0	144808	393	56635783	1	144807	393	56635783	1	144807	389	56635787	1	144807	388	56635788	-0.28675727690015	0.271426121391414	-0.271426121391414	0.602376718539778	0.9448133611824
chr15	100400394	100545720	-	CERS3	15	32687	1	145325	392	56635266	1	145325	393	56635265	1	145325	389	56635269	0	145326	389	56635269	-0.290337209211903	0.278592410846613	-0.278592410846613	0.597625288019023	0.9448133611824
chr15	52192321	52296804	-	MYO5C	15	31769	0	104483	393	56676108	1	104482	393	56676108	0	104483	390	56676111	1	104482	388	56676113	-0.365766273300212	0.302908173049218	-0.302908173049218	0.582064975441893	0.9448133611824
chr15	81633425	81864728	-	AC104041.1	15	32348	0	231303	393	56549288	1	231302	393	56549288	0	231303	390	56549291	4	231299	385	56549296	-0.244499203781888	0.323598276969278	-0.323598276969278	0.569453194351334	0.9448133611824
chr15	64165524	64357173	-	CSNK1G1	15	31944	0	191649	393	56588942	1	191648	393	56588942	2	191647	388	56588947	1	191648	388	56588947	-0.279519407131963	0.342733195240726	-0.342733195240726	0.558255802530806	0.9448133611824
chr15	35545153	35860199	+	DPH6-DT	15	31390	0	315046	393	56465545	4	315042	390	56465548	2	315044	388	56465550	1	315045	388	56465550	-0.217216859514926	0.353710909024812	-0.353710909024812	0.552019954225196	0.9448133611824
chr15	80403381	80597933	+	ARNT2	15	32317	2	194550	391	56586041	0	194552	394	56586038	2	194550	388	56586044	0	194552	389	56586043	-0.294604691622749	0.38272567394597	-0.38272567394597	0.536148099632223	0.9448133611824
chr15	69461946	69571436	+	DRAIC	15	32068	0	109490	393	56671101	1	109489	393	56671101	0	109490	390	56671104	1	109489	388	56671106	-0.412663682285477	0.392023895634338	-0.392023895634338	0.53123747030867	0.9448133611824
chr15	69297911	69407780	+	PAQR5	15	32060	2	109867	391	56670724	0	109869	394	56670721	0	109869	390	56670725	0	109869	389	56670726	-0.41612591189291	0.399120932190272	-0.399120932190272	0.527543593567586	0.9448133611824
chr15	48408312	48646709	-	FBN1	15	31681	3	238394	390	56542197	0	238397	394	56542193	1	238396	389	56542198	1	238396	388	56542199	-0.274833632442665	0.413181488744158	-0.413181488744158	0.520359108397353	0.9448133611824
chr15	56087279	56244879	-	RFX7	15	31808	1	157599	392	56622992	1	157599	393	56622991	1	157599	389	56622995	0	157600	389	56622995	-0.371635037446417	0.469645116136235	-0.469645116136235	0.493150477020823	0.920883033620516
chr15	99136322	99250581	-	TTC23	15	32666	0	114259	393	56666332	2	114257	392	56666333	0	114259	390	56666335	0	114259	389	56666336	-0.455382609070398	0.484723571666109	-0.484723571666109	0.4862904873687	0.920883033620516
chr15	90387241	90502239	+	IQGAP1	15	32526	0	114998	393	56665593	0	114998	394	56665592	1	114997	389	56665597	1	114997	388	56665598	-0.461842614148635	0.499728891954874	-0.499728891954874	0.479619268927994	0.920883033620516
chr15	30657716	30772993	+	AC091057.1	15	31309	0	115277	393	56665314	1	115276	393	56665314	0	115277	390	56665317	1	115276	388	56665319	-0.464270739156638	0.50543724266754	-0.50543724266754	0.477120737908148	0.920883033620516
