chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr15	70654553	70764558	-	UACA	15	32081	0	110005	400	56670579	0	110005	399	56670580	1	110004	399	56670580	0	110005	400	56670579	0	110005	379	56670600	3	110002	382	56670597	3	110002	381	56670598	2	110003	379	56670600	-2.12884262394795	6.53222548612393	-6.53222548612393	0.010593733110391	0.424926405872351
chr15	37500000	37511000	-	SIMULA10K-	15	31407	0	11000	400	56769584	0	11000	399	56769585	0	11000	400	56769584	0	11000	400	56769584	1	10999	378	56769606	2	10998	383	56769601	0	11000	384	56769600	1	10999	380	56769604	-11.7407397991284	5.73171164374799	-5.73171164374799	0.0166612355871025	0.45874638022755
chr15	20759310	20775794	-	AC012414.2	15	31062	0	16484	400	56764100	0	16484	399	56764101	0	16484	400	56764100	0	16484	400	56764100	1	16483	378	56764122	2	16482	383	56764117	0	16484	384	56764116	1	16483	380	56764120	-11.7406705113052	5.7316510728997	-5.7316510728997	0.0166618102509941	0.45874638022755
chr15	74607371	74630201	+	CLK3	15	32168	1	22829	399	56757755	1	22829	398	56757756	1	22829	399	56757755	1	22829	399	56757755	0	22830	379	56757775	0	22830	385	56757769	0	22830	384	56757770	0	22830	381	56757773	11.6509874293519	5.37303999092546	5.37303999092546	0.0204503059185175	0.45874638022755
chr15	81323337	81420284	+	TMC3-AS1	15	32342	0	96947	400	56683637	2	96945	397	56683640	1	96946	399	56683638	1	96946	399	56683638	0	96947	379	56683658	0	96947	385	56683652	0	96947	384	56683653	0	96947	381	56683656	11.65091071134	5.3729732373904	5.3729732373904	0.0204510885225583	0.45874638022755
chr15	76215352	76312469	-	ETFA	15	32229	1	97116	399	56683468	0	97117	399	56683468	0	97117	400	56683467	3	97114	397	56683470	0	97117	379	56683488	0	97117	385	56683482	0	97117	384	56683483	0	97117	381	56683486	11.6509106696253	5.37297305604443	5.37297305604443	0.0204510906486615	0.45874638022755
chr15	69297911	69407780	+	PAQR5	15	32060	1	109868	399	56670716	0	109869	399	56670716	2	109867	398	56670717	0	109869	400	56670715	4	109865	375	56670740	2	109867	383	56670732	1	109868	383	56670732	4	109865	377	56670738	-1.34940835205229	5.24729560995183	-5.24729560995183	0.0219809080808022	0.45874638022755
chr15	63907035	64041267	-	DAPK2	15	31937	0	134232	400	56646352	0	134232	399	56646353	1	134231	399	56646353	1	134231	399	56646353	4	134228	375	56646377	1	134231	384	56646368	2	134230	382	56646370	2	134230	379	56646373	-1.55350730822997	5.15393712297373	-5.15393712297373	0.0231937269122868	0.45874638022755
chr15	93905404	94108938	-	LINC01581	15	32593	1	203533	399	56577051	2	203532	397	56577053	1	203533	399	56577051	3	203531	397	56577053	1	203533	378	56577072	0	203534	385	56577065	0	203534	384	56577066	0	203534	381	56577069	1.90488583939744	4.80833838233957	4.80833838233957	0.0283223418540227	0.45874638022755
chr15	46409308	46661103	+	AC012405.1	15	31656	6	251789	394	56528795	5	251790	394	56528795	2	251793	398	56528791	6	251789	394	56528795	7	251788	372	56528817	8	251787	377	56528812	7	251788	377	56528812	11	251784	370	56528819	-0.606712821819897	4.54378847086628	-4.54378847086628	0.0330383945363166	0.45874638022755
chr15	45361123	45379544	-	GATM	15	31636	0	18421	400	56762163	0	18421	399	56762164	0	18421	400	56762163	0	18421	400	56762163	1	18420	378	56762185	1	18420	384	56762179	1	18420	383	56762180	0	18421	381	56762182	-11.4523047255128	4.29768650012556	-4.29768650012556	0.0381642556569021	0.45874638022755
chr15	34084016	34102862	-	EMC7	15	31359	0	18846	400	56761738	0	18846	399	56761739	0	18846	400	56761738	0	18846	400	56761738	1	18845	378	56761760	0	18846	385	56761753	0	18846	384	56761754	2	18844	379	56761759	-11.4523022269831	4.2976850879204	-4.2976850879204	0.0381642873496517	0.45874638022755
chr15	35099021	35170698	-	AC021231.1	15	31387	0	71677	400	56708907	0	71677	399	56708908	0	71677	400	56708907	0	71677	400	56708907	2	71675	377	56708930	1	71676	384	56708923	0	71677	384	56708923	0	71677	381	56708926	-11.4522224054435	4.29764103314665	-4.29764103314665	0.0381652760420229	0.45874638022755
chr15	46692287	46804844	+	AC073941.1	15	31658	0	112557	400	56668027	0	112557	399	56668028	0	112557	400	56668027	0	112557	400	56668027	0	112557	379	56668048	2	112555	383	56668044	1	112556	383	56668044	0	112557	381	56668046	-11.4522120639193	4.29763540152635	-4.29763540152635	0.0381654024307162	0.45874638022755
chr15	90528922	90645345	+	CRTC3	15	32528	0	116423	400	56664161	0	116423	399	56664162	0	116423	400	56664161	0	116423	400	56664161	0	116423	379	56664182	2	116421	383	56664178	1	116422	383	56664178	0	116423	381	56664180	-11.4522114618168	4.29763504618313	-4.29763504618313	0.0381654104055875	0.45874638022755
chr15	34342314	34357735	+	NUTM1	15	31367	0	15421	400	56765163	0	15421	399	56765164	0	15421	400	56765163	1	15420	399	56765164	2	15419	377	56765186	3	15418	382	56765181	0	15421	384	56765179	1	15420	380	56765183	-1.83991163585267	4.19848981095129	-4.19848981095129	0.0404599958240803	0.45874638022755
chr15	27038977	27162254	-	GABRG3-AS1	15	31250	0	123277	400	56657307	0	123277	399	56657308	1	123276	399	56657308	0	123277	400	56657307	2	123275	377	56657330	1	123276	384	56657323	2	123275	382	56657325	1	123276	380	56657327	-1.83984071342307	4.19831251366122	-4.19831251366122	0.0404642263948856	0.45874638022755
chr15	34851781	34970742	-	AQR	15	31380	0	118961	400	56661623	1	118960	398	56661625	0	118961	400	56661623	1	118960	399	56661624	2	118959	377	56661646	1	118960	384	56661639	3	118958	381	56661642	2	118959	379	56661644	-1.43506616169468	4.14096096907451	-4.14096096907451	0.0418574009851112	0.45874638022755
chr15	67818703	67833836	+	SKOR1	15	32034	3	15130	397	56765454	0	15133	399	56765452	0	15133	400	56765451	0	15133	400	56765451	0	15133	379	56765472	0	15133	385	56765466	0	15133	384	56765467	0	15133	381	56765470	11.3627131071899	4.02885285158118	4.02885285158118	0.0447283448137817	0.45874638022755
chr15	41517175	41545257	-	RPAP1	15	31511	1	28081	399	56752503	0	28082	399	56752503	0	28082	400	56752502	2	28080	398	56752504	0	28082	379	56752523	0	28082	385	56752517	0	28082	384	56752518	0	28082	381	56752521	11.3626509204755	4.02881852237624	4.02881852237624	0.0447292550067577	0.45874638022755
chr15	50907682	51005895	+	AP4E1	15	31728	0	98213	400	56682371	0	98213	399	56682372	1	98212	399	56682372	2	98211	398	56682373	0	98213	379	56682392	0	98213	385	56682386	0	98213	384	56682387	0	98213	381	56682390	11.3625990216037	4.02878993396007	4.02878993396007	0.0447300130052766	0.45874638022755
chr15	51340654	51408000	+	GLDN	15	31738	0	67346	400	56713238	0	67346	399	56713239	1	67345	399	56713239	1	67345	399	56713239	1	67345	378	56713260	1	67345	384	56713254	2	67344	382	56713256	3	67343	378	56713260	-1.30088347006287	3.17899512102304	-3.17899512102304	0.0745905889098238	0.45874638022755
chr15	24822646	24978582	+	SNRPN	15	31136	1	155935	399	56624649	1	155935	398	56624650	2	155934	398	56624650	2	155934	398	56624650	2	155934	377	56624671	4	155932	381	56624667	3	155933	381	56624667	4	155932	377	56624671	-0.822745194611001	2.98136230144883	-2.98136230144883	0.0842283507497321	0.45874638022755
chr15	90929967	90933549	-	HDDC3	15	32544	0	3582	400	56777002	0	3582	399	56777003	0	3582	400	56777002	0	3582	400	56777002	0	3582	379	56777023	0	3582	385	56777017	1	3581	383	56777019	1	3581	380	56777022	-11.0465736737691	2.8645310265274	-2.8645310265274	0.0905520996910834	0.45874638022755
chr15	84421617	84425882	+	AC243562.3	15	32401	0	4265	400	56776319	0	4265	399	56776320	0	4265	400	56776319	0	4265	400	56776319	2	4263	377	56776342	0	4265	385	56776334	0	4265	384	56776335	0	4265	381	56776338	-11.0464936174852	2.86450886711828	-2.86450886711828	0.0905533468440178	0.45874638022755
chr15	100000000	100006000	-	SIMULA05K-	15	32683	0	6000	400	56774584	0	6000	399	56774585	0	6000	400	56774584	0	6000	400	56774584	0	6000	379	56774605	0	6000	385	56774599	0	6000	384	56774600	2	5998	379	56774605	-11.0463722048478	2.8644747504004	-2.8644747504004	0.0905552670022776	0.45874638022755
chr15	99138316	99145370	+	AC036108.3	15	32667	0	7054	400	56773530	0	7054	399	56773531	0	7054	400	56773530	0	7054	400	56773530	0	7054	379	56773551	0	7054	385	56773545	2	7052	382	56773548	0	7054	381	56773549	-11.0463276082986	2.86446248453285	-2.86446248453285	0.0905559573610455	0.45874638022755
chr15	34101082	34108686	+	PGBD4	15	31360	0	7604	400	56772980	0	7604	399	56772981	0	7604	400	56772980	0	7604	400	56772980	0	7604	379	56773001	0	7604	385	56772995	0	7604	384	56772996	2	7602	379	56773001	-11.0463092455687	2.86445735891175	-2.86445735891175	0.0905562458476296	0.45874638022755
chr15	38492307	38499985	+	AC116158.3	15	31415	0	7678	400	56772906	0	7678	399	56772907	0	7678	400	56772906	0	7678	400	56772906	0	7678	379	56772927	1	7677	384	56772922	0	7678	384	56772922	1	7677	380	56772926	-11.046306975729	2.86445662143524	-2.86445662143524	0.0905562873552824	0.45874638022755
chr15	41503636	41514827	-	LTK	15	31510	0	11191	400	56769393	0	11191	399	56769394	0	11191	400	56769393	0	11191	400	56769393	1	11190	378	56769415	0	11191	385	56769408	1	11190	383	56769410	0	11191	381	56769412	-11.0462337572715	2.86443624302046	-2.86443624302046	0.0905574343290123	0.45874638022755
chr15	30134148	30145567	+	GOLGA8T	15	31287	0	11419	400	56769165	0	11419	399	56769166	0	11419	400	56769165	0	11419	400	56769165	0	11419	379	56769186	1	11418	384	56769181	1	11418	383	56769182	0	11419	381	56769184	-11.0462305620344	2.86443532320845	-2.86443532320845	0.0905574860998594	0.45874638022755
chr15	84883653	84896046	+	SLC28A1	15	32419	0	12393	400	56768191	0	12393	399	56768192	0	12393	400	56768191	0	12393	400	56768191	1	12392	378	56768213	0	12393	385	56768206	1	12392	383	56768208	0	12393	381	56768210	-11.0462182360736	2.86443195246102	-2.86443195246102	0.0905576758198234	0.45874638022755
chr15	40815450	40829708	-	PPP1R14D	15	31484	0	14258	400	56766326	0	14258	399	56766327	0	14258	400	56766326	0	14258	400	56766326	0	14258	379	56766347	1	14257	384	56766342	0	14258	384	56766342	1	14257	380	56766346	-11.0461993338683	2.86442661534238	-2.86442661534238	0.0905579762163832	0.45874638022755
chr15	78148359	78169560	+	IDH3A	15	32264	0	21201	400	56759383	0	21201	399	56759384	0	21201	400	56759383	0	21201	400	56759383	1	21200	378	56759405	0	21201	385	56759398	1	21200	383	56759400	0	21201	381	56759402	-11.0461581994534	2.86441528874275	-2.86441528874275	0.0905586137309136	0.45874638022755
chr15	90929179	90954092	+	UNC45A	15	32545	0	24913	400	56755671	0	24913	399	56755672	0	24913	400	56755671	0	24913	400	56755671	0	24913	379	56755692	0	24913	385	56755686	1	24912	383	56755688	1	24912	380	56755691	-11.0461456130248	2.86441167611338	-2.86441167611338	0.0905588170677842	0.45874638022755
chr15	83255902	83285714	-	BNC1	15	32389	0	29812	400	56750772	0	29812	399	56750773	0	29812	400	56750772	0	29812	400	56750772	0	29812	379	56750793	1	29811	384	56750788	1	29811	383	56750789	0	29812	381	56750791	-11.0461337997922	2.86440837098053	-2.86440837098053	0.0905590030976445	0.45874638022755
chr15	22837644	22869362	+	NIPA2	15	31111	0	31718	400	56748866	0	31718	399	56748867	0	31718	400	56748866	0	31718	400	56748866	0	31718	379	56748887	0	31718	385	56748881	1	31717	383	56748883	1	31717	380	56748886	-11.0461301898074	2.86440729234892	-2.86440729234892	0.0905590638086644	0.45874638022755
chr15	63276604	63309126	+	APH1B	15	31926	0	32522	400	56748062	0	32522	399	56748063	0	32522	400	56748062	0	32522	400	56748062	0	32522	379	56748083	2	32520	383	56748079	0	32522	384	56748078	0	32522	381	56748081	-11.0461287939121	2.86440696597856	-2.86440696597856	0.0905590821785012	0.45874638022755
chr15	40528682	40566011	-	CCDC32	15	31470	0	37329	400	56743255	0	37329	399	56743256	0	37329	400	56743255	0	37329	400	56743255	1	37328	378	56743277	0	37329	385	56743270	0	37329	384	56743271	1	37328	380	56743275	-11.0461217025356	2.86440497508738	-2.86440497508738	0.0905591942363932	0.45874638022755
chr15	64093122	64138006	+	SNX1	15	31940	0	44884	400	56735700	0	44884	399	56735701	0	44884	400	56735700	0	44884	400	56735700	0	44884	379	56735721	1	44883	384	56735716	1	44883	383	56735717	0	44884	381	56735719	-11.0461136268924	2.86440274259076	-2.86440274259076	0.090559319893297	0.45874638022755
chr15	64910901	64958691	+	ANKDD1A	15	31964	0	47790	400	56732794	0	47790	399	56732795	0	47790	400	56732794	0	47790	400	56732794	0	47790	379	56732815	2	47788	383	56732811	0	47790	384	56732810	0	47790	381	56732813	-11.0461112005738	2.86440203222446	-2.86440203222446	0.0905593598765688	0.45874638022755
chr15	73560013	73634389	-	NPTN	15	32130	0	74376	400	56706208	0	74376	399	56706209	0	74376	400	56706208	0	74376	400	56706208	2	74374	377	56706231	0	74376	385	56706223	0	74376	384	56706224	0	74376	381	56706227	-11.0460978049425	2.86439842643449	-2.86439842643449	0.0905595628302978	0.45874638022755
chr15	52115104	52192369	-	GNB5	15	31764	0	77265	400	56703319	0	77265	399	56703320	0	77265	400	56703319	0	77265	400	56703319	0	77265	379	56703340	1	77264	384	56703335	0	77265	384	56703335	1	77264	380	56703339	-11.0460969045952	2.86439806355338	-2.86439806355338	0.0905595832552738	0.45874638022755
chr15	57953423	58066923	-	ALDH1A2	15	31838	0	113500	400	56667084	0	113500	399	56667085	0	113500	400	56667084	0	113500	400	56667084	1	113499	378	56667106	0	113500	385	56667099	0	113500	384	56667100	1	113499	380	56667104	-11.0460895047218	2.86439602586324	-2.86439602586324	0.0905596979479499	0.45874638022755
chr15	93718541	93901599	-	LINC01579	15	32588	0	183058	400	56597526	0	183058	399	56597527	0	183058	400	56597526	0	183058	400	56597526	1	183057	378	56597548	1	183057	384	56597542	0	183058	384	56597542	0	183058	381	56597545	-11.0460835092716	2.86439428011363	-2.86439428011363	0.090559796208694	0.45874638022755
chr15	93898229	93973719	+	LINC01580	15	32592	1	75489	399	56705095	2	75488	397	56705097	1	75489	399	56705095	3	75487	397	56705097	2	75488	377	56705117	0	75490	385	56705109	0	75490	384	56705110	0	75490	381	56705113	1.21109317948058	2.73004951800976	2.73004951800976	0.09847623156663	0.45874638022755
chr15	82848982	82953720	-	HOMER2	15	32374	2	104736	398	56675848	0	104738	399	56675847	2	104736	398	56675848	3	104735	397	56675849	0	104738	379	56675867	0	104738	385	56675861	1	104737	383	56675863	1	104737	380	56675866	1.21108855527071	2.73003801181039	2.73003801181039	0.0984769410393234	0.45874638022755
chr15	81553002	81696780	+	AC023034.1	15	32347	3	143775	397	56636809	3	143775	396	56636810	1	143777	399	56636807	0	143778	400	56636806	0	143778	379	56636827	1	143777	384	56636822	0	143778	384	56636822	1	143777	380	56636826	1.21108531443104	2.73002990636451	2.73002990636451	0.0984774408247747	0.45874638022755
chr15	74613193	74616596	-	AC100835.1	15	32169	0	3403	400	56777181	1	3402	398	56777183	0	3403	400	56777181	1	3402	399	56777182	0	3403	379	56777202	0	3403	385	56777196	0	3403	384	56777197	0	3403	381	56777200	10.9570130026277	2.68536449086969	2.68536449086969	0.101274050172154	0.45874638022755
chr15	99396612	99402315	-	AC015660.2	15	32671	1	5702	399	56774882	0	5703	399	56774882	0	5703	400	56774881	1	5702	399	56774882	0	5703	379	56774902	0	5703	385	56774896	0	5703	384	56774897	0	5703	381	56774900	10.9568007815124	2.68530537775951	2.68530537775951	0.101277808386733	0.45874638022755
chr15	29264988	29270822	-	NSMCE3	15	31275	0	5834	400	56774750	1	5833	398	56774752	1	5833	399	56774751	0	5834	400	56774750	0	5834	379	56774771	0	5834	385	56774765	0	5834	384	56774766	0	5834	381	56774769	10.9567937309837	2.68530336572439	2.68530336572439	0.101277936307904	0.45874638022755
chr15	48937235	48948031	+	AC091073.2	15	31692	0	10796	400	56769788	1	10795	398	56769790	0	10796	400	56769788	1	10795	399	56769789	0	10796	379	56769809	0	10796	385	56769803	0	10796	384	56769804	0	10796	381	56769807	10.9566526458875	2.68526401140844	2.68526401140844	0.101280438412167	0.45874638022755
chr15	30551077	30562501	+	GOLGA8Q	15	31300	0	11424	400	56769160	0	11424	399	56769161	1	11423	399	56769161	1	11423	399	56769161	0	11424	379	56769181	0	11424	385	56769175	0	11424	384	56769176	0	11424	381	56769179	10.9566435270211	2.68526151475089	2.68526151475089	0.101280597149196	0.45874638022755
chr15	74069856	74083550	-	GOLGA6A	15	32143	0	13694	400	56766890	0	13694	399	56766891	1	13693	399	56766891	1	13693	399	56766891	0	13694	379	56766911	0	13694	385	56766905	0	13694	384	56766906	0	13694	381	56766909	10.956617540669	2.68525425229745	2.68525425229745	0.101281058896199	0.45874638022755
chr15	68984794	68998679	+	AC027088.5	15	32053	0	13885	400	56766699	0	13885	399	56766700	2	13883	398	56766701	0	13885	400	56766699	0	13885	379	56766720	0	13885	385	56766714	0	13885	384	56766715	0	13885	381	56766718	10.9566157416558	2.68525360527565	2.68525360527565	0.101281100033976	0.45874638022755
chr15	32656083	32670092	-	AC123768.1	15	31343	0	14009	400	56766575	0	14009	399	56766576	2	14007	398	56766577	0	14009	400	56766575	0	14009	379	56766596	0	14009	385	56766590	0	14009	384	56766591	0	14009	381	56766594	10.9566145999429	2.6852534678037	2.6852534678037	0.101281108774473	0.45874638022755
chr15	63456293	63470356	-	AC007950.1	15	31929	1	14062	399	56766522	1	14062	398	56766523	0	14063	400	56766521	0	14063	400	56766521	0	14063	379	56766542	0	14063	385	56766536	0	14063	384	56766537	0	14063	381	56766540	10.9566141099297	2.6852532648918	2.6852532648918	0.101281121675658	0.45874638022755
chr15	71331119	71352460	+	AC064799.2	15	32092	2	21339	398	56759245	0	21341	399	56759244	0	21341	400	56759243	0	21341	400	56759243	0	21341	379	56759264	0	21341	385	56759258	0	21341	384	56759259	0	21341	381	56759262	10.9565706807071	2.68524120362417	2.68524120362417	0.101281888537013	0.45874638022755
chr15	21298232	21326241	-	AC068446.2	15	31077	1	28008	399	56752576	0	28009	399	56752576	1	28008	399	56752576	0	28009	400	56752575	0	28009	379	56752596	0	28009	385	56752590	0	28009	384	56752591	0	28009	381	56752594	10.9565506983085	2.68523551980616	2.68523551980616	0.101282249919171	0.45874638022755
chr15	53946708	53984967	-	AC084759.2	15	31785	1	38258	399	56742326	0	38259	399	56742326	1	38258	399	56742326	0	38259	400	56742325	0	38259	379	56742346	0	38259	385	56742340	0	38259	384	56742341	0	38259	381	56742344	10.9565335689741	2.68523072484823	2.68523072484823	0.101282554787918	0.45874638022755
chr15	22999176	23040569	-	TUBGCP5	15	31113	1	41392	399	56739192	0	41393	399	56739192	0	41393	400	56739191	1	41392	399	56739192	0	41393	379	56739212	0	41393	385	56739206	0	41393	384	56739207	0	41393	381	56739210	10.9565300244848	2.68522986328753	2.68522986328753	0.10128260956701	0.45874638022755
chr15	43825979	43867018	+	WDR76	15	31592	0	41039	400	56739545	1	41038	398	56739547	1	41038	399	56739546	0	41039	400	56739545	0	41039	379	56739566	0	41039	385	56739560	0	41039	384	56739561	0	41039	381	56739564	10.9565303985411	2.68522977372049	2.68522977372049	0.101282615261794	0.45874638022755
chr15	30005442	30046848	-	AC111152.2	15	31283	0	41406	400	56739178	0	41406	399	56739179	1	41405	399	56739179	1	41405	399	56739179	0	41406	379	56739199	0	41406	385	56739193	0	41406	384	56739194	0	41406	381	56739197	10.9565300118103	2.6852297547448	2.6852297547448	0.101282616468293	0.45874638022755
chr15	50839874	50882015	-	AC021752.1	15	31727	0	42141	400	56738443	0	42141	399	56738444	2	42139	398	56738445	0	42141	400	56738443	0	42141	379	56738464	0	42141	385	56738458	0	42141	384	56738459	0	42141	381	56738462	10.9565292574254	2.68522955085791	2.68522955085791	0.101282629431677	0.45874638022755
chr15	81331087	81375213	-	TMC3	15	32343	0	44126	400	56736458	1	44125	398	56736460	0	44126	400	56736458	1	44125	399	56736459	0	44126	379	56736479	0	44126	385	56736473	0	44126	384	56736474	0	44126	381	56736477	10.956527345565	2.68522900569951	2.68522900569951	0.101282664093545	0.45874638022755
chr15	41230267	41281887	+	CHP1	15	31500	0	51620	400	56728964	0	51620	399	56728965	0	51620	400	56728964	2	51618	398	56728966	0	51620	379	56728985	0	51620	385	56728979	0	51620	384	56728980	0	51620	381	56728983	10.9565214533363	2.68522723809292	2.68522723809292	0.10128277648032	0.45874638022755
chr15	78759205	78812464	-	ADAMTS7	15	32285	1	53258	399	56727326	1	53258	398	56727327	0	53259	400	56727325	0	53259	400	56727325	0	53259	379	56727346	0	53259	385	56727340	0	53259	384	56727341	0	53259	381	56727344	10.9565203854475	2.68522708122327	2.68522708122327	0.101282786454306	0.45874638022755
chr15	50702265	50766706	-	SPPL2A	15	31724	0	64441	400	56716143	1	64440	398	56716145	1	64440	399	56716144	0	64441	400	56716143	0	64441	379	56716164	0	64441	385	56716158	0	64441	384	56716159	0	64441	381	56716162	10.9565145503201	2.68522547901375	2.68522547901375	0.101282888325045	0.45874638022755
chr15	79845149	79924106	-	ST20-MTHFS	15	32302	0	78957	400	56701627	1	78956	398	56701629	1	78956	399	56701628	0	78957	400	56701627	0	78957	379	56701648	0	78957	385	56701642	0	78957	384	56701643	0	78957	381	56701646	10.9565094407345	2.68522411867161	2.68522411867161	0.101282974817602	0.45874638022755
chr15	50275391	50356408	-	GABPB1	15	31713	0	81017	400	56699567	0	81017	399	56699568	1	81016	399	56699568	1	81016	399	56699568	0	81017	379	56699588	0	81017	385	56699582	0	81017	384	56699583	0	81017	381	56699586	10.9565088639353	2.68522385791584	2.68522385791584	0.101282991396847	0.45874638022755
chr15	94455468	94551572	-	AC009432.2	15	32595	0	96104	400	56684480	0	96104	399	56684481	0	96104	400	56684480	2	96102	398	56684482	0	96104	379	56684501	0	96104	385	56684495	0	96104	384	56684496	0	96104	381	56684499	10.9565053935631	2.68522300252516	2.68522300252516	0.101283045783897	0.45874638022755
chr15	65381483	65423947	-	IGDCC4	15	31985	5	42459	395	56738125	2	42462	397	56738123	2	42462	398	56738122	3	42461	397	56738123	1	42463	378	56738142	2	42462	383	56738137	1	42463	383	56738137	1	42463	380	56738140	0.835002688934248	2.67928681534249	2.67928681534249	0.101661247695856	0.45874638022755
chr15	91407715	91605869	+	AC104035.1	15	32558	6	198148	394	56582436	3	198151	396	56582434	3	198151	397	56582433	3	198151	397	56582433	3	198151	376	56582454	3	198151	382	56582448	1	198153	383	56582447	0	198154	381	56582449	0.722221837467142	2.64795407245401	2.64795407245401	0.103683261586557	0.462094536206754
chr15	89087429	89195751	+	ABHD2	15	32472	0	108322	400	56672262	0	108322	399	56672263	2	108320	398	56672264	1	108321	399	56672263	3	108319	376	56672286	2	108320	383	56672279	3	108319	381	56672281	0	108322	381	56672281	-1.02897360941572	2.59647790226154	-2.59647790226154	0.107101492971283	0.471507792227232
chr15	83653087	84039427	+	ADAMTSL3	15	32391	8	386332	392	56394252	9	386331	390	56394254	3	386337	397	56394247	8	386332	392	56394252	4	386336	375	56394269	3	386337	382	56394262	3	386337	381	56394263	7	386333	374	56394270	0.460718941246368	2.27890147591825	2.27890147591825	0.131144733563511	0.570400588149728
chr15	87325828	87704825	-	AC020687.1	15	32449	6	378991	394	56401593	11	378986	388	56401599	8	378989	392	56401595	8	378989	392	56401595	5	378992	374	56401613	4	378993	381	56401606	4	378993	380	56401607	8	378989	373	56401614	0.414252454455951	2.21688160054327	2.21688160054327	0.136508539401439	0.586661699094279
chr15	55202965	55271394	-	RAB27A	15	31791	2	68427	398	56712157	1	68428	398	56712157	2	68427	398	56712157	3	68426	397	56712158	1	68428	378	56712177	0	68429	385	56712170	1	68428	383	56712172	1	68428	380	56712175	0.939134417469805	2.14726580919523	2.14726580919523	0.142824038433417	0.601577744106168
chr15	46364835	46381043	+	AC091074.2	15	31655	0	16208	400	56764376	0	16208	399	56764377	0	16208	400	56764376	1	16207	399	56764377	0	16208	379	56764397	0	16208	385	56764391	2	16206	382	56764394	2	16206	379	56764397	-1.43309939512731	2.0674183115334	-2.0674183115334	0.150476057598919	0.601577744106168
