chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr15	100000000	100006000	-	SIMULA05K-	15	32683	0	6000	399	56774585	0	6000	399	56774585	0	6000	399	56774585	0	6000	397	56774587	2	5998	380	56774604	1	5999	386	56774598	1	5999	379	56774605	0	6000	383	56774601	-11.7358161847478	5.71104143089906	-5.71104143089906	0.0168585352782419	0.416024480754369
chr15	75527178	75602184	-	AC105036.3	15	32206	1	75005	398	56705580	2	75004	397	56705581	1	75005	398	56705580	0	75006	397	56705581	0	75006	382	56705596	0	75006	387	56705591	0	75006	380	56705598	0	75006	383	56705595	11.6560175259525	5.39294544431323	5.39294544431323	0.0202183150605597	0.416024480754369
chr15	26865910	26948752	+	GABRA5	15	31248	1	82841	398	56697744	1	82841	398	56697744	2	82840	397	56697745	0	82842	397	56697745	0	82842	382	56697760	0	82842	387	56697755	0	82842	380	56697762	0	82842	383	56697759	11.6560146344141	5.3929430225835	5.3929430225835	0.0202183431187601	0.416024480754369
chr15	52307282	52530050	-	MYO5A	15	31771	0	222768	399	56557817	2	222766	397	56557819	2	222766	397	56557819	0	222768	397	56557819	0	222768	382	56557834	0	222768	387	56557829	0	222768	380	56557836	0	222768	383	56557833	11.6559972633885	5.39292783824203	5.39292783824203	0.0202185190457078	0.416024480754369
chr15	64214098	64382420	-	AC087632.2	15	31945	0	168322	399	56612263	0	168322	399	56612263	0	168322	399	56612263	1	168321	396	56612266	4	168318	378	56612284	1	168321	386	56612276	1	168321	379	56612283	1	168321	382	56612280	-1.98954398174575	5.31541314916103	-5.31541314916103	0.0211375810384032	0.416024480754369
chr15	80263067	80342768	-	LINC00927	15	32315	3	79698	396	56700887	2	79699	397	56700886	0	79701	399	56700884	2	79699	395	56700888	0	79701	382	56700901	1	79700	386	56700897	0	79701	380	56700903	0	79701	383	56700900	1.91000439786243	4.83814695343608	4.83814695343608	0.0278367917687353	0.416024480754369
chr15	71095951	71783383	+	THSD4	15	32089	6	687426	393	56093159	10	687422	389	56093163	6	687426	393	56093159	5	687427	392	56093160	11	687421	371	56093181	9	687423	378	56093174	17	687415	363	56093189	6	687426	377	56093175	-0.516427625815719	4.45101037381392	-4.45101037381392	0.0348806037637719	0.416024480754369
chr15	51447710	51623833	-	DMXL2	15	31741	4	176119	395	56604466	5	176118	394	56604467	6	176117	393	56604468	1	176122	396	56604465	1	176122	381	56604480	1	176122	386	56604475	2	176121	378	56604483	2	176121	381	56604480	0.947334928642338	4.35803678596858	4.35803678596858	0.0368347315142833	0.416024480754369
chr15	40357218	40378621	+	DISP2	15	31461	0	21403	399	56759182	0	21403	399	56759182	0	21403	399	56759182	0	21403	397	56759184	1	21402	381	56759200	0	21403	387	56759194	1	21402	379	56759202	1	21402	382	56759199	-11.4471934062294	4.28206614444207	-4.28206614444207	0.0385165012673001	0.416024480754369
chr15	59644297	59673302	-	AC092755.1	15	31873	0	29005	399	56751580	0	29005	399	56751580	0	29005	399	56751580	0	29005	397	56751582	0	29005	382	56751597	1	29004	386	56751593	2	29003	378	56751601	0	29005	383	56751596	-11.4471684136917	4.2820523675764	-4.2820523675764	0.0385168134413514	0.416024480754369
chr15	68778534	68821895	-	ANP32A	15	32047	0	43361	399	56737224	0	43361	399	56737224	0	43361	399	56737224	0	43361	397	56737226	1	43360	381	56737242	2	43359	385	56737238	0	43361	380	56737243	0	43361	383	56737240	-11.4471451170853	4.28203953641059	-4.28203953641059	0.0385171041888968	0.416024480754369
chr15	41182724	41231697	-	EXD1	15	31498	0	48973	399	56731612	0	48973	399	56731612	0	48973	399	56731612	0	48973	397	56731614	0	48973	382	56731629	2	48971	385	56731626	1	48972	379	56731632	0	48973	383	56731628	-11.447139723304	4.28203647545888	-4.28203647545888	0.0385171735488108	0.416024480754369
chr15	84747591	84806445	+	ZNF592	15	32415	0	58854	399	56721731	0	58854	399	56721731	0	58854	399	56721731	0	58854	397	56721733	1	58853	381	56721749	1	58853	386	56721744	0	58854	380	56721750	1	58853	382	56721748	-11.4471327265023	4.2820325838693	-4.2820325838693	0.0385172617308288	0.416024480754369
chr15	37364019	37491853	-	AC068875.1	15	31406	0	127834	399	56652751	0	127834	399	56652751	0	127834	399	56652751	0	127834	397	56652753	1	127833	381	56652769	1	127833	386	56652764	0	127834	380	56652770	1	127833	382	56652768	-11.4471140141534	4.28202229588351	-4.28202229588351	0.0385174948538989	0.416024480754369
chr15	64165524	64357173	-	CSNK1G1	15	31944	0	191649	399	56588936	0	191649	399	56588936	0	191649	399	56588936	1	191648	396	56588939	3	191646	379	56588956	1	191648	386	56588949	1	191648	379	56588956	1	191648	382	56588953	-1.83473538564802	4.17203683557455	-4.17203683557455	0.0410963663210941	0.416024480754369
chr15	51723010	51738655	-	LYSMD2	15	31746	0	15645	399	56764940	1	15644	398	56764941	0	15645	399	56764940	2	15643	395	56764944	0	15645	382	56764957	0	15645	387	56764952	0	15645	380	56764959	0	15645	383	56764956	11.3678066240363	4.04381990103866	4.04381990103866	0.0443333649296029	0.416024480754369
chr15	78624110	78642210	-	CHRNB4	15	32283	0	18100	399	56762485	1	18099	398	56762486	0	18100	399	56762485	2	18098	395	56762489	0	18100	382	56762502	0	18100	387	56762497	0	18100	380	56762504	0	18100	383	56762501	11.3677889300695	4.04381018619461	4.04381018619461	0.0443336201098057	0.416024480754369
chr15	78148359	78169560	+	IDH3A	15	32264	0	21201	399	56759384	1	21200	398	56759385	1	21200	398	56759385	1	21200	396	56759387	0	21201	382	56759401	0	21201	387	56759396	0	21201	380	56759403	0	21201	383	56759400	11.367772437201	4.04380121202848	4.04380121202848	0.0443338558359646	0.416024480754369
chr15	52576841	52598709	+	AC025917.1	15	31773	2	21866	397	56758719	0	21868	399	56758717	0	21868	399	56758717	1	21867	396	56758720	0	21868	382	56758734	0	21868	387	56758729	0	21868	380	56758736	0	21868	383	56758733	11.3677695020359	4.04379943771346	4.04379943771346	0.0443339024423971	0.416024480754369
chr15	79843546	79898014	-	MTHFS	15	32301	2	54466	397	56726119	1	54467	398	56726118	0	54468	399	56726117	0	54468	397	56726119	0	54468	382	56726134	0	54468	387	56726129	0	54468	380	56726136	0	54468	383	56726133	11.3677136419993	4.04376866747043	4.04376866747043	0.04433471070124	0.416024480754369
chr15	89830598	89894994	-	AP3S2	15	32498	1	64395	398	56716190	1	64395	398	56716190	1	64395	398	56716190	0	64396	397	56716191	0	64396	382	56716206	0	64396	387	56716201	0	64396	380	56716208	0	64396	383	56716205	11.3677078653446	4.0437655821006	4.0437655821006	0.044334791747196	0.416024480754369
chr15	79845149	79924106	-	ST20-MTHFS	15	32302	3	78954	396	56701631	0	78957	399	56701628	0	78957	399	56701628	0	78957	397	56701630	0	78957	382	56701645	0	78957	387	56701640	0	78957	380	56701647	0	78957	383	56701644	11.3677020215446	4.04376233331277	4.04376233331277	0.0443348770859567	0.416024480754369
chr15	89834307	89913882	-	ARPIN-AP3S2	15	32499	1	79574	398	56701011	1	79574	398	56701011	1	79574	398	56701011	0	79575	397	56701012	0	79575	382	56701027	0	79575	387	56701022	0	79575	380	56701029	0	79575	383	56701026	11.3677018201317	4.04376210173359	4.04376210173359	0.0443348831690567	0.416024480754369
chr15	76215352	76312469	-	ETFA	15	32229	0	97117	399	56683468	0	97117	399	56683468	1	97116	398	56683469	2	97115	395	56683472	0	97117	382	56683485	0	97117	387	56683480	0	97117	380	56683487	0	97117	383	56683484	11.3676971854532	4.0437596408301	4.0437596408301	0.0443349478118923	0.416024480754369
chr15	52581320	52679623	-	FAM214A	15	31774	2	98301	397	56682284	0	98303	399	56682282	0	98303	399	56682282	1	98302	396	56682285	0	98303	382	56682299	0	98303	387	56682294	0	98303	380	56682301	0	98303	383	56682298	11.3676969283574	4.04375951473776	4.04375951473776	0.0443349511240795	0.416024480754369
chr15	83653087	84039427	+	ADAMTSL3	15	32391	5	386335	394	56394250	3	386337	396	56394248	8	386332	391	56394253	4	386336	393	56394251	8	386332	374	56394270	7	386333	380	56394264	10	386330	370	56394274	7	386333	376	56394268	-0.518166764479544	3.34619618028228	-3.34619618028228	0.0673605028066642	0.416024480754369
chr15	65327126	65379002	-	IGDCC3	15	31984	0	51876	399	56728709	0	51876	399	56728709	1	51875	398	56728710	0	51876	397	56728711	3	51873	379	56728729	1	51875	386	56728722	0	51876	380	56728728	1	51875	382	56728726	-1.65177148498877	3.07756211112428	-3.07756211112428	0.0793794271504467	0.416024480754369
chr15	77100655	77421144	-	PEAK1	15	32245	0	320489	399	56460096	4	320485	395	56460100	2	320487	397	56460098	2	320487	395	56460100	7	320482	375	56460120	4	320485	383	56460112	2	320487	378	56460117	3	320486	380	56460115	-0.738293567017196	3.06840495140932	-3.06840495140932	0.0798277610621595	0.416024480754369
chr15	40763067	40767708	+	GCHFR	15	31480	0	4641	399	56775944	0	4641	399	56775944	0	4641	399	56775944	0	4641	397	56775946	1	4640	381	56775962	1	4640	386	56775957	0	4641	380	56775963	0	4641	383	56775960	-11.0413650034483	2.85409432802408	-2.85409432802408	0.0911415558882905	0.416024480754369
chr15	38068811	38073990	-	LINC01852	15	31410	0	5179	399	56775406	0	5179	399	56775406	0	5179	399	56775406	0	5179	397	56775408	0	5179	382	56775423	0	5179	387	56775418	1	5178	379	56775426	1	5178	382	56775423	-11.0413249206087	2.85408313485095	-2.85408313485095	0.091142190301268	0.416024480754369
chr15	26260668	26265918	+	AC012060.1	15	31242	0	5250	399	56775335	0	5250	399	56775335	0	5250	399	56775335	0	5250	397	56775337	1	5249	381	56775353	0	5250	387	56775347	1	5249	379	56775355	0	5250	383	56775351	-11.0413202444391	2.85408181497769	-2.85408181497769	0.0911422651101043	0.416024480754369
chr15	36438971	36445512	-	AC087516.2	15	31395	0	6541	399	56774044	0	6541	399	56774044	0	6541	399	56774044	0	6541	397	56774046	0	6541	382	56774061	0	6541	387	56774056	2	6539	378	56774065	0	6541	383	56774060	-11.0412529211424	2.85406299738679	-2.85406299738679	0.0911433316758868	0.416024480754369
chr15	34978340	34989287	-	ZNF770	15	31381	0	10947	399	56769638	0	10947	399	56769638	0	10947	399	56769638	0	10947	397	56769640	1	10946	381	56769656	0	10947	387	56769650	0	10947	380	56769657	1	10946	382	56769655	-11.0411427262878	2.85403228562791	-2.85403228562791	0.0911450724225656	0.416024480754369
chr15	79310111	79322840	+	TMED3	15	32295	0	12729	399	56767856	0	12729	399	56767856	0	12729	399	56767856	0	12729	397	56767858	0	12729	382	56767873	1	12728	386	56767869	0	12729	380	56767875	1	12728	382	56767873	-11.041119823705	2.85402610503661	-2.85402610503661	0.0911454227436865	0.416024480754369
chr15	68190705	68207110	-	CALML4	15	32039	0	16405	399	56764180	0	16405	399	56764180	0	16405	399	56764180	0	16405	397	56764182	0	16405	382	56764197	1	16404	386	56764193	0	16405	380	56764199	1	16404	382	56764197	-11.0410882972445	2.85401705971162	-2.85401705971162	0.0911459354429596	0.416024480754369
chr15	45041715	45059707	-	AC091117.3	15	31618	0	17992	399	56762593	0	17992	399	56762593	0	17992	399	56762593	0	17992	397	56762595	2	17990	380	56762612	0	17992	387	56762605	0	17992	380	56762612	0	17992	383	56762609	-11.0410786679488	2.85401447943877	-2.85401447943877	0.0911460816963233	0.416024480754369
chr15	64364303	64382441	-	PCLAF	15	31947	0	18138	399	56762447	0	18138	399	56762447	0	18138	399	56762447	0	18138	397	56762449	2	18136	380	56762466	0	18138	387	56762459	0	18138	380	56762466	0	18138	383	56762463	-11.0410778667167	2.85401422834548	-2.85401422834548	0.0911460959286459	0.416024480754369
chr15	32624105	32642615	-	AC123768.5	15	31341	0	18510	399	56762075	0	18510	399	56762075	0	18510	399	56762075	0	18510	397	56762077	0	18510	382	56762092	0	18510	387	56762087	0	18510	380	56762094	2	18508	381	56762093	-11.0410758823528	2.85401360501419	-2.85401360501419	0.0911461312599527	0.416024480754369
chr15	74919790	74939073	-	COX5A	15	32183	0	19283	399	56761302	0	19283	399	56761302	0	19283	399	56761302	0	19283	397	56761304	0	19283	382	56761319	1	19282	386	56761315	1	19282	379	56761322	0	19283	383	56761318	-11.0410720037695	2.85401253287273	-2.85401253287273	0.0911461920304953	0.416024480754369
chr15	51938024	51972778	-	LEO1	15	31756	0	34754	399	56745831	0	34754	399	56745831	0	34754	399	56745831	0	34754	397	56745833	0	34754	382	56745848	1	34753	386	56745844	1	34753	379	56745851	0	34754	383	56745847	-11.0410306593672	2.85400098486571	-2.85400098486571	0.0911468465911751	0.416024480754369
chr15	53946708	53984967	-	AC084759.2	15	31785	0	38259	399	56742326	0	38259	399	56742326	0	38259	399	56742326	0	38259	397	56742328	1	38258	381	56742344	0	38259	387	56742338	0	38259	380	56742345	1	38258	382	56742343	-11.04102593841	2.85399979948124	-2.85399979948124	0.0911469137810712	0.416024480754369
chr15	40765160	40808473	-	DNAJC17	15	31481	0	43313	399	56737272	0	43313	399	56737272	0	43313	399	56737272	0	43313	397	56737274	1	43312	381	56737290	1	43312	386	56737285	0	43313	380	56737291	0	43313	383	56737288	-11.0410204762531	2.85399817145662	-2.85399817145662	0.0911470060607605	0.416024480754369
chr15	42158700	42209316	-	VPS39	15	31533	0	50616	399	56729969	0	50616	399	56729969	0	50616	399	56729969	0	50616	397	56729971	1	50615	381	56729987	0	50616	387	56729981	0	50616	380	56729988	1	50615	382	56729986	-11.0410145103491	2.8539965487289	-2.8539965487289	0.0911470980403116	0.416024480754369
chr15	75842306	75901044	+	UBE2Q2	15	32223	0	58738	399	56721847	0	58738	399	56721847	0	58738	399	56721847	0	58738	397	56721849	0	58738	382	56721864	1	58737	386	56721860	1	58737	379	56721867	0	58738	383	56721863	-11.0410096177799	2.85399521543877	-2.85399521543877	0.0911471736140188	0.416024480754369
chr15	95078480	95151534	-	AC087636.1	15	32601	0	73054	399	56707531	0	73054	399	56707531	0	73054	399	56707531	0	73054	397	56707533	0	73054	382	56707548	1	73053	386	56707544	1	73053	379	56707551	0	73054	383	56707547	-11.041003642769	2.85399355141271	-2.85399355141271	0.091147267934634	0.416024480754369
chr15	89242948	89317261	+	FANCI	15	32475	0	74313	399	56706272	0	74313	399	56706272	0	74313	399	56706272	0	74313	397	56706274	1	74312	381	56706290	0	74313	387	56706284	1	74312	379	56706292	0	74313	383	56706288	-11.0410032274363	2.85399338904244	-2.85399338904244	0.0911472771381401	0.416024480754369
chr15	95209092	95328018	-	LINC01197	15	32602	0	118926	399	56661659	0	118926	399	56661659	0	118926	399	56661659	0	118926	397	56661661	0	118926	382	56661676	0	118926	387	56661671	0	118926	380	56661678	2	118924	381	56661677	-11.0409941868683	2.85399079309718	-2.85399079309718	0.0911474242821898	0.416024480754369
chr15	100400394	100545720	-	CERS3	15	32687	0	145326	399	56635259	0	145326	399	56635259	0	145326	399	56635259	0	145326	397	56635261	1	145325	381	56635277	0	145326	387	56635271	1	145325	379	56635279	0	145326	383	56635275	-11.0409914512824	2.85399009760295	-2.85399009760295	0.09114746370442	0.416024480754369
chr15	40928339	40939073	+	DLL4	15	31491	0	10734	399	56769851	1	10733	398	56769852	2	10732	397	56769853	2	10732	395	56769855	1	10733	381	56769869	0	10734	387	56769863	0	10734	380	56769870	0	10734	383	56769867	1.57234705457188	2.75971685144759	2.75971685144759	0.0966653447657003	0.416024480754369
chr15	90101648	90138016	+	IDH2-DT	15	32512	1	36367	398	56744218	0	36368	399	56744217	2	36366	397	56744219	2	36366	395	56744221	0	36368	382	56744234	0	36368	387	56744229	0	36368	380	56744236	1	36367	382	56744234	1.57228138329672	2.75958577528945	2.75958577528945	0.0966732653276512	0.416024480754369
chr15	38865321	39119713	-	AC013652.1	15	31421	1	254391	398	56526194	4	254388	395	56526197	1	254391	398	56526194	1	254391	396	56526196	1	254391	381	56526211	0	254392	387	56526205	1	254391	379	56526213	0	254392	383	56526209	1.21618992396601	2.7545881743863	2.7545881743863	0.0969757844375245	0.416024480754369
chr15	98038570	98294199	-	AC022523.1	15	32648	1	255628	398	56524957	3	255626	396	56524959	2	255627	397	56524958	1	255628	396	56524959	1	255628	381	56524974	0	255629	387	56524968	0	255629	380	56524975	1	255628	382	56524973	1.21618990018371	2.75458796272869	2.75458796272869	0.0969757972715955	0.416024480754369
chr15	89334052	89336161	+	AC124068.2	15	32478	1	2108	398	56778477	1	2108	398	56778477	0	2109	399	56778476	0	2109	397	56778478	0	2109	382	56778493	0	2109	387	56778488	0	2109	380	56778495	0	2109	383	56778492	10.9624317991262	2.69543095868721	2.69543095868721	0.100636275191943	0.416024480754369
chr15	91302755	91306321	+	AC123784.1	15	32557	1	3565	398	56777020	1	3565	398	56777020	0	3566	399	56777019	0	3566	397	56777021	0	3566	382	56777036	0	3566	387	56777031	0	3566	380	56777038	0	3566	383	56777035	10.9620849117033	2.6953339920874	2.6953339920874	0.100642397668981	0.416024480754369
chr15	63596352	63602428	+	FBXL22	15	31933	1	6075	398	56774510	0	6076	399	56774509	1	6075	398	56774510	0	6076	397	56774511	0	6076	382	56774526	0	6076	387	56774521	0	6076	380	56774528	0	6076	383	56774525	10.9618774670142	2.69527617796848	2.69527617796848	0.100646048249645	0.416024480754369
chr15	60680563	60687248	+	RORA-AS2	15	31889	0	6685	399	56773900	2	6683	397	56773902	0	6685	399	56773900	0	6685	397	56773902	0	6685	382	56773917	0	6685	387	56773912	0	6685	380	56773919	0	6685	383	56773916	10.9618506166076	2.6952687058656	2.6952687058656	0.100646520074265	0.416024480754369
chr15	28701953	28713323	-	GOLGA8M	15	31267	0	11370	399	56769215	0	11370	399	56769215	1	11369	398	56769216	1	11369	396	56769218	0	11370	382	56769232	0	11370	387	56769227	0	11370	380	56769234	0	11370	383	56769231	10.9617402329736	2.69523783992918	2.69523783992918	0.100648469123995	0.416024480754369
chr15	75355791	75369592	-	MAN2C1	15	32201	0	13801	399	56766784	0	13801	399	56766784	1	13800	398	56766785	1	13800	396	56766787	0	13801	382	56766801	0	13801	387	56766796	0	13801	380	56766803	0	13801	383	56766800	10.961712488078	2.6952301448182	2.6952301448182	0.10064895504323	0.416024480754369
chr15	68984794	68998679	+	AC027088.5	15	32053	0	13885	399	56766700	0	13885	399	56766700	1	13884	398	56766701	1	13884	396	56766703	0	13885	382	56766717	0	13885	387	56766712	0	13885	380	56766719	0	13885	383	56766716	10.9617117031335	2.69522977105225	2.69522977105225	0.100648978645302	0.416024480754369
chr15	90838640	90853608	+	AC124248.1	15	32538	0	14968	399	56765617	1	14967	398	56765618	1	14967	398	56765618	0	14968	397	56765619	0	14968	382	56765634	0	14968	387	56765629	0	14968	380	56765636	0	14968	383	56765633	10.9617023706912	2.69522739574313	2.69522739574313	0.100649128638287	0.416024480754369
chr15	78263085	78282196	+	DNAJA4	15	32267	0	19111	399	56761474	0	19111	399	56761474	1	19110	398	56761475	1	19110	396	56761477	0	19111	382	56761491	0	19111	387	56761486	0	19111	380	56761493	0	19111	383	56761490	10.9616764324585	2.69522014532413	2.69522014532413	0.100649586479993	0.416024480754369
chr15	66547178	66566497	-	LCTL	15	32018	0	19319	399	56761266	0	19319	399	56761266	0	19319	399	56761266	2	19317	395	56761270	0	19319	382	56761283	0	19319	387	56761278	0	19319	380	56761285	0	19319	383	56761282	10.9616754235579	2.6952197872597	2.6952197872597	0.100649609090722	0.416024480754369
chr15	88585565	88605603	-	LINC01586	15	32460	1	20037	398	56760548	0	20038	399	56760547	1	20037	398	56760548	0	20038	397	56760549	0	20038	382	56760564	0	20038	387	56760559	0	20038	380	56760566	0	20038	383	56760563	10.9616720976535	2.69521876241197	2.69521876241197	0.10064967380691	0.416024480754369
chr15	90902301	90922579	+	MAN2A2	15	32542	0	20278	399	56760307	1	20277	398	56760308	0	20278	399	56760307	1	20277	396	56760310	0	20278	382	56760324	0	20278	387	56760319	0	20278	380	56760326	0	20278	383	56760323	10.9616710393419	2.69521854868799	2.69521854868799	0.100649687302971	0.416024480754369
chr15	88635152	88655621	+	ISG20	15	32465	1	20468	398	56760117	1	20468	398	56760117	0	20469	399	56760116	0	20469	397	56760118	0	20469	382	56760133	0	20469	387	56760128	0	20469	380	56760135	0	20469	383	56760132	10.961670216242	2.69521832372993	2.69521832372993	0.100649701508434	0.416024480754369
chr15	77613026	77633490	-	LINGO1	15	32250	1	20463	398	56760122	0	20464	399	56760121	1	20463	398	56760122	0	20464	397	56760123	0	20464	382	56760138	0	20464	387	56760133	0	20464	380	56760140	0	20464	383	56760137	10.961670236912	2.69521823139803	2.69521823139803	0.100649707338932	0.416024480754369
chr15	39471717	39492882	+	AC109630.1	15	31426	2	21163	397	56759422	0	21165	399	56759420	0	21165	399	56759420	0	21165	397	56759422	0	21165	382	56759437	0	21165	387	56759432	0	21165	380	56759439	0	21165	383	56759436	10.9616673380472	2.69521749667183	2.69521749667183	0.100649753734825	0.416024480754369
chr15	45251233	45277846	+	SLC28A2	15	31633	0	26613	399	56753972	0	26613	399	56753972	0	26613	399	56753972	2	26611	395	56753976	0	26613	382	56753989	0	26613	387	56753984	0	26613	380	56753991	0	26613	383	56753988	10.9616500158449	2.69521275155421	2.69521275155421	0.100650053376214	0.416024480754369
chr15	47956520	47989044	-	AC092078.3	15	31671	0	32524	399	56748061	0	32524	399	56748061	0	32524	399	56748061	2	32522	395	56748065	0	32524	382	56748078	0	32524	387	56748073	0	32524	380	56748080	0	32524	383	56748077	10.9616377853327	2.69520916909096	2.69520916909096	0.100650279599759	0.416024480754369
chr15	42497393	42533081	-	AC018362.1	15	31543	1	35687	398	56744898	0	35688	399	56744897	1	35687	398	56744898	0	35688	397	56744899	0	35688	382	56744914	0	35688	387	56744909	0	35688	380	56744916	0	35688	383	56744913	10.9616329030952	2.69520793264383	2.69520793264383	0.100650357678415	0.416024480754369
chr15	101050731	101087066	-	AC090907.2	15	32706	1	36334	398	56744251	1	36334	398	56744251	0	36335	399	56744250	0	36335	397	56744252	0	36335	382	56744267	0	36335	387	56744262	0	36335	380	56744269	0	36335	383	56744266	10.9616320105018	2.69520756276324	2.69520756276324	0.100650381035495	0.416024480754369
chr15	42494305	42533059	+	SNAP23	15	31542	1	38753	398	56741832	0	38754	399	56741831	1	38753	398	56741832	0	38754	397	56741833	0	38754	382	56741848	0	38754	387	56741843	0	38754	380	56741850	0	38754	383	56741847	10.9616289341301	2.69520680631103	2.69520680631103	0.100650428803674	0.416024480754369
chr15	42272657	42314833	+	GANC	15	31537	0	42176	399	56738409	0	42176	399	56738409	1	42175	398	56738410	1	42175	396	56738412	0	42176	382	56738426	0	42176	387	56738421	0	42176	380	56738428	0	42176	383	56738425	10.9616251835392	2.69520578629454	2.69520578629454	0.100650493215356	0.416024480754369
chr15	50839874	50882015	-	AC021752.1	15	31727	1	42140	398	56738445	0	42141	399	56738444	1	42140	398	56738445	0	42141	397	56738446	0	42141	382	56738461	0	42141	387	56738456	0	42141	380	56738463	0	42141	383	56738460	10.9616252197074	2.69520560449746	2.69520560449746	0.100650504695426	0.416024480754369
chr15	45235929	45280251	-	AC051619.4	15	31632	0	44322	399	56736263	0	44322	399	56736263	0	44322	399	56736263	2	44320	395	56736267	0	44322	382	56736280	0	44322	387	56736275	0	44322	380	56736282	0	44322	383	56736279	10.9616231274795	2.69520524232939	2.69520524232939	0.100650527565515	0.416024480754369
chr15	63544246	63590055	-	USP3-AS1	15	31932	0	45809	399	56734776	0	45809	399	56734776	0	45809	399	56734776	2	45807	395	56734780	0	45809	382	56734793	0	45809	387	56734788	0	45809	380	56734795	0	45809	383	56734792	10.9616218158857	2.69520487175032	2.69520487175032	0.100650550966746	0.416024480754369
chr15	64910901	64958691	+	ANKDD1A	15	31964	0	47790	399	56732795	1	47789	398	56732796	1	47789	398	56732796	0	47790	397	56732797	0	47790	382	56732812	0	47790	387	56732807	0	47790	380	56732814	0	47790	383	56732811	10.9616201952946	2.69520435026789	2.69520435026789	0.100650583897193	0.416024480754369
chr15	42497394	42549786	-	AC018362.3	15	31544	1	52391	398	56728194	0	52392	399	56728193	1	52391	398	56728194	0	52392	397	56728195	0	52392	382	56728210	0	52392	387	56728205	0	52392	380	56728212	0	52392	383	56728209	10.9616169071553	2.69520337904396	2.69520337904396	0.100650645227841	0.416024480754369
