chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr9	131124595	131233678	+	NUP214	9	43634	0	109083	3919	1810933451	2	109081	3996	1810933374	3	109080	4530	1810932840	3	109080	3083	1810934287	0	109083	5820	1810931550	0	109083	4067	1810933303	0	109083	2295	1810935075	0	109083	1255	1810936115	13.2088490605496	9.97322278807405	9.97322278807405	0.00158833231987143	0.377862372237046
chr4	156763089	156971903	-	PDGFC	4	23391	0	208814	3919	1810833720	0	208814	3998	1810833641	1	208813	4532	1810833107	0	208814	3086	1810834553	4	208810	5816	1810831823	3	208811	4064	1810833575	3	208811	2292	1810835347	0	208814	1255	1810836384	-2.44842683005056	9.91486205963884	-9.91486205963884	0.00163949424571819	0.377862372237046
chr1	155335267	155563803	-	ASH1L	1	5389	8	228528	3911	1810814006	6	228530	3992	1810813925	7	228529	4526	1810813391	6	228530	3080	1810814837	4	228532	5816	1810812101	2	228534	4065	1810813852	1	228535	2294	1810815623	0	228536	1255	1810816662	1.20601774995063	9.84624074364547	9.84624074364547	0.00170179170148199	0.377862372237046
chr16	30703066	30745169	+	AC106886.6	16	68302	2	42101	3917	1811000433	3	42100	3995	1811000355	10	42093	4523	1810999827	5	42098	3081	1811001269	2	42101	5818	1810998532	2	42101	4065	1811000285	0	42103	2295	1811002055	0	42103	1255	1811003095	1.46537145634387	9.45572656940203	9.45572656940203	0.00210490897588567	0.377862372237046
chr5	138507989	138542711	-	ETF1	5	26831	2	34720	3917	1811007814	5	34717	3993	1811007738	2	34720	4531	1811007200	3	34719	3083	1811008648	1	34721	5819	1811005912	0	34722	4067	1811007664	0	34722	2295	1811009436	0	34722	1255	1811010476	2.34053608811909	9.44657532707788	9.44657532707788	0.00211543724290808	0.377862372237046
chr9	136330982	136359605	+	GPSM1	9	43925	0	28623	3919	1811013911	0	28623	3998	1811013832	0	28623	4533	1811013297	0	28623	3086	1811014744	4	28619	5816	1811012014	2	28621	4065	1811013765	0	28623	2295	1811015535	0	28623	1255	1811016575	-13.2423001360003	9.22185837407596	-9.22185837407596	0.00239142686636118	0.377862372237046
chr5	151770909	151812785	+	G3BP1	5	27539	0	41876	3919	1811000658	0	41876	3998	1811000579	0	41876	4533	1811000044	0	41876	3086	1811001491	0	41876	5820	1810998757	4	41872	4063	1811000514	2	41874	2293	1811002284	0	41876	1255	1811003322	-14.2422648714441	9.22180579893757	-9.22180579893757	0.00239149553943563	0.377862372237046
chr4	165239347	165322711	+	KLHL2	4	23509	0	83364	3919	1810959170	0	83364	3998	1810959091	0	83364	4533	1810958556	0	83364	3086	1810960003	3	83361	5817	1810957272	2	83362	4065	1810959024	1	83363	2294	1810960795	0	83364	1255	1810961834	-13.2422269123197	9.22171329183038	-9.22171329183038	0.00239161637607188	0.377862372237046
chr1	109309567	109394357	-	SORT1	1	4008	0	84790	3919	1810957744	0	84790	3998	1810957665	0	84790	4533	1810957130	0	84790	3086	1810958577	2	84788	5818	1810955845	0	84790	4067	1810957596	2	84788	2293	1810959370	2	84788	1253	1810960410	-13.2422262619629	9.22171223501209	-9.22171223501209	0.00239161775656771	0.377862372237046
chr7	27739188	27829263	+	TAX1BP1	7	33715	0	90075	3919	1810952459	0	90075	3998	1810952380	0	90075	4533	1810951845	0	90075	3086	1810953292	3	90072	5817	1810950561	2	90073	4065	1810952313	1	90074	2294	1810954084	0	90075	1255	1810955123	-13.242224057752	9.22170951473527	-9.22170951473527	0.00239162131000248	0.377862372237046
chr10	11920021	12036897	-	UPF2	10	44463	0	116876	3919	1810925658	0	116876	3998	1810925579	0	116876	4533	1810925044	0	116876	3086	1810926491	2	116874	5818	1810923759	1	116875	4066	1810925511	3	116873	2292	1810927285	0	116876	1255	1810928322	-14.242215926751	9.22170758387074	-9.22170758387074	0.00239162383224945	0.377862372237046
chr1	91680342	91887151	-	TGFBR3	1	3621	0	206809	3919	1810835725	0	206809	3998	1810835646	0	206809	4533	1810835111	0	206809	3086	1810836558	0	206809	5820	1810833824	4	206805	4063	1810835581	2	206807	2293	1810837351	0	206809	1255	1810838389	-14.2422040427799	9.22168484108988	-9.22168484108988	0.0023916535408598	0.377862372237046
chr12	20368244	20684381	+	PDE3A	12	53953	0	316137	3919	1810726397	0	316137	3998	1810726318	0	316137	4533	1810725783	0	316137	3086	1810727230	5	316132	5815	1810724501	1	316136	4066	1810726250	0	316137	2295	1810728021	0	316137	1255	1810729061	-14.242198701612	9.22167573031038	-9.22167573031038	0.00239166544226221	0.377862372237046
chr15	32774309	33120381	-	FMN1	15	63606	0	346072	3919	1810696462	0	346072	3998	1810696383	0	346072	4533	1810695848	0	346072	3086	1810697295	3	346069	5817	1810694564	3	346069	4064	1810696317	0	346072	2295	1810698086	0	346072	1255	1810699126	-14.2421978277206	9.22167508676648	-9.22167508676648	0.0023916662829252	0.377862372237046
chr8	25844361	26042488	-	EBF2	8	38057	0	198127	3919	1810844407	0	198127	3998	1810844328	0	198127	4533	1810843793	0	198127	3086	1810845240	1	198126	5819	1810842507	2	198125	4065	1810844261	2	198125	2293	1810846033	1	198126	1254	1810847072	-13.242204719526	9.22167098196223	-9.22167098196223	0.00239167164504861	0.377862372237046
chr11	106687374	107019151	-	GUCY1A2	11	51916	0	331777	3919	1810710757	0	331777	3998	1810710678	0	331777	4533	1810710143	0	331777	3086	1810711590	3	331774	5817	1810708859	1	331776	4066	1810710610	1	331776	2294	1810712382	1	331776	1254	1810713422	-13.2421982253718	9.22165690048132	-9.22165690048132	0.00239169003984008	0.377862372237046
chr10	112446257	112818744	+	VTI1A	10	47073	0	372487	3919	1810670047	0	372487	3998	1810669968	0	372487	4533	1810669433	0	372487	3086	1810670880	3	372484	5817	1810668149	1	372486	4066	1810669900	1	372486	2294	1810671672	1	372486	1254	1810672712	-13.2421971731705	9.22165614378173	-9.22165614378173	0.00239169102832904	0.377862372237046
chr8	144393317	144410288	-	CPSF1	8	40863	1	16970	3918	1811025564	3	16968	3995	1811025487	1	16970	4532	1811024950	2	16969	3084	1811026398	0	16971	5820	1811023662	0	16971	4067	1811025415	0	16971	2295	1811027187	0	16971	1255	1811028227	13.0754040458388	8.72662875626702	8.72662875626702	0.00313595800013167	0.377862372237046
chr16	89872591	89911379	+	TCF25	16	70392	4	38784	3915	1811003750	3	38785	3995	1811003670	0	38788	4533	1811003132	0	38788	3086	1811004579	0	38788	5820	1811001845	0	38788	4067	1811003598	0	38788	2295	1811005370	0	38788	1255	1811006410	14.0753020698828	8.7264602156356	8.7264602156356	0.00313624790030231	0.377862372237046
chr1	9850108	9911336	-	CTNNBIP1	1	554	0	61228	3919	1810981306	3	61225	3995	1810981230	4	61224	4529	1810980696	0	61228	3086	1810982139	0	61228	5820	1810979405	0	61228	4067	1810981158	0	61228	2295	1810982930	0	61228	1255	1810983970	14.0752729858196	8.7264092345722	8.7264092345722	0.00313633559620641	0.377862372237046
chr11	63680482	63759891	+	RTN3	11	50160	2	79407	3917	1810963127	3	79406	3995	1810963049	0	79409	4533	1810962511	2	79407	3084	1810963960	0	79409	5820	1810961224	0	79409	4067	1810962977	0	79409	2295	1810964749	0	79409	1255	1810965789	13.0752614752994	8.72637200285681	8.72637200285681	0.00313639964252055	0.377862372237046
chr15	41285010	41380996	+	AC087721.2	15	63922	1	95985	3918	1810946549	2	95984	3996	1810946471	3	95983	4530	1810945937	1	95985	3085	1810947382	0	95986	5820	1810944647	0	95986	4067	1810946400	0	95986	2295	1810948172	0	95986	1255	1810949212	13.0752547805418	8.72635748516768	8.72635748516768	0.00313642461633323	0.377862372237046
chr5	138780922	138934831	+	CTNNA1	5	26839	0	153909	3919	1810888625	3	153906	3995	1810888549	3	153906	4530	1810888014	1	153908	3085	1810889459	0	153909	5820	1810886724	0	153909	4067	1810888477	0	153909	2295	1810890249	0	153909	1255	1810891289	13.0752427193979	8.7263381810626	8.7263381810626	0.00313645782421101	0.377862372237046
chr6	135850700	136195574	+	PDE7B	6	32119	1	344873	3918	1810697661	3	344871	3995	1810697584	4	344870	4529	1810697050	3	344871	3083	1810698496	0	344874	5820	1810695759	0	344874	4067	1810697512	0	344874	2295	1810699284	1	344873	1254	1810700325	2.25338868437931	8.36606585246045	8.36606585246045	0.00382292332310585	0.377862372237046
chr6	144290828	144853034	+	UTRN	6	32327	1	562205	3918	1810480329	1	562205	3997	1810480250	0	562206	4533	1810479714	1	562205	3085	1810481162	3	562203	5817	1810478430	3	562203	4064	1810480183	4	562202	2291	1810481956	3	562203	1252	1810482995	-1.61226551871053	8.2782587883994	-8.2782587883994	0.00401225863367338	0.377862372237046
chr17	80543837	80966368	+	RPTOR	17	75223	4	422527	3915	1810620007	5	422526	3993	1810619929	2	422529	4531	1810619391	5	422526	3081	1810620841	2	422529	5818	1810618104	0	422531	4067	1810619855	0	422531	2295	1810621627	1	422530	1254	1810622668	1.52964328100502	7.98322131519672	7.98322131519672	0.00472128579435971	0.377862372237046
chr1	6784453	7769706	+	CAMTA1	1	450	2	985251	3917	1810057283	7	985246	3991	1810057209	4	985249	4529	1810056671	3	985250	3083	1810058117	1	985252	5819	1810055381	2	985251	4065	1810057135	0	985253	2295	1810058905	0	985253	1255	1810059945	1.52963906398809	7.98319503327366	7.98319503327366	0.00472135433479359	0.377862372237046
chr12	57096340	57130100	-	STAT6	12	55453	0	33760	3919	1811008774	0	33760	3998	1811008695	0	33760	4533	1811008160	0	33760	3086	1811009607	3	33757	5817	1811006876	2	33758	4065	1811008628	0	33760	2295	1811010398	0	33760	1255	1811011438	-13.059877788055	7.68462344445288	-7.68462344445288	0.00556932993681936	0.377862372237046
chr3	138186530	138245681	+	ARMC8	3	18323	0	59151	3919	1810983383	0	59151	3998	1810983304	0	59151	4533	1810982769	0	59151	3086	1810984216	2	59149	5818	1810981484	0	59151	4067	1810983235	1	59150	2294	1810985008	2	59149	1253	1810986049	-14.0598412260872	7.68458420480602	-7.68458420480602	0.00556945103396223	0.377862372237046
chrX	73943316	74004545	+	JPX	23	89988	0	61229	3919	1810981305	0	61229	3998	1810981226	0	61229	4533	1810980691	0	61229	3086	1810982138	1	61228	5819	1810979405	3	61226	4064	1810981160	0	61229	2295	1810982929	1	61228	1254	1810983970	-13.0598395681816	7.68456740595866	-7.68456740595866	0.00556950287756408	0.377862372237046
chrX	24148789	24211700	+	ZFX	23	88908	0	62911	3919	1810979623	0	62911	3998	1810979544	0	62911	4533	1810979009	0	62911	3086	1810980456	1	62910	5819	1810977723	2	62909	4065	1810979477	1	62910	2294	1810981248	1	62910	1254	1810982288	-13.0598383191945	7.68456364003941	-7.68456364003941	0.00556951449978715	0.377862372237046
chr19	3636600	3701390	-	PIP5K1C	19	77828	0	64790	3919	1810977744	0	64790	3998	1810977665	0	64790	4533	1810977130	0	64790	3086	1810978577	3	64787	5817	1810975846	2	64788	4065	1810977598	0	64790	2295	1810979368	0	64790	1255	1810980408	-13.0598369616083	7.68456358311232	-7.68456358311232	0.0055695146754734	0.377862372237046
chrX	73946554	74013945	-	FTX	23	89992	0	67391	3919	1810975143	0	67391	3998	1810975064	0	67391	4533	1810974529	0	67391	3086	1810975976	1	67390	5819	1810973243	3	67388	4064	1810974998	0	67391	2295	1810976767	1	67390	1254	1810977808	-13.0598352715144	7.68456275062636	-7.68456275062636	0.00556951724466026	0.377862372237046
chr5	121960974	122028633	+	SRFBP1	5	26322	0	67659	3919	1810974875	0	67659	3998	1810974796	0	67659	4533	1810974261	0	67659	3086	1810975708	2	67657	5818	1810972976	1	67658	4066	1810974728	1	67658	2294	1810976500	1	67658	1254	1810977540	-13.0598351101269	7.68456025468186	-7.68456025468186	0.0055695249475578	0.377862372237046
chr4	123773263	123865573	+	LINC01091	4	22726	0	92310	3919	1810950224	0	92310	3998	1810950145	0	92310	4533	1810949610	0	92310	3086	1810951057	0	92310	5820	1810948323	3	92307	4064	1810950079	2	92308	2293	1810951850	0	92310	1255	1810952888	-14.0598237553192	7.68455846991856	-7.68455846991856	0.00556953045563913	0.377862372237046
chr5	96957450	97029036	+	LNPEP	5	25989	0	71586	3919	1810970948	0	71586	3998	1810970869	0	71586	4533	1810970334	0	71586	3086	1810971781	2	71584	5818	1810969049	1	71585	4066	1810970801	1	71585	2294	1810972573	1	71585	1254	1810973613	-13.0598327775936	7.68455667723902	-7.68455667723902	0.0055695359881569	0.377862372237046
chr5	115840934	115914081	+	AP3S1	5	26234	0	73147	3919	1810969387	0	73147	3998	1810969308	0	73147	4533	1810968773	0	73147	3086	1810970220	2	73145	5818	1810967488	0	73147	4067	1810969239	2	73145	2293	1810971013	1	73146	1254	1810972052	-13.0598319179415	7.68455574719701	-7.68455574719701	0.00556953885842892	0.377862372237046
chr8	123071706	123152153	+	TBC1D31	8	40142	0	80447	3919	1810962087	0	80447	3998	1810962008	0	80447	4533	1810961473	0	80447	3086	1810962920	3	80444	5817	1810960189	1	80446	4066	1810961940	0	80447	2295	1810963711	1	80446	1254	1810964752	-13.0598283493823	7.68455067428295	-7.68455067428295	0.00556955451435393	0.377862372237046
chr7	104126340	104209013	-	ORC5	7	35752	0	82673	3919	1810959861	0	82673	3998	1810959782	0	82673	4533	1810959247	0	82673	3086	1810960694	3	82670	5817	1810957963	1	82672	4066	1810959714	0	82673	2295	1810961485	1	82672	1254	1810962526	-13.0598273864711	7.68454912607558	-7.68454912607558	0.0055695592924091	0.377862372237046
chr13	79319953	79407215	-	RBM26	13	59107	0	87262	3919	1810955272	0	87262	3998	1810955193	0	87262	4533	1810954658	0	87262	3086	1810956105	3	87259	5817	1810953374	1	87261	4066	1810955125	0	87262	2295	1810956896	1	87261	1254	1810957937	-13.059825556412	7.68454622069839	-7.68454622069839	0.00556956825895361	0.377862372237046
chr7	112819146	112940875	-	BMT2	7	35929	0	121729	3919	1810920805	0	121729	3998	1810920726	0	121729	4533	1810920191	0	121729	3086	1810921638	0	121729	5820	1810918904	1	121728	4066	1810920658	3	121726	2292	1810922432	1	121728	1254	1810923470	-14.0598162233673	7.68454582022969	-7.68454582022969	0.00556956949487708	0.377862372237046
chr6	170305757	170405642	+	FAM120B	6	32977	0	99885	3919	1810942649	0	99885	3998	1810942570	0	99885	4533	1810942035	0	99885	3086	1810943482	2	99883	5818	1810940750	2	99883	4065	1810942503	1	99884	2294	1810944274	0	99885	1255	1810945313	-13.0598213917009	7.68453986872919	-7.68453986872919	0.00556958786238537	0.377862372237046
chr9	112222244	112334625	-	PTBP3	9	42896	0	112381	3919	1810930153	0	112381	3998	1810930074	0	112381	4533	1810929539	0	112381	3086	1810930986	1	112380	5819	1810928253	1	112380	4066	1810930006	2	112379	2293	1810931779	1	112380	1254	1810932818	-13.0598181891043	7.68453601154033	-7.68453601154033	0.00556959976646654	0.377862372237046
chr10	110006983	110135565	+	ADD3	10	46995	0	128582	3919	1810913952	0	128582	3998	1810913873	0	128582	4533	1810913338	0	128582	3086	1810914785	1	128581	5819	1810912052	2	128580	4065	1810913806	1	128581	2294	1810915577	1	128581	1254	1810916617	-13.0598149637456	7.68452936410904	-7.68452936410904	0.0055696202818728	0.377862372237046
chr2	45388679	45612267	-	SRBD1	2	9722	0	223588	3919	1810818946	0	223588	3998	1810818867	0	223588	4533	1810818332	0	223588	3086	1810819779	3	223585	5817	1810817048	0	223588	4067	1810818798	2	223586	2293	1810820572	0	223588	1255	1810821610	-14.0598054566722	7.68452844081912	-7.68452844081912	0.00556962313135057	0.377862372237046
chr1	55066358	55216364	-	USP24	1	2835	0	150006	3919	1810892528	0	150006	3998	1810892449	0	150006	4533	1810891914	0	150006	3086	1810893361	2	150004	5818	1810890629	2	150004	4065	1810892382	0	150006	2295	1810894152	1	150005	1254	1810895193	-13.0598117679896	7.68452389840968	-7.68452389840968	0.00556963715025716	0.377862372237046
chr1	214357750	214552223	-	PTPN14	1	7447	0	194473	3919	1810848061	0	194473	3998	1810847982	0	194473	4533	1810847447	0	194473	3086	1810848894	0	194473	5820	1810846160	2	194471	4065	1810847915	2	194471	2293	1810849687	1	194472	1254	1810850726	-13.0598073789682	7.68451927497517	-7.68451927497517	0.00556965141926247	0.377862372237046
chr15	96127368	96328021	-	NR2F2-AS1	15	66176	0	200653	3919	1810841881	0	200653	3998	1810841802	0	200653	4533	1810841267	0	200653	3086	1810842714	1	200652	5819	1810839981	3	200650	4064	1810841736	1	200652	2294	1810843506	0	200653	1255	1810844545	-13.0598069137121	7.68451686366461	-7.68451686366461	0.00556965886114824	0.377862372237046
chr15	73051462	73305205	+	NEO1	15	65199	0	253743	3919	1810788791	0	253743	3998	1810788712	0	253743	4533	1810788177	0	253743	3086	1810789624	2	253741	5818	1810786892	2	253741	4065	1810788645	1	253742	2294	1810790416	0	253743	1255	1810791455	-13.0598039273617	7.68451210740022	-7.68451210740022	0.00556967354015658	0.377862372237046
chr13	50081170	50528534	+	DLEU1	13	58706	0	447364	3919	1810595170	0	447364	3998	1810595091	0	447364	4533	1810594556	0	447364	3086	1810596003	3	447361	5817	1810593272	2	447362	4065	1810595024	0	447364	2295	1810596794	0	447364	1255	1810597834	-13.0597988568495	7.68450381688308	-7.68450381688308	0.00556969912683747	0.377862372237046
chr6	161545111	162728764	-	PRKN	6	32738	0	1183653	3919	1809858881	0	1183653	3998	1809858802	0	1183653	4533	1809858267	0	1183653	3086	1809859714	2	1183651	5818	1809856982	1	1183652	4066	1809858734	1	1183652	2294	1809860506	1	1183652	1254	1809861546	-13.0597950189689	7.6844992536353	-7.6844992536353	0.0055697132102519	0.377862372237046
chr12	6570207	6607373	-	CHD4	12	53329	4	37162	3915	1811005372	3	37163	3995	1811005292	3	37163	4530	1811004757	3	37163	3083	1811006204	2	37164	5818	1811003469	0	37166	4067	1811005220	0	37166	2295	1811006992	0	37166	1255	1811008032	1.72741473408471	7.50023886933923	7.50023886933923	0.00616908103261904	0.377862372237046
chr17	81892554	81900104	+	ANAPC11	17	75373	2	7548	3917	1811034986	1	7549	3997	1811034906	2	7548	4531	1811034372	1	7549	3085	1811035818	0	7550	5820	1811033083	0	7550	4067	1811034836	0	7550	2295	1811036608	0	7550	1255	1811037648	12.921381523728	7.48004290298559	7.48004290298559	0.00623865851656424	0.377862372237046
chr11	67288302	67302484	+	ANKRD13D	11	50695	1	14181	3918	1811028353	2	14180	3996	1811028275	1	14181	4532	1811027739	2	14180	3084	1811029187	0	14182	5820	1811026451	0	14182	4067	1811028204	0	14182	2295	1811029976	0	14182	1255	1811031016	12.9212066869378	7.47979117976502	7.47979117976502	0.00623953076782735	0.377862372237046
chr8	144773113	144788304	-	ZNF34	8	40909	0	15191	3919	1811027343	3	15188	3995	1811027267	3	15188	4530	1811026732	0	15191	3086	1811028176	0	15191	5820	1811025442	0	15191	4067	1811027195	0	15191	2295	1811028967	0	15191	1255	1811030007	12.9211934231945	7.47977288218681	7.47977288218681	0.00623959417599107	0.377862372237046
chr6	30600412	30618243	-	PPP1R10	6	29431	2	17829	3917	1811024705	3	17828	3995	1811024627	1	17830	4532	1811024090	0	17831	3086	1811025536	0	17831	5820	1811022802	0	17831	4067	1811024555	0	17831	2295	1811026327	0	17831	1255	1811027367	12.9211659591239	7.47973278828431	7.47973278828431	0.00623973311912196	0.377862372237046
chr16	89574757	89597246	+	CPNE7	16	70355	0	22489	3919	1811020045	4	22485	3994	1811019970	1	22488	4532	1811019432	1	22488	3085	1811020879	0	22489	5820	1811018144	0	22489	4067	1811019897	0	22489	2295	1811021669	0	22489	1255	1811022709	12.9211331525868	7.47968790458981	7.47968790458981	0.00623988866475	0.377862372237046
chr19	2428165	2457959	-	LMNB2	19	77724	0	29794	3919	1811012740	0	29794	3998	1811012661	5	29789	4528	1811012131	1	29793	3085	1811013574	0	29794	5820	1811010839	0	29794	4067	1811012592	0	29794	2295	1811014364	0	29794	1255	1811015404	13.9211023950671	7.47965781902894	7.47965781902894	0.00623999292927069	0.377862372237046
