testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	time	group	V4	interaction	testStat	signedTestStat	pvalue	adjpvalue
25787	chr17	44752720	51003720	+	WIN-L05-C17-W08	17	-8.474225092833	0.272561102159486	-0.26044188995793	0.52492465926891	-0.642170488541117	97.9518182114953	-97.9518182114953	0	0
21208	chr13	7181164	107182164	+	WIN-L01-C13-W1	13	-8.47535752559349	0.27018563911246	-0.253814073794317	0.271497905982335	-0.367041510595818	91.9711317813526	-91.9711317813526	0	0
11163	chr6	34620739	36184239	+	WIN-L07-C06-W023	6	-8.47386869536717	0.269480461246711	-0.257351480962633	0.724258511684137	-0.556967373354519	91.2242865510925	-91.2242865510925	0	0
25628	chr17	29127720	54128720	+	WIN-L03-C17-W2	17	-8.47550090455288	0.271717570266554	-0.256654430382532	0.326158075184815	-0.388694624615011	88.0639225874693	-88.0639225874693	0	0
25835	chr17	49440220	52566220	+	WIN-L06-C17-W16	17	-8.47353552170733	0.272390893371559	-0.261754163813171	0.594986124990816	-0.656030100135528	86.9275533652326	-86.9275533652326	0	0
11107	chr6	29151989	41652989	+	WIN-L04-C06-W03	6	-8.47481380460971	0.270071656710092	-0.256285124856348	0.362453571300428	-0.37363760103043	86.5400716885015	-86.5400716885015	0	0
29427	chrX	21574134	21965759	+	WIN-L09-CX-W056	23	-8.47192471306951	0.271196387753242	-0.261612854237042	1.19620373618855	-1.22380972837381	86.3246308380112	-86.3246308380112	0	0
26998	chr19	1182808	7433808	+	WIN-L05-C19-W1	19	-8.47478219843116	0.271400699140528	-0.258376865453575	0.403073407548965	-0.435712714961341	86.2599403966815	-86.2599403966815	0	0
11043	chr6	22901989	47902989	+	WIN-L03-C06-W1	6	-8.4753998200219	0.270107723165505	-0.255427053048549	0.315777024607854	-0.331564475356966	84.091922434629	-84.091922434629	0	0
5328	chr3	31568654	32350904	+	WIN-L08-C03-W041	3	-8.47230922821412	0.271642583961802	-0.261988729327902	1.10478601326669	-1.34069192627046	83.2220664310044	-83.2220664310044	0	0
30752	chrX	151456947	154582947	+	WIN-L06-CX-W49	23	-8.47264593281658	0.272218360526251	-0.262531359695622	0.684067443534467	-0.772376624574099	81.4946318451766	-81.4946318451766	0	0
5330	chr3	31763966	32155591	+	WIN-L09-C03-W082	3	-8.47206336301647	0.271554575043863	-0.262103310428353	1.15710527369325	-1.41937923763337	81.2683645199431	-81.2683645199431	0	0
21336	chr13	19681164	44682164	+	WIN-L03-C13-W1	13	-8.47352100083712	0.270902582920296	-0.258513109395884	0.413534853403138	-0.539956914501223	78.9486278344994	-78.9486278344994	0	0
29365	chrX	15519447	40520447	+	WIN-L03-CX-W1	23	-8.47330344821627	0.270216171205996	-0.257830871990984	0.473420430168431	-0.595418964420565	78.7818448043799	-78.7818448043799	0	0
25500	chr17	16627720	66628720	+	WIN-L02-C17-W1	17	-8.47610268141089	0.270987460493303	-0.255107335115835	0.259625515987795	-0.291648270525648	74.0330183565602	-74.0330183565602	0	0
21390	chr13	24954601	25346226	+	WIN-L09-C13-W064	13	-8.47197020477834	0.271683482396214	-0.26256171141319	1.13318572209986	-1.02909785284792	73.0723195726823	-73.0723195726823	0	0
5124	chr3	11646779	36647779	+	WIN-L03-C03-W1	3	-8.47376086752361	0.271994267916812	-0.259755329235411	0.355175228024202	-0.483485007743183	72.8088456662008	-72.8088456662008	0	0
21392	chr13	25149914	26713414	+	WIN-L07-C13-W17	13	-8.47234857623826	0.27183110070785	-0.262441992141483	1.0729798334551	-1.01571839321631	71.283007692331	-71.283007692331	0	0
5316	chr3	30396779	42897779	+	WIN-L04-C03-W03	3	-8.47308612161954	0.272168623258442	-0.26166835169153	0.491852355144416	-0.587630774691986	69.6194622939875	-69.6194622939875	1.11022302462516e-16	5.25953549718476e-14
29413	chrX	20206947	23332947	+	WIN-L06-CX-W07	23	-8.47203517831436	0.271277437594643	-0.26160365115017	0.979308068409773	-1.07375812094888	68.9366288532656	-68.9366288532656	1.11022302462516e-16	5.25953549718476e-14
10915	chr6	10401989	60402989	+	WIN-L02-C06-W1	6	-8.47554589645682	0.270591524114066	-0.255587990504525	0.248370031431329	-0.272460455410889	66.2265648524699	-66.2265648524699	4.44089209850063e-16	2.04987024505662e-13
30777	chrX	153996009	154387634	+	WIN-L09-CX-W395	23	-8.47208017261914	0.273197914604526	-0.265003994065133	0.817878464356038	-0.924930717920689	65.0553902306529	-65.0553902306529	7.7715611723761e-16	3.49759110562786e-13
30776	chrX	153898159	154094471	+	WIN-L10-CX-W788	23	-8.4720777978032	0.273172612175987	-0.265010523376252	0.822391915471048	-0.917467282081173	63.3847627870782	-63.3847627870782	1.66533453693773e-15	7.31203715462271e-13
21272	chr13	13431164	25932164	+	WIN-L04-C13-W2	13	-8.47233345139036	0.271828659261764	-0.26229258381554	0.66053424479046	-0.705325152197141	63.1462993970563	-63.1462993970563	1.88737914186277e-15	8.08966650281274e-13
27000	chr19	1378120	1769745	+	WIN-L09-C19-W004	19	-8.47213851528171	0.273104340142869	-0.264761795408478	0.804974162604522	-0.98601480387838	63.1176374074639	-63.1176374074639	1.99840144432528e-15	8.17618700016903e-13
29237	chrX	3019447	53020447	+	WIN-L02-CX-W1	23	-8.47400954885413	0.270404842010652	-0.257203922710202	0.318020845039682	-0.381522395847248	63.1045503924506	-63.1045503924506	1.99840144432528e-15	8.17618700016903e-13
25819	chr17	47877720	60378720	+	WIN-L04-C17-W4	17	-8.47408597372583	0.272386505387665	-0.260910909673869	0.402199379275232	-0.456191336429732	62.4125932893403	-62.4125932893403	2.77555756156289e-15	1.110346382739e-12
11171	chr6	35401989	135402989	+	WIN-L01-C06-W1	6	-8.47578882585284	0.270306799420455	-0.253982336850644	0.201395785373679	-0.237135323147021	62.3657333181946	-62.3657333181946	2.88657986402541e-15	1.12965675461273e-12
30775	chrX	153800697	155364197	+	WIN-L07-CX-W99	23	-8.4723868912572	0.273329247965001	-0.264861044080782	0.742691288527865	-0.817382629347696	62.2825193441895	-62.2825193441895	2.99760216648792e-15	1.14814540853437e-12
5084	chr3	7740529	9304029	+	WIN-L07-C03-W005	3	-8.47193110299813	0.272506136862071	-0.263977525613593	0.969278252481459	-1.21856991035815	60.428801571361	-60.428801571361	7.66053886991358e-15	2.87302126533717e-12
25843	chr17	50221470	51784970	+	WIN-L07-C17-W33	17	-8.47306662390129	0.272321176127717	-0.26282379315464	0.712614338937541	-0.652434729449852	60.1282933661278	-60.1282933661278	8.88178419700125e-15	3.26305875743707e-12
5088	chr3	8131154	8913404	+	WIN-L08-C03-W011	3	-8.47172786439277	0.272498405038189	-0.264195664749163	1.01387861260832	-1.26781486520892	58.9784044940643	-58.9784044940643	1.59872115546023e-14	5.64317220403823e-12
5094	chr3	8717091	9108716	+	WIN-L09-C03-W023	3	-8.47172786439277	0.272498405038189	-0.264195664749163	1.01387861260832	-1.26781486520892	58.9784044940643	-58.9784044940643	1.59872115546023e-14	5.64317220403823e-12
25849	chr17	50807407	51199032	+	WIN-L09-C17-W131	17	-8.47201171092182	0.271976482913869	-0.263330534183028	0.849908677213151	-0.695711888790154	58.5824475924164	-58.5824475924164	1.95399252334028e-14	6.76457180868685e-12
5332	chr3	31959279	35085279	+	WIN-L06-C03-W11	3	-8.47242589566148	0.27177680279511	-0.261985339879117	0.667248261018819	-0.800779766628493	57.5334723275664	-57.5334723275664	3.31956684362922e-14	1.12752532677383e-11
5892	chr3	86646779	111647779	+	WIN-L03-C03-W4	3	-8.47394938177081	0.272439382007143	-0.261517939679491	0.443863327220084	-0.496580133385271	57.1564573826181	-57.1564573826181	4.03010957938932e-14	1.33726080713876e-11
15483	chr8	128818318	141319318	+	WIN-L04-C08-W11	8	-8.47281261334139	0.272001146690994	-0.261844531557601	0.499692930523849	-0.644574043127621	57.1289928982114	-57.1289928982114	4.08562073062058e-14	1.33726080713876e-11
5076	chr3	6959279	10085279	+	WIN-L06-C03-W03	3	-8.47228255589398	0.272618724837655	-0.263726514453485	0.767556068472001	-0.983599091272793	57.0746351571106	-57.0746351571106	4.19664303308309e-14	1.34907085502789e-11
9762	chr5	78268129	103269129	+	WIN-L03-C05-W4	5	-8.47332044143956	0.272373148557428	-0.261208956277074	0.32708759632904	-0.431938386866613	53.8178951843511	-53.8178951843511	2.19935181178244e-13	6.946093213282e-11
21368	chr13	22806164	29057164	+	WIN-L05-C13-W04	13	-8.47255044653782	0.271195843209517	-0.260888203649067	0.674695217915436	-0.747004369846838	51.4826662993583	-51.4826662993583	7.22311099821127e-13	2.21847207271253e-10
20271	chr12	47886654	60387654	+	WIN-L04-C12-W4	12	-8.47406333092893	0.273078024836867	-0.260542710147851	0.250846285020027	-0.360601161530195	51.4698689194229	-51.4698689194229	7.27085058827015e-13	2.21847207271253e-10
26997	chr19	1085224	1281536	+	WIN-L10-C19-W006	19	-8.47241083439317	0.273239366803068	-0.264591107294962	0.59602470427077	-0.694542968448977	50.2389439101171	-50.2389439101171	1.3612444504929e-12	4.08418709962888e-10
18988	chr11	56604811	59730811	+	WIN-L06-C11-W19	11	-8.47216512223419	0.27314749744008	-0.264886170494897	0.748894249983685	-0.920220761567271	48.6518468239447	-48.6518468239447	3.05677705370044e-12	9.02100008536318e-10
25847	chr17	50612095	51394345	+	WIN-L08-C17-W065	17	-8.47255097337329	0.272176744726288	-0.263153049983185	0.773534023169286	-0.636535258662041	48.5447964033047	-48.5447964033047	3.22830651100503e-12	9.37354416308267e-10
29429	chrX	21769447	34270447	+	WIN-L04-CX-W02	23	-8.4728267072218	0.271405498484459	-0.260801518515877	0.513553200316363	-0.700941937223321	48.0722090526651	-48.0722090526651	4.108047235718e-12	1.17385819583167e-09
26999	chr19	1280536	1476848	+	WIN-L10-C19-W007	19	-8.47248114611831	0.273101342070121	-0.264698123557194	0.737775163663037	-0.727300768902939	47.8535829865759	-47.8535829865759	4.59265958596689e-12	1.28742100740781e-09
25811	chr17	47096470	48659970	+	WIN-L07-C17-W31	17	-8.47219087490793	0.273205018038383	-0.264772023406847	0.639119944837754	-0.807308754355153	47.8298750710965	-47.8298750710965	4.64850380410553e-12	1.28742100740781e-09
25803	chr17	46315220	49441220	+	WIN-L06-C17-W15	17	-8.47241001396095	0.273287723534606	-0.264666350126292	0.596528914931825	-0.723385803094643	46.9156156250829	-46.9156156250829	7.41096073397785e-12	2.02139568383438e-09
24437	chr16	2199422	3762922	+	WIN-L07-C16-W02	16	-8.47244345900123	0.273325119632125	-0.264835478568294	0.567981775738559	-0.601798884567658	46.4210227624681	-46.4210227624681	9.53870316067196e-12	2.56292140743905e-09
30771	chrX	153410072	154192322	+	WIN-L08-CX-W197	23	-8.47209009085925	0.273134655199589	-0.264943141717243	0.634823214363574	-0.699932108576905	45.4605492531555	-45.4605492531555	1.55744306340466e-11	4.12310147461922e-09
29397	chrX	18644447	24895447	+	WIN-L05-CX-W03	23	-8.47253459189057	0.269854275353776	-0.258356512596341	0.706205077115477	-0.835915123359882	45.0243669785414	-45.0243669785414	1.94597671310248e-11	5.07702504192332e-09
25807	chr17	46705845	47488095	+	WIN-L08-C17-W060	17	-8.47195918341371	0.273058865616294	-0.26495735871921	0.840885669666826	-1.06609689898186	44.9759210253505	-44.9759210253505	1.99472660611377e-11	5.12986690903716e-09
26996	chr19	987495	1379120	+	WIN-L09-C19-W003	19	-8.47272431056923	0.273314990824159	-0.264477336203817	0.531084605455308	-0.583648555542018	44.238093966178	-44.238093966178	2.90767410149329e-11	7.37238720775804e-09
9634	chr5	65768129	115769129	+	WIN-L02-C05-W2	5	-8.4738176735592	0.272462176992084	-0.260406268305564	0.237388898558358	-0.31781734762867	44.0733072614348	-44.0733072614348	3.16304760161756e-11	7.90849762837769e-09
25344	chr17	1393345	2175595	+	WIN-L08-C17-W002	17	-8.47225270294734	0.273452001343435	-0.26510767779693	0.572629438170836	-0.71835265644883	44.0132263296873	-44.0132263296873	3.26164650843452e-11	8.04330964997785e-09
25850	chr17	50905040	51101352	+	WIN-L10-C17-W261	17	-8.4719994799832	0.271963989426922	-0.263324914854229	0.849916597057301	-0.633157202554218	43.1005559826008	-43.1005559826008	5.19975174029241e-11	1.26494501119924e-08
10770	chr5	177096254	177878504	+	WIN-L08-C05-W227	5	-8.4725106197016	0.272336730640003	-0.262887123722969	0.463720342265395	-0.540481402539756	42.6907422904806	-42.6907422904806	6.41150466051954e-11	1.5389320919823e-08
25813	chr17	47291782	47683407	+	WIN-L09-C17-W122	17	-8.47170776003247	0.272934463865101	-0.265024986985096	0.910299499150017	-1.0243666263173	42.5018088631587	-42.5018088631587	7.06168457043077e-11	1.67269007416967e-08
19004	chr11	58167311	64418311	+	WIN-L05-C11-W10	11	-8.47261927939526	0.27314623916938	-0.264266448627368	0.463014974971157	-0.507047952012667	40.8424408849387	-40.8424408849387	1.6501033872629e-10	3.85781313993594e-08
20303	chr12	51011654	57262654	+	WIN-L05-C12-W09	12	-8.47308556164468	0.272981020600985	-0.262590660125118	0.284580681588806	-0.421263973754701	40.7549250720622	-40.7549250720622	1.72567959921821e-10	3.98278001860593e-08
9378	chr5	40768129	140769129	+	WIN-L01-C05-W1	5	-8.47492139155406	0.2723197903352	-0.25771280560418	0.156791702555188	-0.21591971931042	40.6028895915442	-40.6028895915442	1.86530568768717e-10	4.25053582148663e-08
5060	chr3	5396779	17897779	+	WIN-L04-C03-W01	3	-8.47264101502423	0.272421858671965	-0.262680798406156	0.366015219391181	-0.461540903588175	39.615793750505	-39.615793750505	3.09172798473867e-10	6.95716089765819e-08
20327	chr12	53355404	54918904	+	WIN-L07-C12-W35	12	-8.47260674263072	0.272571891714958	-0.263198248962569	0.438957438013978	-0.555642519250607	39.1372268746673	-39.1372268746673	3.95039334577518e-10	8.7796272852648e-08
10766	chr5	176705629	179831629	+	WIN-L06-C05-W57	5	-8.47263433780472	0.272426642055925	-0.262841895832304	0.378804695952109	-0.432479671036555	38.9571262237332	-38.9571262237332	4.33216018613791e-10	9.47402257967496e-08
25332	chr17	221470	1784970	+	WIN-L07-C17-W01	17	-8.47215448815443	0.273653366395725	-0.265627655730752	0.624500050731162	-0.780659423862394	38.9370049734062	-38.9370049734062	4.37704317235443e-10	9.47402257967496e-08
5444	chr3	42896779	55397779	+	WIN-L04-C03-W04	3	-8.47377280248189	0.273288797212033	-0.261573509903034	0.238770311588185	-0.313048556348961	38.9176217087188	-38.9176217087188	4.42071934614319e-10	9.47402257967496e-08
20319	chr12	52574154	55700154	+	WIN-L06-C12-W17	12	-8.47273249894843	0.27267264892555	-0.263122791482229	0.378328952042793	-0.511169828388327	37.1638463347881	-37.1638463347881	1.08608810833744e-09	2.30020683838712e-07
12586	chr7	3890736	5454236	+	WIN-L07-C07-W003	7	-8.4717402431624	0.273249540307778	-0.265476142131759	0.636610427340142	-0.880465302506293	36.8476144383385	-36.8476144383385	1.27732291410609e-09	2.67376361624859e-07
15292	chr8	110068318	135069318	+	WIN-L03-C08-W5	8	-8.47304252098464	0.272497748152516	-0.261926023902503	0.247301050633439	-0.338998494735389	35.9373794754865	-35.9373794754865	2.03761918449175e-09	4.21623224818625e-07
10758	chr5	175924379	177487879	+	WIN-L07-C05-W113	5	-8.4724768030531	0.27286241839487	-0.263775603859646	0.406266932563906	-0.504659840337116	35.80730933624	-35.80730933624	2.17829132509451e-09	4.45609095844901e-07
5764	chr3	74146779	124147779	+	WIN-L02-C03-W2	3	-8.4737500069199	0.272861094027738	-0.261883650054865	0.251955952297846	-0.325956768002893	35.3892909571659	-35.3892909571659	2.69967159738371e-09	5.46061664001142e-07
10772	chr5	177291566	177683191	+	WIN-L09-C05-W454	5	-8.47204570836255	0.272852698634813	-0.264607652940794	0.575510809013607	-0.586190912924934	35.0097521302741	-35.0097521302741	3.28058180620872e-09	6.56189263059659e-07
20207	chr12	41636654	91637654	+	WIN-L02-C12-W1	12	-8.47425925072967	0.273434744762969	-0.259946883518429	0.134731917413856	-0.220023403283923	33.8667749026427	-33.8667749026427	5.90180193604795e-09	1.16751910387621e-06
5508	chr3	49146779	149147779	+	WIN-L01-C03-W1	3	-8.47484762535999	0.272842158282618	-0.25881662774078	0.136399754830224	-0.194378167657286	33.0321619550741	-33.0321619550741	9.06468999861687e-09	1.77372336255544e-06
19017	chr11	59436863	59633175	+	WIN-L10-C11-W305	11	-8.47172883220685	0.272914522417138	-0.265061521219213	0.918536031783704	-0.950191139848458	32.6007726853677	-32.6007726853677	1.13169749127451e-08	2.19062561698104e-06
25851	chr17	51002720	57253720	+	WIN-L05-C17-W09	17	-8.4721231776942	0.273048628562916	-0.26513438494236	0.600283492772829	-0.543919411049241	32.3139750165574	-32.3139750165574	1.31166570938035e-08	2.51197937236862e-06
27102	chr19	11339058	12902558	+	WIN-L07-C19-W08	19	-8.47186247568195	0.273507895258383	-0.265896351095853	0.696235195327165	-0.832884926429888	32.2551812276615	-32.2551812276615	1.35196093209444e-08	2.56189481048044e-06
27590	chr20	1361708	2143958	+	WIN-L08-C20-W02	20	-8.47192852304581	0.273773793884127	-0.266594944039798	1.26621617716976	-1.07171572013639	31.9639391339879	-31.9639391339879	1.57061285088744e-08	2.94522630642456e-06
15515	chr8	131943318	138194318	+	WIN-L05-C08-W22	8	-8.47236669783282	0.271707844820447	-0.262025706198987	0.542403536189287	-0.667214813846568	31.4639970209282	-31.4639970209282	2.03172711987776e-08	3.77063418680818e-06
25346	chr17	1588657	1980282	+	WIN-L09-C17-W005	17	-8.47181887938394	0.273682372972022	-0.266251624869608	0.677535740751436	-0.768029321795832	31.353607338544	-31.353607338544	2.15058745256513e-08	3.95049748174261e-06
9770	chr5	79049379	80612879	+	WIN-L07-C05-W051	5	-8.47167333922752	0.273482503631842	-0.266192420312292	0.69357864836584	-0.698546432628722	31.0761476390871	-31.0761476390871	2.48101498234732e-08	4.51143754668853e-06
17933	chr10	86428961	87992461	+	WIN-L07-C10-W56	10	-8.47216106850902	0.273086174574326	-0.264847250877059	0.591983354476496	-0.660872943629516	31.0291933719527	-31.0291933719527	2.54176474312473e-08	4.57568489057314e-06
27019	chr19	3233656	3429968	+	WIN-L10-C19-W017	19	-8.47198562929003	0.273180458644871	-0.265251816159884	0.76051402408519	-0.847908896104165	30.9304820469661	-30.9304820469661	2.67438146073218e-08	4.76675396595056e-06
10773	chr5	177389001	177585313	+	WIN-L10-C05-W909	5	-8.47197809808143	0.272803245863415	-0.264685512955108	0.59827527090158	-0.567506348777301	30.9068381853904	-30.9068381853904	2.70716222772194e-08	4.77787592386768e-06
12578	chr7	3109486	6235486	+	WIN-L06-C07-W01	7	-8.47218457862409	0.273356500062936	-0.265074037595158	0.469319946544774	-0.586151467064082	30.7847077756414	-30.7847077756414	2.88300867623548e-08	5.03882739704767e-06
25692	chr17	35377720	47878720	+	WIN-L04-C17-W3	17	-8.47311478673547	0.273293320119489	-0.263020175482437	0.252050812868522	-0.316643150628982	30.5555815105108	-30.5555815105108	3.24437149368251e-08	5.61588227204543e-06
9937	chr5	95455629	98581629	+	WIN-L06-C05-W31	5	-8.47221833764501	0.273500219057402	-0.265074184910941	0.395585611712413	-0.571514153876891	30.2972699381753	-30.2972699381753	3.70647226244358e-08	6.35465844461994e-06
10750	chr5	175143129	181394129	+	WIN-L05-C05-W29	5	-8.47280653726112	0.272324085978101	-0.262791368081498	0.322561328260906	-0.330259626277713	30.1418858061115	-30.1418858061115	4.01563802210347e-08	6.81976562961384e-06
21512	chr13	36868664	39994664	+	WIN-L06-C13-W12	13	-8.47182463647446	0.273516191627992	-0.266018045767955	0.683603532529086	-0.735646659486017	29.9997151092939	-29.9997151092939	4.3210978684094e-08	7.2699442829071e-06
21516	chr13	37259289	38041539	+	WIN-L08-C13-W048	13	-8.47162238554184	0.273427601124615	-0.266106301554962	0.71778527478333	-0.747258351593743	29.9174008624686	-29.9174008624686	4.50848476329924e-08	7.51497617675119e-06
27594	chr20	1752333	3315833	+	WIN-L07-C20-W02	20	-8.47227253061099	0.273935074345212	-0.266369845954319	1.1158377474794	-1.33127461330497	29.8841549252902	-29.8841549252902	4.58645723622198e-08	7.55662234902028e-06
8640	chr4	157996902	158779152	+	WIN-L08-C04-W203	4	-8.47187884643736	0.273548009617274	-0.265967774744294	0.689949684775463	-0.936762451409237	29.8711086367475	-29.8711086367475	4.61742283297539e-08	7.55662234902028e-06
24445	chr16	2980672	6106672	+	WIN-L06-C16-W01	16	-8.47194008758589	0.273195627814173	-0.265213366843053	0.535863545450404	-0.609188154126094	29.7717546678468	-29.7717546678468	4.86021644041657e-08	7.88230778021432e-06
17947	chr10	87796148	88187773	+	WIN-L09-C10-W225	10	-8.47191042033524	0.273053807184462	-0.265197588703158	0.832150249686914	-0.775640896512903	29.6613073087574	-29.6613073087574	5.14516254046527e-08	8.26993000477283e-06
4593	chr2	201173889	201956139	+	WIN-L08-C02-W258	2	-8.47182883307726	0.273732967265396	-0.266257435693881	0.620960333993122	-0.7928714505133	29.404811537941	-29.404811537941	5.87316432154594e-08	9.35652248818319e-06
25347	chr17	1686416	1882728	+	WIN-L10-C17-W009	17	-8.47180166177897	0.273664821354998	-0.266289447063872	0.67754615746591	-0.76006818181601	28.5437716099041	-28.5437716099041	9.16040189258283e-08	1.44653995500242e-05
15523	chr8	132724568	134288068	+	WIN-L07-C08-W85	8	-8.47169338916966	0.273327711045411	-0.265757881131582	0.608567469345604	-0.770609640004547	28.208489375691	-28.208489375691	1.08925767516865e-07	1.70511449290314e-05
18844	chr11	42542311	92543311	+	WIN-L02-C11-W1	11	-8.4743497849697	0.272771160405387	-0.260924591707961	0.183480062733949	-0.209266339275454	28.1147051391636	-28.1147051391636	1.14333819856149e-07	1.77434260780207e-05
12562	chr7	1546986	7797986	+	WIN-L05-C07-W01	7	-8.47232690212142	0.273483874013325	-0.264535414162389	0.291087798075738	-0.4462769657711	27.9186352897304	-27.9186352897304	1.26525314780857e-07	1.94675958691024e-05
14098	chr7	151937611	152719861	+	WIN-L08-C07-W195	7	-8.47193597786493	0.273566798628677	-0.265857522076349	0.539456620041231	-0.788982049603896	27.3404045502502	-27.3404045502502	1.70608945748718e-07	2.60279850963426e-05
9961	chr5	97799379	99362879	+	WIN-L07-C05-W063	5	-8.4718152318383	0.273820545309529	-0.266246196619094	0.490967316395766	-0.737901635422811	27.2791405500284	-27.2791405500284	1.76100975801674e-07	2.65497592127702e-05
10528	chr5	153268129	178269129	+	WIN-L03-C05-W7	5	-8.47305012805742	0.271594982751936	-0.261416123896331	0.246599546536495	-0.238484340536104	27.2695269502219	-27.2695269502219	1.76978730448418e-07	2.65497592127702e-05
29381	chrX	17081947	20207947	+	WIN-L06-CX-W06	23	-8.47159118446651	0.272899644221611	-0.265112321446575	0.622202302922083	-0.6931395873436	27.2224188077198	-27.2224188077198	1.81343666305622e-07	2.69797411639158e-05
9730	chr5	75143129	81394129	+	WIN-L05-C05-W13	5	-8.47189338806261	0.273670788965655	-0.265952550990668	0.475402011251463	-0.579413969403299	27.1765695068243	-27.1765695068243	1.85695552268328e-07	2.74007486224134e-05
25340	chr17	1002720	7253720	+	WIN-L05-C17-W01	17	-8.47282086041467	0.273414115226516	-0.264252729774654	0.305859021622917	-0.355043669796443	26.7222436959892	-26.7222436959892	2.34901779694319e-07	3.43796897403018e-05
27006	chr19	1964058	3527558	+	WIN-L07-C19-W02	19	-8.47221158994954	0.272942838026819	-0.264533056306835	0.359092301479867	-0.370900875870896	26.6936215147362	-26.6936215147362	2.38407221631043e-07	3.46113451919519e-05
18972	chr11	55042311	80043311	+	WIN-L03-C11-W3	11	-8.47385561984191	0.273298902195618	-0.262162470245656	0.198037993429786	-0.234047720571624	26.1373191369603	-26.1373191369603	3.17978496755522e-07	4.57939911887433e-05
20079	chr12	29136654	54137654	+	WIN-L03-C12-W2	12	-8.47312335439441	0.274107418943252	-0.262771408147797	0.136720066550753	-0.27823135493729	25.8258210761705	-25.8258210761705	3.73656166452463e-07	5.31150804678694e-05
9921	chr5	93893129	100144129	+	WIN-L05-C05-W16	5	-8.47209290347504	0.273538646357247	-0.265144738275764	0.3157887904813	-0.498319930715693	25.8203604992596	-25.8203604992596	3.74714766104844e-07	5.31150804678694e-05
