testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	typeHSPC	typeMacr	typeNeut	typeNK	typeT	time	interaction	testStat	signedTestStat	pvalue	adjpvalue
3071	chr6	32948081	32948082	+	HLA-DMB)6|32948081+(HLA-DMA	6	-8.75852275514856	2.14153460170777	1.14487038534778	1.02510641699775	0.841791923686149	0.149304019060538	0.28843641862627	0.840044447273987	3162.36264715157	3162.36264715157	0	0
8624	chr18	9202415	9202416	+	[ANKRD12|18|9202415+]	18	-8.75837530534708	2.16715830012603	1.14430048181922	1.02514707755883	0.841753168016318	0.149063658524554	0.288400989108574	0.863595467343126	3050.75659580156	3050.75659580156	0	0
4277	chr9	129934496	129934497	+	(FNBP1|9|129934496+)	9	-8.75889358665256	2.14104291689897	1.14491088647128	1.02557589145618	0.842143566542303	0.149519692259228	0.288616693651678	0.810519600151086	2836.32113033813	2836.32113033813	0	0
4280	chr9	129946344	129946345	-	[FNBP1|9|129946344-]	9	-8.75844361569824	2.15556022655696	1.14462792045243	1.02442561741184	0.845248970038197	0.148132020066966	0.288895734357394	0.884188919240416	2802.89671659586	2802.89671659586	0	0
6142	chr12	121585315	121585316	-	(KDM2B-DT|12|121585315-)	12	-8.75899489927524	2.14905248795747	1.14422444959838	1.02592331574009	0.842417087326119	0.149710657325164	0.288573012924673	0.806677746231988	2753.80582497479	2753.80582497479	0	0
5475	chr11	128227054	128227055	-	(LINC02098|11|128227054-)	11	-8.75891258869483	2.14646893930831	1.14498733520972	1.02638967142112	0.842646449710444	0.149411935516355	0.288599702654374	0.778712040621934	2666.07886429457	2666.07886429457	0	0
10078	chr22	40563009	40563010	-	[MRTFA|22|40563009-]	22	-8.75878286382506	2.14872446839258	1.14457206313608	1.02575719535294	0.842148105127017	0.149275653386753	0.288694528802878	0.809858698782688	2663.13259463711	2663.13259463711	0	0
7257	chr16	30463861	30463862	+	SEPHS2)16|30463861+[ITGAL	16	-8.75869954710678	2.15075537305173	1.14480937112764	1.02582841789342	0.84095495172664	0.149349485008796	0.288661330195309	0.777701881723857	2524.99053380033	2524.99053380033	0	0
2904	chr6	32183010	32183011	-	[AGER|6|32183010-]	6	-8.75894408583344	2.14629172865398	1.14431143629703	1.02634475363164	0.842836316371252	0.149521081407869	0.288685169023393	0.752163968476874	2400.51416155137	2400.51416155137	0	0
8789	chr19	3152269	3152270	+	[GNA15|19|3152269+]	19	-8.75915611762095	2.15110784008451	1.14496174885688	1.02622059909427	0.842450483333244	0.149521304655605	0.288862722916025	0.776182135669186	2319.81522890297	2319.81522890297	0	0
7025	chr16	1522223	1522224	+	(IFT140|16|1522223+)	16	-8.75919567219979	2.1347903243464	1.14451695112135	1.02649266531923	0.842718213382494	0.149459272282727	0.288991086632813	0.749042057543646	2233.8761799389	2233.8761799389	0	0
8312	chr17	75530165	75530166	+	[LLGL2|17|75530165+]	17	-8.75880818491184	2.15212178586601	1.14519257321918	1.02574362026669	0.842404331391286	0.148766058347875	0.288966954378374	0.744450093884805	2188.52336288011	2188.52336288011	0	0
6280	chr13	67013176	67013177	-	[PCDH9|13|67013176-]	13	-8.75898324610629	2.14975358037194	1.14506469815851	1.02593142257873	0.841968566791282	0.148946864014264	0.289094128388078	0.770725039944137	2157.85685269698	2157.85685269698	0	0
899	chr1	198656237	198656238	-	(PTPRC|1|198656237-)	1	-8.75900483233322	2.1578051765362	1.14449508753726	1.02554344596451	0.84214322145094	0.149046914621733	0.28907106212077	0.767004438302388	2073.49868946197	2073.49868946197	0	0
5005	chr11	65439040	65439041	-	(NEAT1|11|65439040-)	11	-8.75895909728703	2.15531943094772	1.14521097176406	1.02676578920658	0.843205048008162	0.14916917531211	0.288887238128114	0.698122620521517	1947.72564503527	1947.72564503527	0	0
9441	chr19	49484487	49484488	+	[FLT3LG|19|49484487+]	19	-8.75908986621477	2.15062688837462	1.14453997674199	1.02560953543146	0.842247085131882	0.148863016784289	0.289275348509	0.73722260215144	1880.5388273485	1880.5388273485	0	0
9867	chr21	46507356	46507357	+	[DIP2A|21|46507356+]	21	-8.7591158563521	2.14784286763522	1.14535837066888	1.02693069575323	0.842400718748641	0.149444273526598	0.289103943811251	0.743987315386788	1854.93274330907	1854.93274330907	0	0
1779	chr3	52310299	52310300	+	MIR135A1)3|52310299+[DNAH1	3	-8.75914368332868	2.15288588354573	1.14502640361461	1.02580677575456	0.842296782237422	0.148918401781098	0.289312120443973	0.728433522307161	1765.50582041638	1765.50582041638	0	0
2809	chr6	31349845	31349846	+	(HLA-B|6|31349845+)	6	-8.75925894124121	2.15382284508554	1.14490921382163	1.02597817590344	0.842372616431439	0.148965199480658	0.289417681183789	0.702256346670265	1570.99007464224	1570.99007464224	0	0
9187	chr19	37990107	37990108	+	[SIPA1L3|19|37990107+]	19	-8.75898940183382	2.16520856578692	1.14477136502728	1.02556813041406	0.842145756316964	0.148961068013454	0.289032037583583	0.582881152418497	1491.25107940077	1491.25107940077	0	0
6146	chr12	121669730	121669731	+	MORN3)12|121669730+[TMEM120B	12	-8.75927943510968	2.16318230883544	1.14473380855864	1.02653868860309	0.842293084369221	0.148811092180319	0.289516276495301	0.702600951153144	1400.00068930606	1400.00068930606	0	0
9359	chr19	48246351	48246352	+	(CARD8|19|48246351+)	19	-8.75935336069383	2.15927638252001	1.14480414299306	1.02620788375305	0.842661511539009	0.148980818002758	0.289502894750056	0.681678518435896	1374.03192608291	1374.03192608291	0	0
1498	chr2	234887813	234887814	+	LINC01173]2|234887813+[SH3BP4	2	-8.75929902261366	2.15307575538851	1.14464248703168	1.02715605685922	0.84330822716334	0.148915754779579	0.289429755348863	0.598149098358072	1249.65989076416	1249.65989076416	0	0
2770	chr6	30512690	30512691	-	HLA-E)6|30512690-(LINC02569	6	-8.75945623343689	2.15548064837773	1.14489571388475	1.02619274866078	0.842459259052547	0.148762382453539	0.289756552656934	0.645637182178768	1148.74854705413	1148.74854705413	0	0
8473	chr17	78777614	78777615	+	(CYTH1|17|78777614+)	17	-8.75940712669509	2.15201441501645	1.14461813879672	1.02635516044447	0.842641151362534	0.148765960607583	0.289757280559538	0.630490304051553	1109.97268327861	1109.97268327861	0	0
898	chr1	198650483	198650484	-	(PTPRC|1|198650483-)	1	-8.75938922637048	2.15621505379849	1.14465611920925	1.02660971670308	0.842636484656872	0.148764859716484	0.289741191555926	0.634133905720034	1082.63425313169	1082.63425313169	0	0
5844	chr12	53604138	53604139	-	[ATF7-NPFF,ATF7|12|53604138-]	12	-8.75956161719493	2.15200093910497	1.14393913671776	1.02658758633908	0.842992785917816	0.149001521650172	0.289756595121556	0.610274674500675	1044.04340970167	1044.04340970167	0	0
2887	chr6	31802790	31802791	+	(LSM2|6|31802790+)	6	-8.75952104497382	2.16445276357918	1.14492724602749	1.0264409816457	0.842637747225354	0.14882816003176	0.289765155395004	0.642376679099874	1041.93503842014	1041.93503842014	0	0
5175	chr11	67271361	67271362	+	[GRK2|11|67271361+]	11	-8.75946980295417	2.15649045594569	1.14506507424244	1.02660916058363	0.842792399232193	0.148967101284045	0.289728739343681	0.629236540292468	1037.83875133051	1037.83875133051	0	0
654	chr1	150679020	150679021	-	[GOLPH3L|1|150679020-]	1	-8.75965926601685	2.15268195958803	1.14409512501607	1.02659264223611	0.842904864176207	0.148791133730811	0.289914173380379	0.585621985650083	930.885687221074	930.885687221074	0	0
5622	chr12	9769005	9769006	-	CD69]12|9769005-(KLRF1	12	-8.75951203032272	2.15632616756647	1.14473859589242	1.02621395153862	0.842576482028084	0.148611855967717	0.289949498010809	0.604403062720042	908.381746209459	908.381746209459	0	0
10320	chrX	118675655	118675656	+	(WASIR1[DOCK11,IL9R|X|118675655+])	23	-8.75948777179826	2.15707831333188	1.14459858860652	1.02658715709277	0.842757821431401	0.148647126602847	0.289942070048772	0.588070363533419	840.52745355363	840.52745355363	0	0
9584	chr20	229471	229472	+	[DEFB129|20|229471+]	20	-8.75962886862263	2.16379163850012	1.14469536712655	1.02629484043678	0.843261457153615	0.148431706994918	0.290120735648099	0.599461266901036	734.447854530532	734.447854530532	0	0
5000	chr11	65437347	65437348	+	[NEAT1|11|65437347+]	11	-8.75966943108079	2.16066819727631	1.14477263603864	1.02654036898784	0.842674507609434	0.14862163653612	0.290078145128753	0.574592047761887	733.493493064074	733.493493064074	0	0
7493	chr17	1820298	1820299	+	(SMYD4|17|1820298+)	17	-8.75946580734373	2.15679252471179	1.14433314249358	1.02629109977234	0.842607510413532	0.148383987603717	0.290111394528877	0.567183011570691	720.154213268077	720.154213268077	0	0
2979	chr6	32572752	32572753	+	RNU1-61P)6|32572752+(HLA-DRB1	6	-8.75947425250619	2.15729173023459	1.14445645407943	1.026374080505	0.842677257733472	0.148424148715038	0.290096325273427	0.561781938045353	708.167560352478	708.167560352478	0	0
4273	chr9	129923843	129923844	-	[FNBP1|9|129923843-]	9	-8.75954918588077	2.15674447653744	1.14462696929272	1.02652007024792	0.842603393426611	0.148435599372806	0.290137753462662	0.561588000654668	693.305602231529	693.305602231529	0	0
9239	chr19	41557761	41557762	+	[CEACAM21|19|41557761+]	19	-8.75957109677947	2.1562504914279	1.14469809494506	1.02640258033507	0.84259833701782	0.148707042182952	0.289865920675575	0.444200545283617	689.393490728224	689.393490728224	0	0
7132	chr16	15638734	15638735	-	[MARF1|16|15638734-]	16	-8.75960169735884	2.15988516415606	1.1446766730261	1.02646496899923	0.843121571037576	0.148341926359513	0.290187856977256	0.583415440103586	684.367976849433	684.367976849433	0	0
4218	chr9	127909847	127909848	-	[ST6GALNAC4|9|127909847-]	9	-8.75975846534502	2.15512537169076	1.14420785750705	1.0270119727036	0.842978422622783	0.148736499524894	0.290123206782672	0.535046563877379	651.581300359219	651.581300359219	0	0
5623	chr12	9770557	9770558	-	CD69]12|9770557-(KLRF1	12	-8.75976165505304	2.15531515203318	1.14487253427133	1.02683037512105	0.842987612951588	0.148669361616667	0.29016901694124	0.530774249390925	618.959442827385	618.959442827385	0	0
7619	chr17	7569680	7569681	+	[SENP3-EIF4A1,SENP3|17|7569680+]	17	-8.75965299580853	2.16088770926503	1.14480418692606	1.02689794318494	0.843081888857645	0.148587436027309	0.290109170684812	0.523254742818187	603.653583476553	603.653583476553	0	0
10169	chrX	13284468	13284469	+	(LINC02154|X|13284468+)	23	-8.75967851301521	2.16363145342095	1.14470156371418	1.02668388637529	0.842768824438463	0.148501154206289	0.290189339872983	0.547293862393981	592.220808666665	592.220808666665	0	0
10357	chrX	153981323	153981324	-	(TMEM187[WASIR1|X|153981323-])	23	-8.75969803947207	2.16339294387437	1.14475552493713	1.0266641977932	0.842872329981135	0.148528466912055	0.290193175006119	0.541539187236786	578.677170293639	578.677170293639	0	0
4491	chr10	72746139	72746140	+	[MCU|10|72746139+]	10	-8.76089824062044	2.1611753035879	1.14477011180504	1.02720707201024	0.84345399714917	0.14776186850946	0.291391060965927	2.54644900204912	568.799820330693	568.799820330693	0	0
6013	chr12	68602802	68602803	-	LINC02384]12|68602802-(RAP1B	12	-8.75980387826047	2.16371162478397	1.14438979767833	1.02681754768508	0.842946910220452	0.148680376674185	0.290204116022949	0.517676093981566	529.27964195516	529.27964195516	0	0
7638	chr17	7874295	7874296	+	(NAA38|17|7874295+)	17	-8.75982798161597	2.16284661156788	1.14456601248516	1.02694348924763	0.842933620393902	0.148656334928812	0.290233336590008	0.516268212339411	517.000779124443	517.000779124443	0	0
4672	chr11	3906186	3906187	-	(STIM1|11|3906186-)	11	-8.75982856609095	2.15592198353445	1.14463345544588	1.02704061816503	0.843033006505933	0.148646029774372	0.290261998749107	0.498490052076498	512.136750753969	512.136750753969	0	0
2762	chr6	30508065	30508066	-	HLA-E)6|30508065-(LINC02569	6	-8.75962142849716	2.15814593858222	1.14445111255553	1.02653265919091	0.842828778820877	0.148381987868003	0.290281227926842	0.507138690919169	508.45956891845	508.45956891845	0	0
5745	chr12	49096980	49096981	-	[LMBR1L|12|49096980-]	12	-8.75990563541951	2.16262073075536	1.14423395809768	1.02794425320903	0.842809628924345	0.148544491509945	0.290313657557803	0.536896652747066	504.039233617252	504.039233617252	0	0
5619	chr12	9729332	9729333	-	[CLECL1|12|9729332-]	12	-8.75962383575749	2.1626724316072	1.144606623952	1.02646683339094	0.842542725725998	0.148284932839179	0.29031973336326	0.52297416814961	497.219856545795	497.219856545795	0	0
3014	chr6	32849542	32849543	-	(PSMB9[TAP1|6|32849542-])	6	-8.75970630762033	2.16313969675774	1.1446675024164	1.02665629458757	0.842947795418336	0.148435749415385	0.290283458971239	0.519141023319285	494.582371613942	494.582371613942	0	0
4299	chr9	130794632	130794633	+	[ABL1|9|130794632+]	9	-8.75981392710445	2.15799100906238	1.14433238996253	1.02706185617846	0.843108991735124	0.148635254020125	0.290269597534401	0.490455230743831	480.0880064019	480.0880064019	0	0
8455	chr17	78738906	78738907	+	(CYTH1|17|78738906+)	17	-8.75974871979532	2.15859140808627	1.14456719701277	1.02711672806146	0.842939620162796	0.148514247618497	0.290303913238407	0.48832019863706	452.952845232794	452.952845232794	0	0
5671	chr12	11689055	11689056	+	[ETV6|12|11689055+]	12	-8.75968767685034	2.15823997874518	1.14460799338698	1.0266322034976	0.842735302050637	0.148320741903062	0.290372100266408	0.492385386459297	448.519001828972	448.519001828972	0	0
4900	chr11	64780803	64780804	-	SF1]11|64780803-[MAP4K2	11	-8.75982504391247	2.15649163956539	1.14472358443926	1.02683720490735	0.843129194334379	0.148545782411386	0.290342718730117	0.477034133660177	440.298805004219	440.298805004219	0	0
8364	chr17	76210281	76210282	-	[RNF157|17|76210281-]	17	-8.76049835791747	2.16098144394608	1.14410873042906	1.02687920509512	0.843016071547031	0.14750175872845	0.291323713498951	1.77044928982184	416.096637199633	416.096637199633	0	0
1716	chr3	49815701	49815702	+	MIR5193)3|49815701+(TRAIP	3	-8.75974029713526	2.15669123537877	1.14434580656546	1.02700874532247	0.843092678335772	0.148639981674095	0.290301215615214	0.465960691161437	406.703986536013	406.703986536013	0	0
8925	chr19	10607321	10607322	-	(SLC44A2|19|10607321-)	19	-8.75973679872718	2.16325145284978	1.14470621206869	1.02697272710738	0.843572183839701	0.148527861298636	0.290332636279476	0.50819201213417	392.067527217092	392.067527217092	0	0
1753	chr3	50574647	50574648	-	(HEMK1|3|50574647-)	3	-8.75976181499204	2.16295589108709	1.14456483752898	1.02671264149224	0.84332072062347	0.148280999817147	0.29043744635085	0.489955543298496	377.550744575681	377.550744575681	0	0
645	chr1	150605785	150605786	+	(ENSA|1|150605785+)	1	-8.75982405138841	2.15840402589752	1.14461044818861	1.02703462385955	0.84290880950664	0.148423243701111	0.290426328474018	0.460484491805744	374.171480082441	374.171480082441	0	0
3492	chr7	2564662	2564663	+	[IQCE|7|2564662+]	7	-8.75980141336573	2.15892759480072	1.14449330808366	1.02684096876741	0.842980650313451	0.148418512490251	0.290423637812968	0.453842336066109	364.294418632053	364.294418632053	0	0
7328	chr16	57012689	57012690	-	(NLRC5|16|57012689-)	16	-8.75963766537941	2.16293097074443	1.14457924158106	1.02679377437162	0.84306792109142	0.148297358938267	0.290337959530103	0.432109526215857	363.541791668395	363.541791668395	0	0
4935	chr11	65189995	65189996	-	(CAPN1|11|65189995-)	11	-8.75979141301291	2.1590293882777	1.14448350328536	1.02691761435353	0.842997621135057	0.148418496470178	0.290425185249349	0.447216182041662	350.571888099192	350.571888099192	0	0
7411	chr16	69615754	69615755	-	(NFAT5|16|69615754-)	16	-8.75983117448044	2.16306638684719	1.14437068074542	1.02699541431497	0.843153629312857	0.148640437934065	0.290352768675297	0.450780200505195	340.952100313501	340.952100313501	0	0
7647	chr17	7878173	7878174	+	(NAA38|17|7878173+)	17	-8.75978353275662	2.15920932951936	1.14427213608324	1.02710417986598	0.843285389947594	0.148552785702693	0.290332016944449	0.403124769818254	335.725733551662	335.725733551662	0	0
4549	chr10	89707613	89707614	+	[KIF20B|10|89707613+]	10	-8.75980450169298	2.16265626310883	1.14461988124134	1.02663127821759	0.84383700117843	0.148281600007901	0.290481226656461	0.481900665258208	335.703477893258	335.703477893258	0	0
9632	chr20	12054784	12054785	+	BTBD3]20|12054784+(LINC01722	20	-8.75990628780108	2.16306567381017	1.1446622412803	1.02701886753686	0.843001989733147	0.148490260946872	0.29044878785961	0.448071597831563	325.325567923952	325.325567923952	0	0
3025	chr6	32891299	32891300	-	TAP1]6|32891299-[HLA-DMB	6	-8.75981988514858	2.16286410396791	1.14459744324813	1.02721596616267	0.842983797999092	0.148420308420558	0.290335805694904	0.368632602058063	320.946106751915	320.946106751915	0	0
7911	chr17	40130960	40130961	-	(MSL1|17|40130960-)	17	-8.75990737632736	2.16311983669752	1.14462266520592	1.02709051846735	0.843097131417292	0.148572208157085	0.290431435824089	0.439341106769783	307.243508783635	307.243508783635	0	0
5702	chr12	31292099	31292100	+	(SINHCAF|12|31292099+)	12	-8.75993958853165	2.15688627403399	1.14465384694556	1.0270163367619	0.84306618320556	0.148497629367586	0.290497606346227	0.419036609920002	304.415437006392	304.415437006392	0	0
2606	chr6	2893943	2893944	-	[SERPINB9|6|2893943-]	6	-8.75977124711576	2.16272279237367	1.14452675439381	1.02701699363207	0.842759513286639	0.148241693763236	0.290516738500612	0.444958779489451	293.678187713027	293.678187713027	0	0
895	chr1	198597156	198597157	+	ATP6V1G3)1|198597156+[PTPRC	1	-8.75979635208192	2.16216451476121	1.14455605683744	1.02667389693094	0.84283768843044	0.148294586193178	0.290513348274908	0.433107502450629	291.976130340016	291.976130340016	0	0
5567	chr12	6951955	6951956	+	[PTPN6|12|6951955+]	12	-8.75984179729374	2.16310173826962	1.14431018590095	1.0268965249457	0.8431320072079	0.148601660742966	0.290415912562717	0.428610458069276	288.749016931979	288.749016931979	0	0
9431	chr19	49456791	49456792	+	[ALDH16A1|19|49456791+]	19	-8.75984609544479	2.15906863668658	1.14457457466366	1.0269944202979	0.842964377652085	0.148358861544005	0.290522539238913	0.419869287854231	281.18104251544	281.18104251544	0	0
7678	chr17	8509454	8509455	+	(MYH10|17|8509454+)	17	-8.75983542193717	2.16289238368779	1.14464971557927	1.02719410123627	0.842985465983075	0.148419640389065	0.29048227413232	0.433762185071823	277.756038452033	277.756038452033	0	0
7809	chr17	31257274	31257275	+	[NF1|17|31257274+]	17	-8.75982493390962	2.16251018518358	1.14457332310844	1.02679816010921	0.842850283344789	0.148274657804123	0.290545844886993	0.428481342445433	271.869104263373	271.869104263373	0	0
2580	chr5	179576718	179576719	+	[RUFY1|5|179576718+]	5	-8.75985409188497	2.15781837280033	1.14462951611817	1.02690138791648	0.843066744483901	0.148417657035448	0.290519767505095	0.403437749897148	265.33408724214	265.33408724214	0	0
1845	chr3	108202518	108202519	-	[IFT57|3|108202518-]	3	-8.75981481620684	2.16188016499703	1.1445474413783	1.02684380823374	0.84286066481509	0.148263226426951	0.290561050293252	0.416043073265644	253.055739465868	253.055739465868	0	0
8140	chr17	59082334	59082335	-	[TRIM37|17|59082334-]	17	-8.75993552107443	2.15914250448828	1.14436514149053	1.02706317706402	0.843144910433483	0.148521863345652	0.290520997095797	0.391664058747871	246.915499930503	246.915499930503	0	0
9353	chr19	48244819	48244820	-	[CARD8|19|48244819-]	19	-8.75984334921968	2.15919798692174	1.14448040859401	1.02681676829184	0.842867644792538	0.148242433338887	0.290609791958037	0.394515859783217	231.222630347824	231.222630347824	0	0
9862	chr21	46480718	46480719	+	[DIP2A|21|46480718+]	21	-8.75984314653748	2.15889406554666	1.14441623493569	1.02689882411589	0.842915327551081	0.148277530120254	0.290598383710467	0.393722142168865	229.856991366018	229.856991366018	0	0
1409	chr2	196197178	196197179	+	(HECW2|2|196197178+)	2	-8.7600490547005	2.16192103248185	1.14442245833068	1.0274036527004	0.843483275893669	0.148034194625477	0.29086967682428	0.70690062658637	226.753036144888	226.753036144888	0	0
5791	chr12	50645624	50645625	+	[DIP2B|12|50645624+]	12	-8.76083091517541	2.1622893778186	1.14510335265363	1.02806347506137	0.844078854650821	0.148939239402972	0.29100486055052	3.60032940335716	225.736494044773	225.736494044773	0	0
