testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	typeG	typeMono	typeNK	typeT	time	interaction	testStat	signedTestStat	pvalue	adjpvalue	robustAnalysis	robustInteraction	robustTestStat	robustSignedTestStat	robustPvalue	robustAdjPvalue
5148	chr1	153804724	153923972	-	GATAD2B	1	-8.542240616411	0.270713331027128	0.917411230963333	1.20925119659966	0.6913940101438	0.0237373357335781	-0.0207975739995551	9.75695933280076	-9.75695933280076	0.00178645140844025	0.0141443410797294	TRUE	-0.046962225180834	29.9484428080832	-29.9484428080832	4.43688068507697e-08	3.61997265305986e-06
51073	chr11	73400486	73599189	-	FAM168A	11	-8.54245787014063	0.271460399427152	0.917957621291069	1.20962084136948	0.691693011372714	0.0237315928779385	-0.017601022445538	8.74885720221209	-8.74885720221209	0.0030979613256239	0.0214526538191323	TRUE	-0.0418227657514335	28.9508299187291	-28.9508299187291	7.42389992813841e-08	5.6528337584183e-06
48141	chr11	5254391	5679434	-	AC104389.5	11	-8.5426219212222	0.271381492399703	0.918250275713233	1.20922206841272	0.691610276712765	0.0237489394243866	-0.0272827634979806	16.2943568537739	-16.2943568537739	5.42251971417107e-05	0.000743996648981608	TRUE	-0.0457360171091596	27.7681571378998	-27.7681571378998	1.36758620095101e-07	9.48421030359525e-06
20044	chr4	52285	87523	+	ZNF595	4	-8.53826729117538	0.26965401509944	0.917230102927597	1.2072273568245	0.693981191527634	0.0233548082911909	0.0603299096645584	202.03223850103	202.03223850103	0	0	TRUE	0.0340865402462065	25.2710960097611	25.2710960097611	4.98117562308664e-07	3.00386547357442e-05
48139	chr11	5253189	5506605	-	HBG2	11	-8.54270930206926	0.27142399398518	0.917930269964351	1.20928925877285	0.691647043150739	0.0237501289360663	-0.0259208542612523	14.0121790911144	-14.0121790911144	0.000181630356993701	0.00213415669467598	TRUE	-0.04511720996705	24.9542271929822	-24.9542271929822	5.87076680269583e-07	3.3928139813913e-05
72189	chr17	31093926	31219359	+	NF1	17	-8.54248818712323	0.27139844016848	0.918097361282596	1.21002540638369	0.692186672490567	0.0237215431577553	-0.0126434066858453	4.78969364146178	-4.78969364146178	0.0286305184579105	0.0916591525703252	TRUE	-0.0385574025161953	24.5505050270658	-24.5505050270658	7.23873673225128e-07	4.01605113905301e-05
81457	chr19	49289637	49326191	-	SLC6A16	19	-8.54215031549586	0.271057897937439	0.917482539737284	1.20972158954552	0.69124318817071	0.0237331626416674	-0.0320070027159349	17.7977242494162	-17.7977242494162	2.45676917077775e-05	0.000364228395855574	TRUE	-0.0391062444972832	23.3973072393274	-23.3973072393274	1.31762851818262e-06	7.02904136430499e-05
16346	chr3	49939006	50077249	+	RBM6	3	-8.54211478327064	0.27127335781796	0.917680593893998	1.20991399947686	0.692157677915698	0.0237147569588688	-0.0128921777563983	6.34367215073144	-6.34367215073144	0.0117800757178065	0.0538610830206562	TRUE	-0.0304399191935943	23.1345307174342	-23.1345307174342	1.5105352219047e-06	7.75967538067339e-05
70568	chr17	2059842	2304785	-	SMG6	17	-8.54147388945251	0.271484903073398	0.917610549690497	1.20920804680617	0.691926792617253	0.0236821251581761	-0.0584003436071587	24.2207966558053	-24.2207966558053	8.58997063590827e-07	1.55534796186241e-05	TRUE	-0.06298929696615	22.7630693613537	-22.7630693613537	1.83253611429901e-06	8.7998241651625e-05
74183	chr17	63008555	63427699	+	TANC2	17	-8.54044624133335	0.2704612882648	0.916146462412903	1.20803668302032	0.691980475154523	0.0235121120593022	0.0451217697626376	103.264702372719	103.264702372719	0	0	TRUE	0.0288077539156017	21.4977333497227	21.4977333497227	3.54247135880836e-06	0.000158497024989265
503	chr1	8353942	8657371	-	RERE	1	-8.54209308187052	0.270967647411893	0.917763494948883	1.20967077898107	0.692129610416698	0.0237337240226013	-0.0294344950501191	20.1142972439266	-20.1142972439266	7.29493116680136e-06	0.000117624109105578	TRUE	-0.0325031912951912	20.6193327390502	-20.6193327390502	5.60274739536126e-06	0.000232831852872627
43257	chr9	125746344	125967377	+	PBX3	9	-8.54077488978417	0.271064944893045	0.917254770785487	1.20887488639199	0.691751862626192	0.0234843852274859	0.0447373801670509	125.572864657966	125.572864657966	0	0	TRUE	0.0248475411790807	20.5838741019688	20.5838741019688	5.70748593919923e-06	0.000232831852872627
28120	chr5	177132078	177300210	+	NSD1	5	-8.54231120997718	0.271102266952337	0.918126604575135	1.20986965436572	0.69236667597875	0.0236554635100943	0.0148941462587841	9.95831465853553	9.95831465853553	0.00160124569825626	0.0130486100672544	TRUE	-0.0340071454474667	20.3691007114176	-20.3691007114176	6.38525321028372e-06	0.000253038462933243
50394	chr11	65180193	65212006	+	CAPN1	11	-8.54249051312542	0.271336999813702	0.918422626359446	1.21001064869716	0.691966724458622	0.0236854827984127	0.00621338290162509	1.38745184758591	1.38745184758591	0.238835893295671	0.315354744943298	TRUE	-0.0369287759349059	20.0296474932038	-20.0296474932038	7.62507500118304e-06	0.000293777195184469
70597	chr17	2416048	2512888	-	METTL16	17	-8.54248450239519	0.271318245596367	0.91829966929551	1.2099194322497	0.69251578592203	0.0237100676197246	-0.0107600126079122	2.36308026832558	-2.36308026832558	0.12423666225018	0.200906871823315	TRUE	-0.050000193174399	19.8820313629039	-19.8820313629039	8.23709075881141e-06	0.000308779591418146
9649	chr2	43230835	43597046	-	THADA	2	-8.54241778856086	0.271224483082883	0.918123789425297	1.20995082538374	0.692019483297405	0.023725913413107	-0.012812829932716	5.69042604519927	-5.69042604519927	0.0170577127997535	0.0692661378019745	TRUE	-0.0277281823388479	19.6221246774367	-19.6221246774367	9.43700639721712e-06	0.000344450733498425
55065	chr12	53506690	53626979	-	ATF7-NPFF	12	-8.54238397714934	0.271646984301674	0.918031135355087	1.20961312315693	0.691347813400009	0.0237241670056792	-0.0470459164708328	19.6322892075186	-19.6322892075186	9.3869367185917e-06	0.000148112451509779	TRUE	-0.0527751508246064	19.1952337224648	-19.1952337224648	1.18007667971876e-05	0.000419683680710234
1249	chr1	24744446	24844321	+	CLIC4	1	-8.54261816807907	0.271392095469188	0.918409460126706	1.20985937026526	0.691920490868382	0.0237336997246208	-0.0145162130918154	6.69820070968126	-6.69820070968126	0.00965102558991748	0.0471661847967428	TRUE	-0.030444501594223	18.766400839726	-18.766400839726	1.47747241039387e-05	0.00049981810566251
50688	chr11	67118262	67258082	+	KDM2A	11	-8.54244776975615	0.271331982830329	0.918199704664017	1.20988286743994	0.691950800023989	0.0237054400743413	-0.0015017941004717	0.182670129608596	-0.182670129608596	0.669088544473308	0.720632176860817	TRUE	-0.0174372457887928	18.192480225036	-18.192480225036	1.99665628656254e-05	0.000641767659014331
1436	chr1	27404229	27491167	-	WASF2	1	-8.54198409690678	0.271364202294866	0.917587353529233	1.20945891763648	0.69200122399354	0.0237048265434753	-0.0251564424702186	10.0959560429983	-10.0959560429983	0.00148595049558242	0.0123866590367606	TRUE	-0.0432333483526821	18.1554226766748	-18.1554226766748	2.03588875246075e-05	0.000641767659014331
29940	chr6	34279678	34393669	-	NUDT3	6	-8.54240630373646	0.271231362150554	0.918005307580591	1.20973472535044	0.691763356737404	0.0237207917554679	-0.0116279722210039	3.85162089590449	-3.85162089590449	0.0496979404023877	0.114119283106938	TRUE	-0.0327425307218482	17.9186878144101	-17.9186878144101	2.30546190305159e-05	0.000710594591007233
43682	chr9	132261355	132355986	-	SETX	9	-8.54241256491812	0.271246939706469	0.918121538227642	1.20991078627801	0.692123894946334	0.0236827054135488	0.00716529812756261	1.79055931576295	1.79055931576295	0.180858030731431	0.25420756429617	TRUE	-0.0339141584796334	17.5181642220487	-17.5181642220487	2.8457589011488e-05	0.000858058173020301
1487	chr1	27973467	28059087	-	EYA3	1	-8.54269812404391	0.271584583439951	0.917206587390809	1.21029364798111	0.692062621747844	0.02367519313509	0.0196051499553953	12.439566881847	12.439566881847	0.000420333247406535	0.00448558523440114	TRUE	-0.0437251962596212	17.4048412766206	-17.4048412766206	3.02055642927845e-05	0.000872814951543587
29958	chr6	34590508	34672956	-	ILRUN	6	-8.54187600595379	0.271087850096511	0.917345964227504	1.20945442637144	0.691166607585986	0.0237104996332775	-0.0342496085917273	13.6887302659306	-13.6887302659306	0.000215745289046665	0.0024821944974171	TRUE	-0.0434532341691954	17.3028140536262	-17.3028140536262	3.1871451837806e-05	0.000902157218347694
69448	chr16	69565807	69566868	-	MIR1538	16	-8.54229908201962	0.271542740400432	0.918617347106704	1.20960995657393	0.692475775715241	0.0236664951136383	0.00937680714821881	2.67624304798665	2.67624304798665	0.101855768528483	0.171624250708938	TRUE	-0.0421384802381968	17.1879241093848	-17.1879241093848	3.38581814374184e-05	0.000927184636968501
75513	chr17	82943790	83050166	-	B3GNTL1	17	-8.54230498324909	0.271011633690536	0.918473804988036	1.20990586823051	0.692570951200126	0.0237195141478517	-0.0401183330894579	16.3433359608098	-16.3433359608098	5.28416433993595e-05	0.000729544939182407	TRUE	-0.0498301132099946	17.1017550311371	-17.1017550311371	3.54295499346291e-05	0.000927184636968501
2008	chr1	39083061	39487177	+	MACF1	1	-8.54246823480623	0.271285022534287	0.918295916357973	1.20980876933148	0.691918521193837	0.023707133135583	-0.00548981799917048	0.665588851712528	-0.665588851712528	0.41459377456524	0.48482670620149	TRUE	-0.0408635740694224	17.0351164112508	-17.0351164112508	3.66948633864217e-05	0.000942514361425313
72972	chr17	42457843	42521485	+	ATP6V0A1	17	-8.54143217896131	0.271178036165499	0.918146698796252	1.20956992675357	0.69235836629146	0.0236791705373536	-0.0488522215717841	21.1737177094547	-21.1737177094547	4.19477661139922e-06	7.07348208746632e-05	TRUE	-0.0551072587343236	16.8165184498503	-16.8165184498503	4.11733445064844e-05	0.00103831688782716
74784	chr17	75343404	75373662	+	AC011933.4	17	-8.54265410057658	0.271544660025198	0.918438568069676	1.20991243242859	0.691989364295025	0.0237174756242288	-0.00738804857378773	1.70484627767291	-1.70484627767291	0.191655407307981	0.265146205849012	TRUE	-0.031217373433418	16.7659525904164	-16.7659525904164	4.22852521990702e-05	0.00104731508571626
70318	chr16	89267629	89491561	-	ANKRD11	16	-8.54241560130053	0.271089965475231	0.917404070779827	1.2100812390533	0.691945549712245	0.0237324611469515	-0.037696925771872	15.4449257004235	-15.4449257004235	8.49447064301678e-05	0.00114006524953325	TRUE	-0.0474436609404306	16.3731502936134	-16.3731502936134	5.20168901645413e-05	0.00122283773996981
78914	chr19	15252991	15333545	-	BRD4	19	-8.54258873609267	0.271332961387375	0.91782059123385	1.21000985038286	0.692338528829273	0.0237393101032244	-0.0377592559026941	18.9525201181023	-18.9525201181023	1.34012147502416e-05	0.000208473826642843	TRUE	-0.0421375477153403	16.3062319703022	-16.3062319703022	5.38864411491202e-05	0.00124567489789716
50552	chr11	66069271	66244744	+	PACS1	11	-8.5424554361357	0.271370923180182	0.918462228543098	1.21017263234057	0.692337989586541	0.0236430863699537	0.00753445604345193	6.52149762348563	6.52149762348563	0.0106578218613648	0.0511807141125104	TRUE	-0.0144357243757391	16.1045087087405	-16.1045087087405	5.99411602603128e-05	0.00135637501348881
77781	chr19	3135032	3163749	+	GNA15	19	-8.54252576759423	0.271410630305395	0.918409948627078	1.20941628391156	0.692104282683495	0.0237318321619291	-0.0404740764038587	18.4921727305045	-18.4921727305045	1.70603507844147e-05	0.000261710520019251	TRUE	-0.0464421450064498	16.0828374340344	-16.0828374340344	6.06310388149289e-05	0.00135637501348881
72955	chr17	42199176	42277391	-	STAT5B	17	-8.5423090612	0.271210085332767	0.918669933467075	1.20944627482945	0.691567804522617	0.0237269617654155	-0.0345471052208847	16.9046508638276	-16.9046508638276	3.93051604804517e-05	0.00056748431046613	TRUE	-0.0392528172096062	15.8758142883598	-15.8758142883598	6.76375792325601e-05	0.0014622421412023
64709	chr15	61852388	62061447	-	VPS13C	15	-8.54141794384299	0.271532216139661	0.918042026213577	1.20950415792666	0.692431549137508	0.0236613806103608	-0.0803303107760784	19.9572136781426	-19.9572136781426	7.91946006051258e-06	0.000126768748359944	TRUE	-0.0769617489654859	15.8523307887081	-15.8523307887081	6.8482135905934e-05	0.0014622421412023
9258	chr2	27889728	28338901	+	BABAM2	2	-8.54220844105892	0.271418305529539	0.918171712898525	1.20994097993945	0.692864644349709	0.0237043806371493	-0.0268282961778474	10.0833360914039	-10.0833360914039	0.00149616205027669	0.0124248946205309	TRUE	-0.0426669568494703	15.8511155594824	-15.8511155594824	6.85261277419969e-05	0.0014622421412023
81515	chr19	49590181	49626439	+	PRR12	19	-8.54253254729023	0.271490212813817	0.917579852202582	1.20995332251771	0.69186786126236	0.0237284874293078	-0.0560588974402608	19.0887298647795	-19.0887298647795	1.24779567676203e-05	0.000195487989359385	TRUE	-0.0559350312067208	15.5624320317147	-15.5624320317147	7.98250105837894e-05	0.00167753469211691
57400	chr12	122503453	122527936	-	RSRC2	12	-8.54246437116304	0.271342020091077	0.91817544398009	1.20987967351618	0.691969063134614	0.0237068443636618	-0.00916612937673376	1.19274215297628	-1.19274215297628	0.274777128596686	0.34953122589446	TRUE	-0.0606079259210208	15.094981216258	-15.094981216258	0.000102234731197193	0.00205506626334067
29823	chr6	33064568	33081710	-	HLA-DPA1	6	-8.54214688488887	0.27079510094205	0.918560344940085	1.20996219568264	0.691531272226127	0.0237217128868821	-0.0329183305191049	14.6521784796423	-14.6521784796423	0.000129285128979584	0.00161350762664351	TRUE	-0.0415780665133391	14.9676833668491	-14.9676833668491	0.000109368254639919	0.00216705384550811
2158	chr1	42176538	42335965	-	FOXJ3	1	-8.54233611406309	0.271487132738158	0.91815407707973	1.20973154318903	0.691935517075837	0.0237089098196888	-0.0228377546061532	6.42559571439779	-6.42559571439779	0.0112487175450808	0.0532086018352967	TRUE	-0.0460512967539188	14.7655962551726	-14.7655962551726	0.000121736399155803	0.00237814627646618
71074	chr17	7483619	7499758	+	POLR2A	17	-8.54229350736514	0.271794714327671	0.917870148111312	1.20981983492812	0.69252494940161	0.0237059592982836	-0.0435249771414523	15.1961900339156	-15.1961900339156	9.68987251369624e-05	0.00126656380963047	TRUE	-0.0594632448189001	14.6583974822861	-14.6583974822861	0.000128859257575442	0.00248233042023803
54807	chr12	50503984	50748657	+	DIP2B	12	-8.54255805422441	0.271370036980597	0.918136487018194	1.20995569498463	0.691897833240866	0.0237237443310381	-0.0139805359087449	4.53057453758083	-4.53057453758083	0.0332944381258269	0.0998347914920303	TRUE	-0.0328769356165306	14.6169469350425	-14.6169469350425	0.000131724643579023	0.00250276822800144
74852	chr17	75941506	75980166	-	ACOX1	17	-8.54153446923976	0.271992508495872	0.921173395345876	1.20809767653645	0.688208735709748	0.0233438641058605	0.057461103208373	354.289295859955	354.289295859955	0	0	TRUE	-0.023355313039051	14.5280468571655	-14.5280468571655	0.000138088331763986	0.00258822319130606
55398	chr12	56520819	56596193	+	RBMS2	12	-8.54274085518086	0.271986300593108	0.919803892373584	1.21008144707987	0.69397054846823	0.0235690137864161	0.049181898570868	108.999688762029	108.999688762029	0	0	TRUE	-0.0423162825686867	14.230632354207	-14.230632354207	0.000161716516161592	0.002924399138911
57455	chr12	123154214	123231446	-	MPHOSPH9	12	-8.5426647223473	0.271109183075763	0.917808861507592	1.2099610047122	0.691569168991992	0.0237403056082271	-0.0296086140601714	10.5009811034179	-10.5009811034179	0.00119311176850034	0.0105846742836034	TRUE	-0.0420102689421845	14.2232809317793	-14.2232809317793	0.000162349483558866	0.002924399138911
50503	chr11	65832962	65853701	+	SNX32	11	-8.54247062060924	0.271370981868637	0.917562238775619	1.20986558559024	0.691839011932059	0.0236814464874221	0.0163658027172555	6.27770508804679	6.27770508804679	0.0122266334592939	0.054960321189172	TRUE	-0.0554726725077794	14.1149712385086	-14.1149712385086	0.000171969605462841	0.00305797234329436
78919	chr19	15380049	15419988	-	AKAP8L	19	-8.54252752739932	0.271665275339519	0.918148392968093	1.20974546523156	0.69220914883215	0.0237208153176822	-0.0286060496879283	10.7614467249368	-10.7614467249368	0.00103636340419089	0.00953886149940696	TRUE	-0.0396832822837239	13.9863296737822	-13.9863296737822	0.000184144629855609	0.00323302027354089
1841	chr1	35267708	35422058	+	ZMYM4	1	-8.54230501897045	0.27105130713152	0.917070118935363	1.20947078480047	0.691543764915384	0.0236644992817229	0.0195581595467081	14.4017470547187	14.4017470547187	0.000147665249864204	0.00178247287950834	TRUE	-0.0330838372083829	13.7359147252282	-13.7359147252282	0.000210392597176812	0.00360264854671899
53347	chr12	6665647	6669184	+	AC125494.1	12	-8.54263522723706	0.271526966315371	0.918126952920682	1.2095957024408	0.691885814702528	0.0237277104043746	-0.0360212509077156	11.5058213442535	-11.5058213442535	0.00069378567152889	0.0066924565432634	TRUE	-0.0453804286063368	13.70283444698	-13.70283444698	0.000214131063517642	0.00362194859876792
52384	chr11	118747762	118792164	-	DDX6	11	-8.54207063705798	0.271190586883028	0.918175414542849	1.20977051374095	0.691946540602675	0.0237011772222341	-0.0346502981098626	9.88999059044727	-9.88999059044727	0.00166180219201451	0.013397522051679	TRUE	-0.0586829138640294	13.5183902481076	-13.5183902481076	0.000236236969065162	0.00389537548594965
52240	chr11	116843414	117099428	-	SIK3	11	-8.54232968236438	0.271429632773277	0.918446001171411	1.20976666222579	0.692168009674864	0.0237150735225656	-0.0298772476301837	12.0263662681245	-12.0263662681245	0.000524532352678464	0.00543986838998463	TRUE	-0.0429134925107586	13.4987561423186	-13.4987561423186	0.000238721641172113	0.00389537548594965
53056	chr12	1026746	1490377	+	ERC1	12	-8.54256480679294	0.271328262845047	0.918135677245717	1.20993225984133	0.69198226106154	0.0236999241523785	0.00264256026637857	0.188303749608167	0.188303749608167	0.664332157483441	0.716831700419519	TRUE	-0.0349354177139933	13.3898506794867	-13.3898506794867	0.000252989529848868	0.00403329284942966
57152	chr12	118149800	118360720	-	TAOK3	12	-8.54240250327743	0.271424626576101	0.918362005033097	1.21006800605526	0.691973205666782	0.0237059713953696	-0.0125596248790722	2.67240610819135	-2.67240610819135	0.102101559504201	0.171907275110351	TRUE	-0.0440756905641658	13.3251846875355	-13.3251846875355	0.000261865116897742	0.00412735133110418
70601	chr17	2592653	2685615	+	PAFAH1B1	17	-8.54181406294234	0.270903665699994	0.918757930683512	1.209407820165	0.692021674365681	0.0236903978317166	-0.0474568479901837	12.8874477220525	-12.8874477220525	0.000330793229577409	0.00363543405043033	TRUE	-0.055175696472472	13.2862551570215	-13.2862551570215	0.000267358978008891	0.00416659441009362
30003	chr6	35573584	35689915	-	FKBP5	6	-8.54216642103326	0.271613907652572	0.918295075539631	1.20979054932187	0.692481289236882	0.0237050836941548	-0.0178518574786825	8.11721527214831	-8.11721527214831	0.00438468594500541	0.0268237093228086	TRUE	-0.0253191179116161	13.2202846508299	-13.2202846508299	0.000276935556299041	0.00426788462874188
57308	chr12	121308244	121353411	-	ANAPC5	12	-8.54205898598166	0.271585782443699	0.918680022380163	1.20972322577403	0.692436050728673	0.0236862448667138	-0.0648417650482622	14.5224586835902	-14.5224586835902	0.000138498535586784	0.00169606399046428	TRUE	-0.0736631580619955	12.7269849798031	-12.7269849798031	0.000360417113901668	0.0053752530858238
84253	chr20	44965478	45079948	+	STK4	20	-8.54282088166234	0.271601703044093	0.918597949058631	1.20991584093473	0.692042998158331	0.0237406354079488	-0.0172259552378902	8.42869117068767	-8.42869117068767	0.00369346103018786	0.0238717984685825	TRUE	-0.0236122258726423	12.6799509507982	-12.6799509507982	0.000369597265440724	0.00545352560815196
53433	chr12	6987258	7071032	+	C1S	12	-8.54254105054241	0.271386025886708	0.918479533907345	1.20998284373689	0.692020483930959	0.0237094845508779	-0.00372407877958973	0.605431929165206	-0.605431929165206	0.43651297220714	0.506970113357293	TRUE	-0.0210821357561422	12.5714581991924	-12.5714581991924	0.000391682842421415	0.0056631934725895
50158	chr11	63680445	63759882	+	RTN3	11	-8.54252600578096	0.271280089926104	0.918166221311858	1.20995491595494	0.691938465127033	0.0237182516101752	-0.0114001559843872	2.81570950234891	-2.81570950234891	0.0933456155519931	0.161220066266108	TRUE	-0.0319618521214232	12.5604173796382	-12.5604173796382	0.000394003739350945	0.0056631934725895
16269	chr3	49359144	49412976	-	RHOA	3	-8.54280263371263	0.271440455235422	0.918366764230086	1.21000805059931	0.692108200190067	0.0237324625734266	-0.0222947273860359	7.04775070086907	-7.04775070086907	0.00793648500352551	0.0412510479359714	TRUE	-0.0380200569556595	12.5423434799886	-12.5423434799886	0.000397833047331542	0.0056631934725895
73528	chr17	48133441	48431214	-	SKAP1	17	-8.54199979307041	0.271270895578505	0.91800488436518	1.20961950646157	0.692119458680352	0.0236888684498172	-0.0277286972806219	4.79330663011206	-4.79330663011206	0.0285705283051787	0.0915998505459213	TRUE	-0.0637422819385126	12.5315435497978	-12.5315435497978	0.000400139120629972	0.0056631934725895
74831	chr17	75784520	75785607	-	MIR4738	17	-8.54236938249598	0.270857307808669	0.917297088722792	1.20972326084718	0.691121225831695	0.0237335774412691	-0.0391222537873495	12.2503934622582	-12.2503934622582	0.000465160063449988	0.00486985109081053	TRUE	-0.0476364088734619	12.5038859986817	-12.5038859986817	0.000406106423996966	0.0056895920210484
28829	chr6	13621497	13712835	-	RANBP9	6	-8.54266560262586	0.271758486127753	0.917965159886393	1.20988207174446	0.692498615062928	0.0237313890376776	-0.0216825824713505	10.409115327835	-10.409115327835	0.00125394802001499	0.0109053983315477	TRUE	-0.0273540496337916	12.3318414436217	-12.3318414436217	0.000445296921208538	0.00610350187962083
16442	chr3	50673926	51384198	+	DOCK3	3	-8.54255809690529	0.271326991403278	0.917848941742194	1.21016882168801	0.691605277800816	0.0237359695402452	-0.0351157507181314	15.1553444786841	-15.1553444786841	9.90176335853299e-05	0.00128664677994114	TRUE	-0.0381064692818168	12.3248651140893	-12.3248651140893	0.000446964233213776	0.00610350187962083
81218	chr19	46859996	47005077	+	ARHGAP35	19	-8.54240969176051	0.271726793996414	0.919121754661838	1.20984495153517	0.692436921196618	0.0237090384542704	-0.0329517049936885	13.2665288639473	-13.2665288639473	0.000270187018830192	0.00302966053094363	TRUE	-0.0369255389914638	12.3114848210244	-12.3114848210244	0.000450179712801702	0.00610350187962083
75103	chr17	78674047	78783272	-	CYTH1	17	-8.54264140650213	0.27124184592043	0.917907238519133	1.21003942750349	0.691866350075942	0.0237290672283735	-0.0145484298368307	4.19767401065474	-4.19767401065474	0.0404794658518696	0.103136263052803	TRUE	-0.0343198138410302	12.2987896662162	-12.2987896662162	0.00045325212227898	0.00610350187962083
20272	chr4	3073680	3243960	+	HTT	4	-8.54277209235983	0.271850336145563	0.918802904644705	1.21027256246789	0.691699894834954	0.0237256741630636	-0.0406192276075024	13.5085886448651	-13.5085886448651	0.000237474075279076	0.00270402181593546	TRUE	-0.0486860776566669	12.253056386282	-12.253056386282	0.000464496714575602	0.00619477829919577
83073	chr20	3927308	4016389	-	RNF24	20	-8.54150388174211	0.271099123124953	0.917678595758558	1.20845606142676	0.692554234616363	0.0236041710432902	0.0332515969054573	34.1976328507662	34.1976328507662	4.97894814266431e-09	1.08896004427183e-07	TRUE	-0.0488829579754574	12.1923850696912	-12.1923850696912	0.000479849923839759	0.00633858899395948
16312	chr3	49724293	49787542	-	IP6K1	3	-8.54249503875669	0.271345962999866	0.91848770133553	1.21000530275733	0.692229161660162	0.023675778369479	0.00757054814639482	2.74422912340378	2.74422912340378	0.0976061390251983	0.167124753204137	TRUE	-0.0216951388510463	12.1382995253298	-12.1382995253298	0.000493967959239616	0.00646352414589951
16531	chr3	52254433	52279649	-	WDR82	3	-8.54201531943988	0.271174890610282	0.918427648051957	1.2104017220918	0.691553067433781	0.0236286595209722	0.0353311697870906	33.3349981382198	33.3349981382198	7.75739283920274e-09	1.66369716328144e-07	TRUE	-0.056929810124569	12.0491096097103	-12.0491096097103	0.000518171239917376	0.00667387364866439
1285	chr1	25429857	25500205	+	MACO1	1	-8.54188449157746	0.270984867618965	0.917968276951849	1.20958952862847	0.691471735157392	0.023698092203943	-0.0239933851016621	6.6198273709233	-6.6198273709233	0.010084960844661	0.0489619307821016	TRUE	-0.0388595750294417	12.0437358859053	-12.0437358859053	0.000519667162260817	0.00667387364866439
