testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	time	interaction	testStat	signedTestStat	pvalue	adjpvalue
30451	chr6	44113450	44128452	-	MRPL14	6	-8.36713018051657	0.0657382860482755	0.392279472272484	8.59039749150816	8.59039749150816	0.0033794023316801	0.116106608681295
74376	chr17	65635536	66193133	-	CEP112	17	-8.36706740613983	0.0657358105737995	0.417987886469432	8.34708793049413	8.34708793049413	0.00386305977604728	0.128147017398534
57029	chr12	113220437	113298585	+	TPCN1	12	-8.36718715866742	0.0657644039242127	0.383526766414529	8.29258999631293	8.29258999631293	0.00398071733068339	0.129811866851438
35705	chr7	102813229	103075833	-	FBXL13	7	-8.3670987885622	0.0656342152482169	0.277795956367508	8.10637749104808	8.10637749104808	0.0044109788397958	0.141445388129452
75294	chr17	81556886	81638112	-	NPLOC4	17	-8.36733225702359	0.0655772679665054	0.193789460561921	8.03143779250331	8.03143779250331	0.00459723321228678	0.141683829762862
27279	chr5	146446311	146511961	+	TCERG1	5	-8.36713155376709	0.0657650058610104	0.407482995682651	8.01492661596876	8.01492661596876	0.00463933538204797	0.141683829762862
52348	chr11	118435489	118523917	+	KMT2A	11	-8.36696520804241	0.0655489886370041	0.244112318367655	7.64512146498964	7.64512146498964	0.00569260630015334	0.170987605879096
14798	chr3	4361145	4468269	-	SUMF1	3	-8.36707441570495	0.0656799620614055	0.31125183475419	7.61870099322732	7.61870099322732	0.00577660830672622	0.170987605879096
52591	chr11	123069871	123196248	-	CLMP	11	-8.3671176517123	0.0656866018068438	0.29615277982847	7.49895872177422	7.49895872177422	0.0061734676919476	0.1799659369592
62066	chr14	88561969	88612407	+	ZC3H14	14	-8.36711929597515	0.0657008899681815	0.305957614435341	7.41684468235781	7.41684468235781	0.0064616031496717	0.185554096417438
2220	chr1	42958048	42983358	+	SLC2A1-AS1	1	-8.36698470672229	0.0656642669825807	0.324729100938981	7.36283322587224	7.36283322587224	0.00665857892632271	0.186167657443725
32151	chr6	136557045	136793477	-	MAP3K5	6	-8.36711969238543	0.0657146403823735	0.317475738720789	7.35800288990868	7.35800288990868	0.00667649083348076	0.186167657443725
49969	chr11	61815255	61867354	+	FADS2	11	-8.36761703519963	0.0661341868685502	1.48562358405359	7.11553114067101	7.11553114067101	0.00764189594906595	0.210042968657184
52961	chr11	134150112	134224967	-	NCAPD3	11	-8.36714310583156	0.0657689471886021	0.365186948509722	7.07481909693979	7.07481909693979	0.00781747139020395	0.211842464151442
79064	chr19	17100655	17213294	+	MYO9B	19	-8.36712389722146	0.0657018444996243	0.286880721706506	6.91588729748946	6.91588729748946	0.00854332382064571	0.228296597651699
77715	chr19	2327683	2355095	+	SPPL2B	19	-8.36690464377496	0.065522920041889	0.215485386562465	6.68114065993359	6.68114065993359	0.00974382522234296	0.253339455780917
66638	chr16	1631258	1686715	+	AL031708.1	16	-8.36704903407361	0.0656326124499339	0.245058447082597	6.62457519721465	6.62457519721465	0.0100581128965255	0.258024122838867
73803	chr17	50962173	51121865	-	SPAG9	17	-8.36709025154782	0.065698299764341	0.28217373119509	6.52345352179145	6.52345352179145	0.0106461076635186	0.269514620323813
28796	chr6	12011311	12164999	+	HIVEP1	6	-8.36701752026628	0.0657639680796843	0.418662755122902	6.48399789426367	6.48399789426367	0.0108849886186402	0.271983351977451
45632	chr10	67921907	68076283	-	HERC4	10	-8.36714696185899	0.0657967290641158	0.376624451714708	6.4458443216854	6.4458443216854	0.0111212174899933	0.274323364753168
75936	chr18	12446511	12659134	-	SPIRE1	18	-8.36720155076836	0.0658218215562216	0.366280064510582	6.16957554909186	6.16957554909186	0.0129965786959281	0.316524271024881
24221	chr5	9035032	9547075	-	SEMA5A	5	-8.36728291240634	0.0657502286633132	0.240248537738462	6.06233954129493	6.06233954129493	0.0138094623144607	0.332117568662779
81558	chr19	49765967	49807112	+	AP2A1	19	-8.36720515889411	0.0657526138192393	0.268006074767602	6.02190864262411	6.02190864262411	0.0141293580971738	0.335615863937806
19540	chr3	185585294	185633551	+	SENP2	3	-8.36709908888532	0.0657870726005144	0.37080070078309	5.97762873964712	5.97762873964712	0.0144884691905057	0.335853190164728
50346	chr11	65013181	65040570	+	ARL2-SNX15	11	-8.36709908901459	0.0657870726312263	0.370802040590592	5.97762873577904	5.97762873577904	0.014488469222283	0.335853190164728
17322	chr3	100816010	100994453	-	ABI3BP	3	-8.36699021053121	0.0656573517419541	0.25863700387692	5.9244470911508	5.9244470911508	0.0149322231253124	0.34201901539406
50421	chr11	65421797	65445540	+	NEAT1	11	-8.36721594528439	0.065784399604072	0.284569116177837	5.76579797189152	5.76579797189152	0.0163410625836196	0.361381659895219
29956	chr6	34587287	34697767	-	ILRUN	6	-8.3671000379213	0.0657422167608985	0.290528539458073	5.72980402494977	5.72980402494977	0.0166793438754884	0.364671109277724
68300	chr16	30698170	30741409	+	SRCAP	16	-8.36712218832932	0.0655983294622672	0.175066978893113	5.56734061153566	5.56734061153566	0.0182985319685987	0.3955772528942
48560	chr11	13388000	13464280	-	BTBD10	11	-8.36706803109597	0.0657257958187407	0.275251308144932	5.45573387307923	5.45573387307923	0.0195042100483904	0.404051250251435
842	chr1	15846706	15940456	+	SPEN	1	-8.36706803109535	0.065725795818339	0.275251308144871	5.45573386946671	5.45573386946671	0.0195042100887174	0.404051250251435
39831	chr8	102252272	102413700	-	UBR5	8	-8.3672060674219	0.0658363148480549	0.349797639795492	5.45337652380931	5.45337652380931	0.0195305438011348	0.404051250251435
4854	chr1	150600850	150630566	-	ENSA	1	-8.36710775285908	0.0657445107513804	0.269912612418786	5.29093099382953	5.29093099382953	0.0214367569997318	0.438769366675361
74258	chr17	63772862	63819317	+	DDX42	17	-8.3671457634659	0.0657624907331003	0.264669729059524	5.13126239382655	5.13126239382655	0.0234986307964254	0.470951725545027
12773	chr2	174798808	175006381	-	CHN1	2	-8.36703661922037	0.0657367803860418	0.278818331313441	4.94462418872263	4.94462418872263	0.0261719280388031	0.515755434784348
68302	chr16	30703066	30745169	+	AC106886.6	16	-8.36716784005154	0.0656328111015389	0.162710482980662	4.93814028903216	4.93814028903216	0.0262702872187454	0.515755434784348
22088	chr4	94450856	94668227	+	PDLIM5	4	-8.36707824310126	0.065756312151301	0.272780975012223	4.77663736159593	4.77663736159593	0.0288484006899357	0.55689842224625
2132	chr1	41027199	41162433	-	SCMH1	1	-8.36724050274509	0.0658381762364866	0.288530713150122	4.69651418482408	4.69651418482408	0.0302238570279407	0.575749514076811
27950	chr5	172982770	173035445	+	ATP6V0E1	5	-8.36704950020805	0.0657548660207101	0.266332473958773	4.39939918094296	4.39939918094296	0.035951594245302	0.66879252999638
66839	chr16	2536996	2597920	+	PDPK1	16	-8.36716780285305	0.0658297695005074	0.30440688094458	4.38997008046772	4.38997008046772	0.0361509475673719	0.66879252999638
52343	chr11	118400606	118482737	+	AP001267.5	11	-8.36716886102668	0.0658437902570415	0.324841022445911	4.3377970374313	4.3377970374313	0.0372751234914968	0.676309898724135
28152	chr5	177456607	177474741	-	DBN1	5	-8.36729742838175	0.0658914072452154	0.31268347441769	4.33623992107732	4.33623992107732	0.03730923209327	0.676309898724135
85781	chr21	33584686	33932607	-	AP000311.1	21	-8.3673877261496	0.0659988157106165	0.543599858618296	4.32249079742087	4.32249079742087	0.0376118290870491	0.676309898724135
87919	chr22	41091591	41180077	+	EP300	22	-8.36725896945728	0.0658331815678704	0.249858285725713	4.27882657334249	4.27882657334249	0.0385899807369121	0.68747336053536
86747	chr22	20707690	20859811	-	PI4KA	22	-8.36706758731488	0.0658231116762263	0.35779122864124	4.14909878946582	4.14909878946582	0.0416566891286284	0.735297888839276
73136	chr17	43800798	43833242	-	MPP3	17	-8.36713002784715	0.0658380115959793	0.316487957509819	3.91167554110598	3.91167554110598	0.0479517670587057	0.837791067403005
72397	chr17	35586273	35726409	+	AP2B1	17	-8.36712386346783	0.0658489298872037	0.344204019309213	3.89833105915022	3.89833105915022	0.0483341000424811	0.837791067403005
57387	chr12	122271431	122423588	-	CLIP1	12	-8.36717579289181	0.0658593186490172	0.305821213439078	3.70697106168063	3.70697106168063	0.0541856370023335	0.922594386077921
76916	chr18	58220534	58396578	+	NEDD4L	18	-8.36717579289141	0.0658593186490188	0.305821213439083	3.7069710611313	3.7069710611313	0.054185637020169	0.922594386077921
77573	chr19	1355389	1373160	+	PWWP3A	19	-8.3671643622367	0.0658081498165275	0.230370608443517	3.64455649167576	3.64455649167576	0.0562527842544408	0.949389095662668
20100	chr4	849276	933316	-	GAK	4	-8.36721284855232	0.0658633224886695	0.278908534567615	3.62250490302631	3.62250490302631	0.057002986355794	0.953684745639545
57888	chr13	18194296	18232024	+	FAM230C	13	-8.36737530956287	0.0659815983926064	0.390455219167863	3.40652294944175	3.40652294944175	0.0649391438716291	0.976849767742476
74346	chr17	64542281	64663307	-	SMURF2	17	-8.36718251831061	0.0658747580204263	0.285766194804645	3.11520191688214	3.11520191688214	0.0775648647205275	0.976849767742476
59670	chr13	114272827	114273908	+	MIR4502	13	-8.36718251831584	0.0658747580328907	0.285766194788034	3.11520191184809	3.11520191184809	0.0775648649602045	0.976849767742476
65724	chr15	82808627	82836108	+	WHAMM	15	-8.36721584141119	0.0658771615117281	0.261355483254758	3.08210870601397	3.08210870601397	0.0791578346828596	0.976849767742476
64643	chr15	58986654	59097419	+	RNF111	15	-8.36722148191451	0.0658931458906936	0.275484124384857	2.94244190538575	2.94244190538575	0.0862802069485784	0.976849767742476
50399	chr11	65260995	65262748	-	AP000944.6	11	-8.36708113161603	0.0657505670665046	0.166530653931782	2.88733341108127	2.88733341108127	0.0892785816461438	0.976849767742476
81511	chr19	49555467	49581556	-	NOSIP	19	-8.36704794216677	0.0657683854802569	0.19363090470297	2.86642645645861	2.86642645645861	0.0904454920250047	0.976849767742476
23458	chr4	161383896	162165000	-	FSTL5	4	-8.36708964270036	0.0658233309003919	0.231944935424005	2.73603664226357	2.73603664226357	0.0981078204891509	0.976849767742476
55998	chr12	75694009	75699816	-	AC078820.2	12	-8.36715016927883	0.0658717608662035	0.275135706940125	2.72685250626455	2.72685250626455	0.0986735741034352	0.976849767742476
63905	chr15	40978879	41117280	-	INO80	15	-8.36718517035987	0.0658748861404381	0.251474046300654	2.71866119415063	2.71866119415063	0.0991811729445187	0.976849767742476
66624	chr16	1492359	1510454	+	TELO2	16	-8.36729008714085	0.0659259199075775	0.255960459571016	2.62618772706901	2.62618772706901	0.105113823644359	0.976849767742476
6765	chr1	198155997	198319522	+	NEK7	1	-8.36712673152841	0.0658263373152295	0.202711420666018	2.57348264680422	2.57348264680422	0.108668257281649	0.976849767742476
18520	chr3	146909684	147371656	-	AC092957.1	3	-8.3671267315353	0.065826337340461	0.202711381791187	2.5734826399048	2.5734826399048	0.108668257755496	0.976849767742476
2453	chr1	45802611	46036122	+	MAST2	1	-8.36718902112646	0.0658901014612539	0.264558947175529	2.5646739534659	2.5646739534659	0.109275084993661	0.976849767742476
16290	chr3	49467702	49535618	+	DAG1	3	-8.36718902112662	0.0658901014610609	0.264558947175536	2.56467395039181	2.56467395039181	0.109275085206082	0.976849767742476
83313	chr20	17613677	17660973	-	RRBP1	20	-8.36718902112671	0.0658901014610995	0.264558947175577	2.5646739495478	2.5646739495478	0.109275085264405	0.976849767742476
40185	chr8	123767438	123815452	+	FAM91A1	8	-8.36718902112671	0.0658901014610991	0.264558947175551	2.56467394954689	2.56467394954689	0.109275085264468	0.976849767742476
13609	chr2	207327889	207530791	-	AC009226.1	2	-8.36718902112671	0.0658901014610991	0.264558947175532	2.56467394954598	2.56467394954598	0.10927508526453	0.976849767742476
46889	chr10	103111744	103194298	-	NT5C2	10	-8.3675042948741	0.0661000284306075	0.791849847702777	2.44722099489172	2.44722099489172	0.117733139970589	0.976849767742476
46856	chr10	102502971	102633535	+	SUFU	10	-8.36719151771303	0.0659047335397658	0.283112109260248	2.43309084766497	2.43309084766497	0.118798452259132	0.976849767742476
38332	chr8	37421340	37494913	-	LINC01605	8	-8.36722457198464	0.0659070249968475	0.254360325227542	2.41240035413284	2.41240035413284	0.120377659081436	0.976849767742476
3032	chr1	63773016	64181498	+	ROR1	1	-8.36722457198469	0.0659070249968716	0.254360325227555	2.41240035346527	2.41240035346527	0.12037765913276	0.976849767742476
51045	chr11	72836744	73143046	-	FCHSD2	11	-8.3671312431423	0.0658418414604379	0.205524732499686	2.37448508603302	2.37448508603302	0.123332258026944	0.976849767742476
5204	chr1	154219178	154263505	+	UBAP2L	1	-8.36725705147122	0.0659226300914905	0.244532367341896	2.26937284278574	2.26937284278574	0.131953290757094	0.976849767742476
87720	chr22	37875147	37895563	+	AL022311.1	22	-8.36719070895392	0.0658898166761178	0.232066417119098	2.2349568978907	2.2349568978907	0.1349203865779	0.976849767742476
4227	chr1	112523513	112620141	-	ST7L	1	-8.36713627977955	0.065842991861362	0.189078639313643	2.18160755654299	2.18160755654299	0.13966850896853	0.976849767742476
46428	chr10	93397184	93483317	-	MYOF	10	-8.36713627976958	0.0658429918389625	0.189078643918552	2.18160755468125	2.18160755468125	0.139668509137462	0.976849767742476
71605	chr17	17843510	17973410	-	TOM1L2	17	-8.36710370126242	0.0657843663931669	0.142988492977586	2.15964917703332	2.15964917703332	0.141677033935039	0.976849767742476
52240	chr11	116843414	117099428	-	SIK3	11	-8.36715692525962	0.0658187938489602	0.150675242469586	2.1293881877491	2.1293881877491	0.144498420955548	0.976849767742476
74068	chr17	59706653	59842255	+	VMP1	17	-8.36732889931932	0.0659449000099245	0.211654155327689	2.0837742716194	2.0837742716194	0.14887167524776	0.976849767742476
63922	chr15	41285010	41380996	+	AC087721.2	15	-8.36726799337487	0.0659144214064218	0.203871208456244	2.08101035845357	2.08101035845357	0.14914142902222	0.976849767742476
43682	chr9	132261355	132355986	-	SETX	9	-8.36719528291238	0.0659053410728312	0.242061626044865	2.05782559132149	2.05782559132149	0.151426116373633	0.976849767742476
25788	chr5	88717116	88884184	-	MEF2C	5	-8.36719528291238	0.065905341072832	0.242061626044862	2.05782559131058	2.05782559131058	0.151426116374719	0.976849767742476
13345	chr2	200780494	200813170	-	BZW1-AS1	2	-8.36719528291246	0.0659053410728626	0.24206162604486	2.05782559064028	2.05782559064028	0.151426116441341	0.976849767742476
65985	chr15	90528922	90645345	+	CRTC3	15	-8.36719528291374	0.0659053410767757	0.242061626041995	2.05782559042291	2.05782559042291	0.151426116462946	0.976849767742476
51946	chr11	108221831	108369099	+	ATM	11	-8.36716058499896	0.065902342590488	0.269589309663056	2.04884023019713	2.04884023019713	0.15232218510468	0.976849767742476
1463	chr1	27772218	27824443	+	STX12	1	-8.36716058499904	0.0659023425905029	0.269589309663077	2.04884022822989	2.04884022822989	0.15232218530152	0.976849767742476
3411	chr1	82212412	82849205	-	AL157944.1	1	-8.3673841734799	0.0660240574279044	0.389776959190405	2.03197144278238	2.03197144278238	0.154020704972888	0.976849767742476
63924	chr15	41319793	41381021	+	NUSAP1	15	-8.36724931327118	0.0659183011595784	0.215580565166388	1.99357523652179	1.99357523652179	0.157967558454205	0.976849767742476
87715	chr22	37847867	37889407	+	EIF3L	22	-8.36724931327162	0.0659183011616886	0.215580565193718	1.99357523325853	1.99357523325853	0.157967558794493	0.976849767742476
71595	chr17	17680457	17811453	+	RAI1	17	-8.36714152904075	0.0658588112449121	0.190396699238196	1.97845634017813	1.97845634017813	0.1595531226124	0.976849767742476
61450	chr14	67818828	68730218	+	RAD51B	14	-8.36717556499671	0.0661311896549741	-0.193382200017218	1.96374235914391	-1.96374235914391	0.161113644787855	0.976849767742476
44028	chr9	137076516	137084538	+	UAP1L1	9	-8.36722730698844	0.065920751349289	0.231985305984577	1.92583420519713	1.92583420519713	0.165214925263078	0.976849767742476
51954	chr11	108308518	108468531	-	C11orf65	11	-8.36719901838596	0.0659205034890053	0.256448909223403	1.89319388041076	1.89319388041076	0.168842123040112	0.976849767742476
69448	chr16	69565807	69566868	-	MIR1538	16	-8.36727514020438	0.0659310515698859	0.207761900258959	1.88278731478567	1.88278731478567	0.170017689134211	0.976849767742476
5394	chr1	155481410	155563807	-	ASH1L	1	-8.3671865869938	0.065866907729614	0.166252545118776	1.86102946166193	1.86102946166193	0.17250603264106	0.976849767742476
59055	chr13	77044656	77328094	-	MYCBP2	13	-8.36714928204195	0.0658409916315938	0.149923651322109	1.79832591950344	1.79832591950344	0.179915014878509	0.976849767742476
37387	chr8	6405626	6648508	+	MCPH1	8	-8.3673689500638	0.0660056386730152	0.292803871262828	1.79653764136037	1.79653764136037	0.180131641396141	0.976849767742476
72100	chr17	29630799	29762417	-	SSH2	17	-8.36719611054193	0.0659046880070136	0.211623998397462	1.79108500318307	1.79108500318307	0.180794021983341	0.976849767742476
28120	chr5	177132078	177300210	+	NSD1	5	-8.36718812469157	0.0661233473444477	-0.191541598474994	1.75777879227826	-1.75777879227826	0.184901810640098	0.976849767742476
54707	chr12	49366461	49527425	+	SPATS2	12	-8.36721197026575	0.0661372570058708	-0.182333302621893	1.72092780052208	-1.72092780052208	0.189573660468204	0.976849767742476
70355	chr16	89574757	89597246	+	CPNE7	16	-8.36728272080528	0.0659478656398401	0.213002289163044	1.68670227197435	1.68670227197435	0.19403625334986	0.976849767742476
74987	chr17	77087748	77216802	+	SEC14L1	17	-8.36722358265886	0.0659181452796486	0.203383195926641	1.68358681271729	1.68358681271729	0.194448530454346	0.976849767742476
70785	chr17	4939007	4945191	+	RNF167	17	-8.36715169508533	0.0658757291707675	0.174596383692189	1.61334629601333	1.61334629601333	0.204022053245471	0.976849767742476
20163	chr4	1692730	1713319	-	SLBP	4	-8.36728668419229	0.0659366648563904	0.180056076821553	1.60139570626143	1.60139570626143	0.20570553092016	0.976849767742476
44244	chr10	4201140	4244912	-	LINC00702	10	-8.36720128265594	0.0659204678026767	0.218111359410863	1.59739601378897	1.59739601378897	0.206272624241036	0.976849767742476
29869	chr6	33390822	33409896	+	KIFC1	6	-8.36720128248395	0.0659204677478596	0.218110341316855	1.59739601199908	1.59739601199908	0.206272624495226	0.976849767742476
21762	chr4	82818508	82892153	-	SEC31A	4	-8.36720128247993	0.0659204677399489	0.218110341327609	1.59739600792818	1.59739600792818	0.206272625073354	0.976849767742476
30301	chr6	42563061	42693504	+	UBR2	6	-8.36727543488947	0.066209288831832	-0.119401838537549	1.55997842431225	-1.55997842431225	0.211668379392421	0.976849767742476
75353	chr17	81877666	81879557	+	AC145207.6	17	-8.36720057275477	0.0661154588808993	-0.189298429067046	1.55217871182231	-1.55217871182231	0.212814092024836	0.976849767742476
40836	chr8	144147644	144261809	+	MROH1	8	-8.36728664371131	0.0661958111858108	-0.131864304635479	1.53173849723044	-1.53173849723044	0.215851714722569	0.976849767742476
50199	chr11	64184271	64204543	+	STIP1	11	-8.36723941481623	0.0661287809718013	-0.192851015629877	1.52806694613446	-1.52806694613446	0.216402793641388	0.976849767742476
61948	chr14	80496473	80940540	-	CEP128	14	-8.36723941481623	0.0661287809717751	-0.192851015629878	1.5280669449503	-1.5280669449503	0.216402793819394	0.976849767742476
13883	chr2	218450250	218569351	-	USP37	2	-8.36723780587969	0.0658918726041297	0.13536442486588	1.45764153368054	1.45764153368054	0.227305750487359	0.976849767742476
19175	chr3	173397447	174286644	+	NLGN1	3	-8.36731894603886	0.06616157099818	-0.186805372054995	1.45227267890368	-1.45227267890368	0.228163631786366	0.976849767742476
