testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	patip3	patip4	patip5	patip6	patip7	patip8	time	interaction	testStat	signedTestStat	pvalue	adjpvalue	robustAnalysis	robustInteraction	robustTestStat	robustSignedTestStat	robustPvalue	robustAdjPvalue
80285	chr19	37906207	38208369	+	SIPA1L3	19	-7.38240869055606	0.242769224915337	-0.848782252476072	-1.00640650074447	-0.572082148833251	1.164552674021	-1.035766496021	0.165504245126219	-0.580358593453375	575.851222538389	-575.851222538389	0	0	TRUE	-0.687865524901858	651.165388602298	-651.165388602298	0	0
72965	chr17	42313323	42389568	-	STAT3	17	-7.38305300955788	0.243580532347563	-0.848338919595044	-1.00664769313094	-0.572103096729169	1.16628479794558	-1.03573968650515	0.165815663708108	-0.317524689839	514.893542764708	-514.893542764708	0	0	TRUE	-0.383607595896754	646.97542844573	-646.97542844573	0	0
67552	chr16	15948576	16143074	+	ABCC1	16	-7.38274099304999	0.241867389675867	-0.848897803795893	-1.00655291193676	-0.572451247884691	1.16369058875414	-1.03562505998481	0.165702059377001	-0.162564030925211	222.877861676738	-222.877861676738	0	0	TRUE	-0.365275330494085	633.521562008653	-633.521562008653	0	0
66453	chr16	424648	523011	+	RAB11FIP3	16	-7.38280802008212	0.241973528956788	-0.849186890577349	-1.00676106482801	-0.572221743386267	1.16362173165437	-1.03623042512192	0.165747401784804	-0.376219086463963	483.880395080894	-483.880395080894	0	0	TRUE	-0.618786551613402	627.04190998571	-627.04190998571	0	0
50794	chr11	68459730	68615334	+	PPP6R3	11	-7.38222084602285	0.242433969827236	-0.848939968250008	-1.00641217684954	-0.572771114205618	1.16359803789852	-1.03594801822473	0.165599270103988	-0.359427009189144	430.797391405329	-430.797391405329	0	0	TRUE	-0.51364833417342	623.538334076758	-623.538334076758	0	0
74852	chr17	75941506	75980166	-	ACOX1	17	-7.38356643936466	0.244081424665813	-0.847161111296596	-1.00481751206194	-0.571788962969505	1.16448618173487	-1.0350763089356	0.165712020998072	-0.36557643298659	486.658969419543	-486.658969419543	0	0	TRUE	-0.45363870040503	621.252206689678	-621.252206689678	0	0
75294	chr17	81556886	81638112	-	NPLOC4	17	-7.38382259593721	0.243304082476743	-0.847546198777338	-1.00572423886984	-0.571341239146386	1.16447467375559	-1.03470100162903	0.165826424298151	-0.248284582440904	430.578214520589	-430.578214520589	0	0	TRUE	-0.318976235524318	606.761038207449	-606.761038207449	0	0
1039	chr1	20806291	21177888	-	EIF4G3	1	-7.38239341122828	0.242689838954652	-0.848671498187357	-1.00632624486421	-0.572426714053233	1.16530120712324	-1.03531737311739	0.165736958038351	-0.283783265207649	576.650837143883	-576.650837143883	0	0	TRUE	-0.294308938222357	601.885025804397	-601.885025804397	0	0
43587	chr9	129887186	130044189	-	FNBP1	9	-7.3808419011807	0.242507795622655	-0.850143132955216	-1.00694675710463	-0.573633448291114	1.16605334812272	-1.03729527066193	0.165506729403359	-0.382580288533339	578.109145440161	-578.109145440161	0	0	TRUE	-0.394648738437614	592.665678812191	-592.665678812191	0	0
29764	chr6	32288525	32372899	-	TSBP1	6	-7.37998027324329	0.242299616927955	-0.851077185613756	-1.00840730266054	-0.574552849191888	1.16416240315062	-1.03750561862571	0.165372727947687	-0.123986558205273	141.570375558455	-141.570375558455	0	0	TRUE	-0.307619990344202	589.107989998069	-589.107989998069	0	0
74068	chr17	59706653	59842255	+	VMP1	17	-7.38031311793003	0.241019168342198	-0.850712411223179	-1.00814363124987	-0.574333020755033	1.16197517328916	-1.037296615589	0.165483645497294	-0.371537513042989	453.342897149734	-453.342897149734	0	0	TRUE	-0.454117323980433	569.873711396474	-569.873711396474	0	0
71159	chr17	7856685	7886209	-	NAA38	17	-7.38027027364765	0.242311014337242	-0.850410166662823	-1.00751524717989	-0.574542222575284	1.16434366894283	-1.03766425332392	0.16553238672881	-0.313451422820676	475.923649695702	-475.923649695702	0	0	TRUE	-0.357462489843895	562.697176510468	-562.697176510468	0	0
48456	chr11	9778666	10295207	-	SBF2	11	-7.38070488438181	0.243024657899693	-0.849166690960278	-1.00673646734467	-0.573200075519432	1.16456106906946	-1.03612563187051	0.16522050123995	-0.501061225776211	543.888502086978	-543.888502086978	0	0	TRUE	-0.511948551404457	556.945015325211	-556.945015325211	0	0
54807	chr12	50503984	50748657	+	DIP2B	12	-7.38108602397723	0.241787020222152	-0.849832123951121	-1.0073152314096	-0.573422186855012	1.16403296548729	-1.03657585065274	0.165472887196877	-0.423339839121011	516.510169108864	-516.510169108864	0	0	TRUE	-0.452687480566057	551.812902990729	-551.812902990729	0	0
75036	chr17	77958239	78106037	+	TNRC6C	17	-7.3802760933478	0.242486604659971	-0.849745769216771	-1.00683397699089	-0.574029898047878	1.16263141569741	-1.03659678273671	0.165460987248154	-0.252479033552133	515.397046223283	-515.397046223283	0	0	TRUE	-0.265746692068198	549.609210113995	-549.609210113995	0	0
51045	chr11	72836744	73143046	-	FCHSD2	11	-7.38033325173332	0.240657016866819	-0.850550369053663	-1.00742583498844	-0.574445707883227	1.16394797505095	-1.03675702061171	0.16552451155142	-0.209769375882154	357.501640062314	-357.501640062314	0	0	TRUE	-0.27808558758356	536.554604829755	-536.554604829755	0	0
73460	chr17	47322954	47441312	+	EFCAB13	17	-7.38231429821773	0.242128208917051	-0.848949898765619	-1.00643193869819	-0.572490564492298	1.16382498359591	-1.0359413616372	0.165514828684072	-0.621037075098755	493.122863772791	-493.122863772791	0	0	TRUE	-0.667817987034558	520.425703603774	-520.425703603774	0	0
55477	chr12	57253763	57432005	-	R3HDM2	12	-7.38101162266903	0.24199594036344	-0.849584995762248	-1.00702484644839	-0.573417341336277	1.16441923941897	-1.03634413007067	0.165433037494951	-0.379670297700875	499.223413296044	-499.223413296044	0	0	TRUE	-0.391719444673961	511.607787316665	-511.607787316665	0	0
69205	chr16	67028115	67098811	+	CBFB	16	-7.38162511975642	0.241432152829412	-0.850014214731061	-1.00746854011007	-0.573490207163737	1.16265206978897	-1.03662487458641	0.165676247285615	-0.387542913444344	487.633892643731	-487.633892643731	0	0	TRUE	-0.391915983359928	494.236356644426	-494.236356644426	0	0
72762	chr17	40388524	40418896	-	TOP2A	17	-7.38303574577431	0.242732688719834	-0.848611507837731	-1.00639102084473	-0.572032319174365	1.16694854211466	-1.0353245163609	0.165571720581223	-0.538328534602478	373.223691191524	-373.223691191524	0	0	TRUE	-0.743484786695976	476.288715274539	-476.288715274539	0	0
73528	chr17	48133441	48431214	-	SKAP1	17	-7.38084930752446	0.241789906454555	-0.849721386882725	-1.00738925898811	-0.57356270049714	1.16379135671279	-1.03630637805573	0.165369613967864	-0.380673071123111	409.939490803052	-409.939490803052	0	0	TRUE	-0.433481911072898	475.404549554922	-475.404549554922	0	0
28324	chr5	179911650	180072721	-	RNF130	5	-7.38354892611652	0.243549279332469	-0.848569713571451	-1.00594895015444	-0.571732252193223	1.16449223496126	-1.03497360949048	0.165704157211256	-0.412972949030057	414.209983579814	-414.209983579814	0	0	TRUE	-0.463315962569803	464.801592478994	-464.801592478994	0	0
88338	chr22	50371071	50444391	+	PPP6R2	22	-7.3821266678851	0.242707269952289	-0.849175113697221	-1.00636949030033	-0.572566003255062	1.16476093483101	-1.03603975684966	0.165470835675536	-0.539176866263583	456.987641643733	-456.987641643733	0	0	TRUE	-0.55822690701172	464.701969877351	-464.701969877351	0	0
29060	chr6	25278373	25620530	+	CARMIL1	6	-7.38213074891157	0.242120014468127	-0.84938179269253	-1.00666550803096	-0.57285134921826	1.16563621111459	-1.03606252188197	0.165489095635601	-0.352897462835992	258.293660726398	-258.293660726398	0	0	TRUE	-0.606591574925307	449.761573222932	-449.761573222932	0	0
1285	chr1	25429857	25500205	+	MACO1	1	-7.38217026466417	0.242605850501496	-0.848655817115241	-1.00659525312895	-0.57246032379843	1.16585200305628	-1.03546901398676	0.165443432834743	-0.45442410124542	407.936022920534	-407.936022920534	0	0	TRUE	-0.495850248877902	446.869186154101	-446.869186154101	0	0
16347	chr3	49939040	50077248	+	RBM6	3	-7.37983089149902	0.240830342544396	-0.851439625605491	-1.00811097754577	-0.574724281994664	1.16307264153874	-1.03788306893289	0.165457089951753	-0.323957784495783	432.807999823242	-432.807999823242	0	0	TRUE	-0.328047739007806	440.098086117301	-440.098086117301	0	0
87285	chr22	29882168	30030866	+	MTMR3	22	-7.38161680760435	0.241648996654955	-0.849948503319347	-1.00639433874504	-0.573217410314834	1.16550813009177	-1.03602988880505	0.165433696565098	-0.456262066577648	384.803896960337	-384.803896960337	0	0	TRUE	-0.515030925987212	429.747424325906	-429.747424325906	0	0
70714	chr17	4271979	4367628	-	UBE2G1	17	-7.38219791279817	0.242456626245615	-0.848696878232311	-1.00588166311379	-0.572454868350186	1.16450099953388	-1.03546977008952	0.165466468898977	-0.333477096195756	389.569216707256	-389.569216707256	0	0	TRUE	-0.362258591198182	427.844415164087	-427.844415164087	0	0
77570	chr19	1355313	1378431	+	PWWP3A	19	-7.38143014952841	0.241564618061773	-0.849993938666027	-1.00729555760735	-0.573562167397123	1.16297684917453	-1.03674725308672	0.165533938945447	-0.328237544608759	313.2637102874	-313.2637102874	0	0	TRUE	-0.42710259540181	423.797679357231	-423.797679357231	0	0
50394	chr11	65180193	65212006	+	CAPN1	11	-7.38015373602189	0.241313969956162	-0.850509725629467	-1.00869782190789	-0.574624584787578	1.16283959125774	-1.03785649427454	0.165536450177892	-0.289774587496883	373.453164941631	-373.453164941631	0	0	TRUE	-0.320032175633162	423.068147968035	-423.068147968035	0	0
49334	chr11	45932565	46122178	-	PHF21A	11	-7.38126622979337	0.242511296543822	-0.849819219452408	-1.00766733448026	-0.573482643006181	1.16352189230276	-1.03665808731945	0.165456502591865	-0.503615650134975	397.813805747312	-397.813805747312	0	0	TRUE	-0.534631245644047	422.605537345167	-422.605537345167	0	0
19960	chr3	197042559	197299576	-	DLG1	3	-7.38213305936005	0.242647053792948	-0.849028852791738	-1.00587767666976	-0.572668906439425	1.16502459126391	-1.03501435501111	0.165399975505708	-0.460989937522616	382.130654092412	-382.130654092412	0	0	TRUE	-0.506363337300229	416.193152441643	-416.193152441643	0	0
16207	chr3	48917820	48986382	+	ARIH2	3	-7.3807396335188	0.24089175459649	-0.850358109610567	-1.00721719481966	-0.57391040132522	1.16340379336243	-1.03713118489963	0.165396072308106	-0.440611318268668	380.166452621575	-380.166452621575	0	0	TRUE	-0.477115856440407	414.660250740591	-414.660250740591	0	0
78648	chr19	12461558	12552474	-	AC008758.1	19	-7.38228894603385	0.242164395049591	-0.849101609583722	-1.00688510773323	-0.572444148537644	1.16393700299541	-1.03574928883872	0.165468988049749	-0.809323512912087	456.302024825942	-456.302024825942	0	0	TRUE	-0.875776915760755	412.787040922791	-412.787040922791	0	0
74780	chr17	75318075	75406486	-	GRB2	17	-7.38150281116856	0.243042042269843	-0.849354696695409	-1.00699760091298	-0.573116473131839	1.16363577601272	-1.03672558028752	0.165542884832985	-0.227077594906207	334.294836272951	-334.294836272951	0	0	TRUE	-0.260680427057231	410.391887168866	-410.391887168866	0	0
4792	chr1	150066278	150145163	+	VPS45	1	-7.38275319750784	0.243765563030081	-0.848432634757808	-1.00639232732111	-0.57240653191747	1.16512934702587	-1.03535839182408	0.165554141169015	-0.526929284370955	383.681045466568	-383.681045466568	0	0	TRUE	-0.564954263021441	410.204882496968	-410.204882496968	0	0
30494	chr6	44826725	45378934	-	SUPT3H	6	-7.38087244245231	0.241914205328367	-0.850226346228367	-1.00734169889424	-0.573642119871867	1.1647422427109	-1.03657504181577	0.165352000432042	-0.409923603792817	350.796480536927	-350.796480536927	0	0	TRUE	-0.465983257385695	401.37433706969	-401.37433706969	0	0
72188	chr17	31094349	31095425	-	MIR4733	17	-7.38011918015157	0.242134933894803	-0.850280144310834	-1.00709537987755	-0.573938046297774	1.16346625550942	-1.0371908942013	0.165171813764533	-0.455408789094959	356.006213205867	-356.006213205867	0	0	TRUE	-0.503926003814082	395.736074555665	-395.736074555665	0	0
4875	chr1	150809712	150877599	-	ARNT	1	-7.38198470348988	0.241720416655739	-0.849515723552215	-1.00716714098603	-0.573410236579565	1.16404700956166	-1.0364197513388	0.16561443378024	-0.311310963173295	258.933254341595	-258.933254341595	0	0	TRUE	-0.447225679645265	394.954134180676	-394.954134180676	0	0
64039	chr15	42574605	42720998	+	STARD9	15	-7.38223029407619	0.242529583149673	-0.849288218248085	-1.00625632061451	-0.572646592119235	1.16500083854326	-1.0356045739252	0.165452680238203	-0.501657075308273	357.546554793138	-357.546554793138	0	0	TRUE	-0.54564856506764	385.305910729803	-385.305910729803	0	0
57092	chr12	115953871	116278719	-	MED13L	12	-7.38233658115104	0.241831697638593	-0.849516632310327	-1.0072233366869	-0.573131135475509	1.16457346171114	-1.03616164647483	0.165690828060538	-0.385820979997405	345.809149187524	-345.809149187524	0	0	TRUE	-0.419295366680883	380.299885068089	-380.299885068089	0	0
16092	chr3	47585268	47782893	-	SMARCC1	3	-7.38189969961796	0.242380297303255	-0.849362568760068	-1.00620480950637	-0.572842867346093	1.16524425502654	-1.03560677343852	0.165452033167409	-0.259512151403126	291.965465091169	-291.965465091169	0	0	TRUE	-0.315540778284155	374.792410782538	-374.792410782538	0	0
72098	chr17	29625937	29931152	-	SSH2	17	-7.38023544340899	0.241668637488105	-0.849963893604876	-1.00719548705133	-0.573818688740555	1.16285706174232	-1.03694427071035	0.165144101831402	-0.485032051566213	307.276103761513	-307.276103761513	0	0	TRUE	-0.58938434655772	370.96803002106	-370.96803002106	0	0
75426	chr17	82101469	82213813	-	CCDC57	17	-7.38288083993831	0.242681183263903	-0.848545301176602	-1.00645366160302	-0.572393487980855	1.16393924157369	-1.03554447040271	0.165665752278433	-0.361291036776393	363.487552124076	-363.487552124076	0	0	TRUE	-0.366325270464595	369.879392396193	-369.879392396193	0	0
55065	chr12	53506690	53626979	-	ATF7-NPFF	12	-7.38158897723845	0.242961664599191	-0.849149398145882	-1.00700971152762	-0.57322306178583	1.16463003560431	-1.03632452433465	0.165500394462633	-0.316403460945062	353.46129009407	-353.46129009407	0	0	TRUE	-0.326055700300612	367.944297404029	-367.944297404029	0	0
44452	chr10	11453945	11612754	-	USP6NL	10	-7.38345995733472	0.243049721149287	-0.848418831002985	-1.00621001662267	-0.57206940761989	1.16455503630239	-1.03500141922588	0.165653513486303	-0.617606755875659	330.97241755994	-330.97241755994	0	0	TRUE	-0.734228273239955	366.750930515118	-366.750930515118	0	0
1841	chr1	35267708	35422058	+	ZMYM4	1	-7.38255970673666	0.242625026541012	-0.848922480231775	-1.00675291123505	-0.57276271704303	1.16465760044538	-1.03551608738838	0.165608882417457	-0.397269136417483	328.219362496864	-328.219362496864	0	0	TRUE	-0.440799969196594	362.888516275678	-362.888516275678	0	0
66638	chr16	1631258	1686715	+	AL031708.1	16	-7.38276558558624	0.24327172953308	-0.848605515092802	-1.00646739933408	-0.572338394426528	1.16426188437714	-1.03522152693022	0.1655196294397	-0.451390216376927	290.000752008054	-290.000752008054	0	0	TRUE	-0.567747978296769	360.0592704257	-360.0592704257	0	0
91555	chrX	155065320	155148775	-	MTCP1	23	-7.38227549139407	0.24240582099607	-0.849059079076221	-1.00623498759688	-0.572502760965851	1.16401752716919	-1.03573539638702	0.16543762728531	-0.57116372367385	378.643215854187	-378.643215854187	0	0	TRUE	-0.56109221892012	356.485761051998	-356.485761051998	0	0
53053	chr12	990207	1495933	+	ERC1	12	-7.38171641652048	0.241957662574305	-0.849027124717082	-1.00679238035643	-0.573042184531109	1.16470307633587	-1.03606042012255	0.165355165149812	-0.423026143557565	227.729770808481	-227.729770808481	0	0	TRUE	-0.647682131722824	356.104860831983	-356.104860831983	0	0
55071	chr12	53542886	53626996	-	ATF7	12	-7.38154970395969	0.242943367846813	-0.84934547634163	-1.00710281628955	-0.5732430497355	1.16461011225432	-1.03634304147588	0.165492480631601	-0.314873386582388	341.444692698307	-341.444692698307	0	0	TRUE	-0.324748533467696	355.862694329582	-355.862694329582	0	0
50421	chr11	65421797	65445540	+	NEAT1	11	-7.37989683636828	0.243524943538479	-0.850256187227581	-1.00747965103605	-0.574536964240271	1.16619247132589	-1.03747403778853	0.165276774240496	-0.316628513356118	334.945279769134	-334.945279769134	0	0	TRUE	-0.331292845527193	355.789368525147	-355.789368525147	0	0
87001	chr22	24269816	24417739	+	SPECC1L	22	-7.38243257962965	0.2423712219345	-0.849272232316629	-1.00649252163253	-0.572494639001764	1.16412333030509	-1.03561577413375	0.165493969768874	-0.452523105061099	316.679391515441	-316.679391515441	0	0	TRUE	-0.505308414180672	355.504899765831	-355.504899765831	0	0
55070	chr12	53530751	53621218	+	AC023509.6	12	-7.38162910810471	0.242940057177175	-0.849257761973316	-1.00700988016208	-0.573228158517351	1.16464009106765	-1.03630875428627	0.165507433054026	-0.313262661360331	341.128394096158	-341.128394096158	0	0	TRUE	-0.323051906637593	355.47192760976	-355.47192760976	0	0
29647	chr6	31739019	31764850	+	MSH5-SAPCD1	6	-7.38135299891179	0.241590687762643	-0.850291381359989	-1.00736375245137	-0.573587024550485	1.16367159816081	-1.03611742295836	0.165476407658346	-0.458855960315884	372.566999127157	-372.566999127157	0	0	TRUE	-0.488639156796033	352.687782269903	-352.687782269903	0	0
568	chr1	10031831	10180367	+	UBE4B	1	-7.38217016448591	0.242251834445114	-0.84909652565825	-1.00655769619499	-0.57262776804041	1.16401051399723	-1.03591868216026	0.165404819769889	-0.723523547500115	320.529453104828	-320.529453104828	0	0	TRUE	-0.83171044620655	349.846592958085	-349.846592958085	0	0
29942	chr6	34284886	34427071	-	RPS10-NUDT3	6	-7.38142815141573	0.242870187936998	-0.849583390709253	-1.00682337687876	-0.57313412430226	1.16343815481247	-1.03608923533546	0.165413641356238	-0.312180140260646	337.268188503105	-337.268188503105	0	0	TRUE	-0.319496387629789	348.209293159191	-348.209293159191	0	0
53432	chr12	6976184	7019476	-	LPCAT3	12	-7.38262872494175	0.242681500804053	-0.848581793670886	-1.00610126903627	-0.572287618540654	1.16420410507263	-1.03534497895823	0.16549324021563	-0.416724090956198	332.364236514084	-332.364236514084	0	0	TRUE	-0.460447436571777	348.192363847978	-348.192363847978	0	0
29940	chr6	34279678	34393669	-	NUDT3	6	-7.38142955511715	0.242875090939197	-0.849580759116609	-1.00688978147653	-0.573132999707619	1.16343865100206	-1.03606822742472	0.165414322436146	-0.314420657194837	336.39544333797	-336.39544333797	0	0	TRUE	-0.321875160558643	347.414300535806	-347.414300535806	0	0
29645	chr6	31738947	31762676	+	MSH5	6	-7.38198688951225	0.242258036925546	-0.849635789300531	-1.00669202610804	-0.57292230551912	1.16433967853694	-1.03544922885226	0.165466706343104	-0.465247091592431	365.888716628309	-365.888716628309	0	0	TRUE	-0.497330124401345	346.408847370651	-346.408847370651	0	0
5413	chr1	155686966	155738526	+	DAP3	1	-7.38271743116351	0.242459969879986	-0.84890812658947	-1.00671914612321	-0.572311898977601	1.16609507816578	-1.03580154431702	0.165510344415749	-0.71716687228924	312.863750563934	-312.863750563934	0	0	TRUE	-0.855007758189339	344.175490296911	-344.175490296911	0	0
48057	chr11	3854701	4093209	+	STIM1	11	-7.38140486493331	0.241678432010638	-0.849552663272627	-1.00641431954102	-0.573255819938784	1.16602619878774	-1.03655571961673	0.165345107901839	-0.500492220201223	329.252510581166	-329.252510581166	0	0	TRUE	-0.521927907324909	343.305554448627	-343.305554448627	0	0
64044	chr15	42738117	42742197	+	AC090510.1	15	-7.3815505530937	0.241789264531327	-0.849470319844518	-1.00720086201012	-0.573526652676771	1.16316467896557	-1.03663180941838	0.165512107997008	-0.337823741001743	276.879071991425	-276.879071991425	0	0	TRUE	-0.401796982923357	343.20758859627	-343.20758859627	0	0
80657	chr19	41548517	41586843	+	CEACAM21	19	-7.38153278476269	0.241974460312203	-0.849848795665388	-1.0071470482862	-0.573630082201426	1.16460598010198	-1.03634765451723	0.165356389675199	-0.0459026267390978	11.2435249602422	-11.2435249602422	0.000799012659873033	0.00132155346030359	TRUE	-0.379642142980609	342.67197694676	-342.67197694676	0	0
66639	chr16	1677276	1701490	+	JPT2	16	-7.3813657135986	0.241945897154544	-0.849268333751397	-1.00697644817133	-0.573023104250819	1.16367090619308	-1.03607654015181	0.165249698004851	-0.871223814914193	336.247630260419	-336.247630260419	0	0	TRUE	-0.893503876390568	342.468642458785	-342.468642458785	0	0
78610	chr19	11986640	12078106	+	AC008770.4	19	-7.38268020227729	0.242445810886007	-0.849113331592501	-1.00668587140865	-0.572533293845564	1.16422583754173	-1.03564743982817	0.165503166009737	-0.222234060969861	100.276017490774	-100.276017490774	0	0	TRUE	-0.626380729364588	341.0172488112	-341.0172488112	0	0
53374	chr12	6788527	6820799	+	CD4	12	-7.38281480265823	0.242367956514354	-0.848758429586375	-1.00651374852184	-0.572462670525007	1.16416233246847	-1.03581946075343	0.165569272902487	-0.54110268929871	278.147818358615	-278.147818358615	0	0	TRUE	-0.681045680074774	338.601791693829	-338.601791693829	0	0
70384	chr16	89798373	89817657	-	FANCA	16	-7.38230422847444	0.241986876326851	-0.849234450078408	-1.00693336804406	-0.572963915920684	1.16377250620337	-1.03598584875591	0.165528979961094	-0.502753672327776	243.181262055878	-243.181262055878	0	0	TRUE	-0.750374151066419	338.254866643343	-338.254866643343	0	0
66626	chr16	1510426	1613072	-	IFT140	16	-7.38226910148566	0.242859948093208	-0.848817596108454	-1.00620859477137	-0.572604351744571	1.1660476705694	-1.03562018650517	0.165423897192904	-0.295665843534577	218.423399746884	-218.423399746884	0	0	TRUE	-0.413183857582364	336.88226167392	-336.88226167392	0	0
85950	chr21	37374093	37512921	+	DYRK1A	21	-7.38230117117392	0.242301658163303	-0.84914326167642	-1.006807268547	-0.572646171800414	1.1640658209142	-1.03568876607772	0.16543008097143	-0.463943934694289	203.176022962667	-203.176022962667	0	0	TRUE	-0.8117326301119	335.268422969151	-335.268422969151	0	0
46889	chr10	103111744	103194298	-	NT5C2	10	-7.38138447954811	0.241605928370515	-0.850076594165481	-1.00727709007848	-0.57339295698016	1.16464806565505	-1.03640750254586	0.165361325393121	-0.611630330676383	262.63550591236	-262.63550591236	0	0	TRUE	-0.861597626018369	334.258774165995	-334.258774165995	0	0
55139	chr12	54230941	54281122	-	CBX5	12	-7.38274762632261	0.243047972083427	-0.848372501264355	-1.00632055043612	-0.57249095527704	1.16523210659149	-1.03547295949754	0.165587203193386	-0.349171634790879	305.356290350202	-305.356290350202	0	0	TRUE	-0.374911961169112	333.558227736969	-333.558227736969	0	0
16442	chr3	50673926	51384198	+	DOCK3	3	-7.38190311465645	0.242142017338309	-0.849535035323907	-1.00672791874399	-0.572922644977246	1.16357726210966	-1.03594046120532	0.165460281660483	-0.345186930710461	288.914698025212	-288.914698025212	0	0	TRUE	-0.393404699509119	332.948231579736	-332.948231579736	0	0
72785	chr17	40628796	40666141	-	AC073508.2	17	-7.38214731465254	0.242491127675398	-0.849335733134288	-1.00689895723278	-0.572552918892367	1.1640008675429	-1.03598436440565	0.165400413758087	-0.792729938886736	322.616391826887	-322.616391826887	0	0	TRUE	-0.825548417508412	332.359992451035	-332.359992451035	0	0
3242	chr1	71402943	72101930	-	NEGR1	1	-7.38253104026189	0.242389081426278	-0.848914063100782	-1.00672985372746	-0.57251722968311	1.16479483635456	-1.0354604902537	0.165474404693098	-0.663683700553864	287.755206945352	-287.755206945352	0	0	TRUE	-0.843197029511858	332.354972123168	-332.354972123168	0	0
53433	chr12	6987258	7071032	+	C1S	12	-7.38185288330131	0.242270521804726	-0.849063974552777	-1.00643070720328	-0.572786306972559	1.16377952550211	-1.0353823579758	0.165376023547746	-0.383396438347422	319.302661602385	-319.302661602385	0	0	TRUE	-0.416490761080567	331.74931988446	-331.74931988446	0	0
