chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr16	15867419	15889614	-	FOPNL	16	67549	2	22193	3259	1811020999	2	22193	440	1811023818	2	22193	1762	1811022496	2	22193	1300	1811022958	4.57016265606675	57.2781555972179	57.2781555972179	3.78586051397178e-14	8.07019266228319e-13
chr19	51224097	51235966	+	CD33	19	81779	3	11866	3258	1811031326	0	11869	442	1811034142	2	11867	1762	1811032822	2	11867	1300	1811033284	5.06249756853677	56.9551590565825	56.9551590565825	4.46309655899313e-14	9.30701168307426e-13
chr6	31739020	31762676	+	MSH5	6	29648	4	23652	3257	1811019540	1	23655	441	1811022356	2	23654	1762	1811021035	1	23655	1301	1811021496	4.50640517128304	56.2690130889241	56.2690130889241	6.31716901011714e-14	1.30303611038418e-12
chr12	122503453	122527936	-	RSRC2	12	57400	5	24478	3256	1811018714	1	24482	441	1811021529	1	24482	1763	1811020207	1	24482	1301	1811020669	4.47203893961124	55.725364214828	55.725364214828	8.33777491493493e-14	1.65761877453914e-12
chr14	81180208	81222231	-	GTF2A1	14	61961	3	42020	3258	1811001172	1	42022	441	1811003989	3	42020	1761	1811002669	2	42021	1300	1811003130	4.04968704956235	55.1959253446548	55.1959253446548	1.09134923320653e-13	2.12563807503221e-12
chr12	49366474	49527419	+	SPATS2	12	54709	5	160940	3256	1810882252	1	160944	441	1810885067	4	160941	1760	1810883748	3	160942	1299	1810884209	3.0750508978333	55.1291546116118	55.1291546116118	1.12909681604378e-13	2.16830220445274e-12
chr6	31739019	31764850	+	MSH5-SAPCD1	6	29647	4	25827	3257	1811017365	1	25830	441	1811020181	2	25829	1762	1811018860	1	25830	1301	1811019321	4.41843656197979	54.877845076524	54.877845076524	1.28230759344206e-13	2.43574962180058e-12
chr22	27978013	28680865	-	TTC28	22	87180	11	702841	3250	1810340351	3	702849	439	1810343162	4	702848	1760	1810341841	4	702848	1298	1810342303	2.12807867792322	54.8185960244446	54.8185960244446	1.32227562232856e-13	2.49929633639147e-12
chr1	15846706	15940456	+	SPEN	1	842	8	93742	3253	1810949450	0	93750	442	1810952261	1	93749	1763	1810950940	2	93748	1300	1810951403	3.4481803422618	54.5424925364496	54.5424925364496	1.52100554373646e-13	2.86083248593962e-12
chr17	42267586	42269807	+	AC099811.4	17	72957	2	2219	3259	1811040973	0	2221	442	1811043790	1	2220	1763	1811042469	2	2219	1300	1811042932	6.40222502981781	54.0316512122227	54.0316512122227	1.9728663147589e-13	3.69262831694142e-12
chr19	3135032	3163749	+	GNA15	19	77781	4	28713	3257	1811014479	0	28717	442	1811017294	2	28715	1762	1811015974	2	28715	1300	1811016436	4.31251128949979	53.2046934348473	53.2046934348473	3.0053737276603e-13	5.5708304314167e-12
chr20	63707089	63736141	+	ZGPAT	20	85080	3	29049	3258	1811014143	1	29051	441	1811016960	2	29050	1762	1811015639	2	29050	1300	1811016101	4.30091208095124	53.0216172759247	53.0216172759247	3.29847260616134e-13	6.06580814285574e-12
chr20	63707863	63739103	+	AL121845.3	20	85081	3	31237	3258	1811011955	1	31239	441	1811014772	2	31238	1762	1811013451	2	31238	1300	1811013913	4.22829286806626	51.8761147950427	51.8761147950427	5.91193760612896e-13	1.05019002753319e-11
chr17	31093976	31377675	+	NF1	17	72192	9	283690	3252	1810759502	1	283698	441	1810762313	3	283696	1761	1810760993	2	283697	1300	1810761454	2.65152021498386	51.6329546914494	51.6329546914494	6.69131416941582e-13	1.17527266457675e-11
chr19	51572327	51589738	+	ZNF175	19	81829	2	17409	3259	1811025783	1	17410	441	1811028601	2	17409	1762	1811027280	2	17409	1300	1811027742	4.67926381594038	51.631724128325	51.631724128325	6.69464483848969e-13	1.17527266457675e-11
chr17	42199176	42277391	-	STAT5B	17	72955	4	78211	3257	1810964981	1	78214	441	1810967797	2	78213	1762	1810966476	3	78212	1299	1810966939	3.53390427740114	51.2475879742997	51.2475879742997	8.1423756626009e-13	1.42010433715453e-11
chr9	137618012	137764757	+	EHMT1	9	44101	4	146741	3257	1810896451	1	146744	441	1810899267	3	146742	1761	1810897947	4	146741	1298	1810898410	3.0872346430225	51.1690266978694	51.1690266978694	8.47433234696382e-13	1.47131281517195e-11
chr16	89738402	89817646	-	FANCA	16	70383	6	79238	3255	1810963954	0	79244	442	1810966767	2	79242	1762	1810965447	2	79242	1300	1810965909	3.52083290254064	50.9938590123784	50.9938590123784	9.26592136352156e-13	1.6015018140465e-11
chr19	47129894	47210170	+	SAE1	19	81231	5	80271	3256	1810962921	0	80276	442	1810965735	3	80273	1761	1810964416	2	80274	1300	1810964877	3.50789286506001	50.7427787149209	50.7427787149209	1.05304653885696e-12	1.80381230785454e-11
chr11	68459748	68613117	+	PPP6R3	11	50796	5	153364	3256	1810889828	0	153369	442	1810892642	4	153365	1760	1810891324	3	153366	1299	1810891785	3.04307949018129	50.1588356847351	50.1588356847351	1.41786582474879e-12	2.3756992006817e-11
chr1	27408196	27491051	-	WASF2	1	1437	7	82848	3254	1810960344	0	82855	442	1810963156	3	82852	1761	1810961837	0	82855	1302	1810962296	3.4762688381703	50.1295890451875	50.1295890451875	1.43918210682159e-12	2.40093119298889e-11
chr17	29389930	29544340	+	TAOK1	17	72079	7	154403	3254	1810888789	0	154410	442	1810891601	2	154408	1762	1810890281	3	154407	1299	1810890744	3.03631409164531	50.0042519695708	50.0042519695708	1.53410617542704e-12	2.53722646341102e-11
chr15	75843043	75899650	+	UBE2Q2	15	65426	3	56604	3258	1810986588	1	56606	441	1810989405	2	56605	1762	1810988084	3	56604	1299	1810988547	3.75174624457899	49.9421670646116	49.9421670646116	1.5834000777204e-12	2.59637012744153e-11
chr1	27456197	27459582	+	FO393419.2	1	1438	3	3382	3258	1811039810	0	3385	442	1811042626	2	3383	1762	1811041306	0	3385	1302	1811041766	5.98058672379575	49.8251752968354	49.8251752968354	1.68076663698002e-12	2.68712566087181e-11
chr9	136441754	136478081	-	SEC16A	9	43944	4	36323	3257	1811006869	0	36327	442	1811009684	2	36325	1762	1811008364	2	36325	1300	1811008826	4.07741692160325	49.5002167662897	49.5002167662897	1.9835244557953e-12	3.14235263324484e-11
chr11	65832962	65853701	+	SNX32	11	50503	3	20736	3258	1811022456	0	20739	442	1811025272	1	20738	1763	1811023951	3	20736	1299	1811024415	4.50432808391431	49.207642740279	49.207642740279	2.30249153077011e-12	3.5767854265445e-11
chr12	6570207	6607373	-	CHD4	12	53329	3	37163	3258	1811006029	0	37166	442	1811008845	3	37163	1761	1811007526	2	37164	1300	1811007987	4.05458183765732	49.1411390794383	49.1411390794383	2.38187247703081e-12	3.6703793953282e-11
chr17	40218789	40278231	+	WIPF2	17	72749	5	59437	3256	1810983755	0	59442	442	1810986569	2	59440	1762	1810985249	2	59440	1300	1810985711	3.70287389175381	49.0836798861565	49.0836798861565	2.4527047060019e-12	3.74941352865708e-11
chr9	128946698	129007096	+	NUP188	9	43497	5	60393	3256	1810982799	1	60397	441	1810985614	1	60397	1763	1810984292	2	60396	1300	1810984755	3.68691770387606	48.8036210364371	48.8036210364371	2.82918133365229e-12	4.27686482030146e-11
chr6	31835842	31839764	+	SNHG32	6	29668	1	3921	3260	1811039271	1	3921	441	1811042090	2	3920	1762	1811040769	1	3921	1301	1811041230	5.83327567180951	48.3563955441641	48.3563955441641	3.55382390182513e-12	5.12632417718158e-11
chr12	6666729	6690292	-	ZNF384	12	53349	5	23558	3256	1811019634	0	23563	442	1811022448	1	23562	1763	1811021127	1	23562	1301	1811021589	4.37665222450274	47.4413796637673	47.4413796637673	5.66735547380404e-12	7.9363660412358e-11
chr9	125747198	125967377	+	PBX3	9	43260	6	220173	3255	1810823019	1	220178	441	1810825833	3	220176	1761	1810824513	3	220176	1299	1810824975	2.76163325948277	47.4232185479777	47.4232185479777	5.72009106747373e-12	7.98108706396244e-11
chr19	11506183	11529865	-	ECSIT	19	78565	2	23680	3259	1811019512	1	23681	441	1811022330	3	23679	1761	1811021010	1	23681	1301	1811021470	4.3716141155993	47.3717382690229	47.3717382690229	5.87230264414984e-12	8.16377726289962e-11
chr16	1677276	1701490	+	JPT2	16	66639	4	24210	3257	1811018982	0	24214	442	1811021797	2	24212	1762	1811020477	1	24213	1301	1811020938	4.34939605581625	47.0646776706271	47.0646776706271	6.86828371954107e-12	9.0562215229825e-11
chr9	135810489	135908228	-	CAMSAP1	9	43902	3	97736	3258	1810945456	2	97737	440	1810948274	2	97737	1762	1810946952	3	97736	1299	1810947415	3.31104632555267	46.9364617022802	46.9364617022802	7.33257898843931e-12	9.53732392496326e-11
chr17	77321609	77500593	+	SEPTIN9	17	75006	6	178978	3255	1810864214	1	178983	441	1810867028	3	178981	1761	1810865708	2	178982	1300	1810866169	2.88861222313834	46.643159166124	46.643159166124	8.51640979959711e-12	1.09655920808906e-10
chr12	56520998	56589503	+	RBMS2	12	55400	5	68500	3256	1810974692	1	68504	441	1810977507	2	68503	1762	1810976186	1	68504	1301	1810976647	3.56095699089836	46.596981449431	46.596981449431	8.71946959080105e-12	1.1188241044007e-10
chr12	56664084	56689162	-	PTGES3	12	55412	3	25075	3258	1811018117	1	25077	441	1811020934	1	25077	1763	1811019612	2	25076	1300	1811020075	4.31433251773024	46.5802689395496	46.5802689395496	8.79407657805587e-12	1.1188241044007e-10
chr9	127447676	127452373	-	RPL12	9	43304	2	4695	3259	1811038497	1	4696	441	1811041315	1	4696	1763	1811039993	1	4696	1301	1811040455	5.65288742920351	46.5586322915042	46.5586322915042	8.89177620422288e-12	1.1188241044007e-10
chr6	31402594	31415315	+	MICA	6	29543	2	12719	3259	1811030473	1	12720	441	1811033291	2	12719	1762	1811031970	1	12720	1301	1811032431	4.8388375564776	46.1549413846515	46.1549413846515	1.0926148874546e-11	1.34370619332157e-10
chr15	41667894	41769941	+	MGA	15	63948	5	102042	3256	1810941150	1	102046	441	1810943965	2	102045	1762	1810942644	2	102045	1300	1810943106	3.26790977085906	46.105949893943	46.105949893943	1.12028164522826e-11	1.36895562826141e-10
chr19	8443989	8489110	+	HNRNPM	19	78255	4	45117	3257	1810998075	0	45121	442	1811000890	2	45119	1762	1810999570	2	45119	1300	1811000032	3.86061218957157	46.0971853481024	46.0971853481024	1.12529985329957e-11	1.37072239273347e-10
chr12	54497783	54542963	+	NCKAP1L	12	55182	4	45176	3257	1810998016	0	45180	442	1811000831	2	45178	1762	1810999511	2	45178	1300	1810999973	3.85930534387704	46.0767175118381	46.0767175118381	1.13711262628158e-11	1.37637260159067e-10
chr15	75894039	75895302	+	RN7SL510P	15	65427	1	1262	3260	1811041930	1	1262	441	1811044749	1	1262	1763	1811043427	1	1262	1301	1811043889	6.74368731085408	45.9526276839315	45.9526276839315	1.21147536447097e-11	1.44810933753119e-10
chr3	51395866	51500994	-	DCAF1	3	16446	6	105122	3255	1810938070	1	105127	441	1810940884	3	105125	1761	1810939564	0	105128	1302	1810940023	3.23816201118835	45.5340360498522	45.5340360498522	1.50008894195253e-11	1.78332625240705e-10
chr19	46859996	47005077	+	ARHGAP35	19	81218	5	145076	3256	1810898116	0	145081	442	1810900930	3	145078	1761	1810899611	3	145078	1299	1810900073	3.01147852667038	45.3189313131443	45.3189313131443	1.67422742336498e-11	1.97661865336967e-10
chr12	57693144	57721024	+	OS9	12	55537	3	27877	3258	1811015315	0	27880	442	1811018131	3	27877	1761	1811016812	1	27879	1301	1811017272	4.20840361435182	45.1182698704652	45.1182698704652	1.85487181170174e-11	2.18165518270694e-10
chr1	27233667	27308244	+	WDTC1	1	1417	4	74573	3257	1810968619	1	74576	441	1810971435	2	74575	1762	1810970114	2	74575	1300	1810970576	3.47602489301592	45.1136256950849	45.1136256950849	1.85926829487926e-11	2.18165518270694e-10
chr9	125260828	125309300	+	GAPVD1	9	43235	2	48470	3259	1810994722	1	48471	441	1810997540	3	48469	1761	1810996220	2	48470	1300	1810996681	3.78896800837769	44.9759591259644	44.9759591259644	1.99468219719279e-11	2.31226452889085e-10
chr12	57694131	57722510	-	AC025165.2	12	55534	3	28376	3258	1811014816	0	28379	442	1811017632	3	28376	1761	1811016313	1	28378	1301	1811016773	4.19066211452861	44.8736307732761	44.8736307732761	2.10169659453641e-11	2.39777271784016e-10
chr11	67288302	67302484	+	ANKRD13D	11	50695	2	14180	3259	1811029012	1	14181	441	1811031830	2	14180	1762	1811030509	1	14181	1301	1811030970	4.73010223028868	44.8611283627106	44.8611283627106	2.11515249759486e-11	2.39777271784016e-10
chr2	43230851	43596974	-	THADA	2	9650	9	366114	3252	1810677078	1	366122	441	1810679889	2	366121	1762	1810678568	3	366120	1299	1810679031	2.39641546224605	44.5961179200385	44.5961179200385	2.42171838138461e-11	2.72496581506532e-10
