testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	typeMacr	typeNeut	typeT	time	interaction	testStat	signedTestStat	pvalue	adjpvalue	robustAnalysis	robustInteraction	robustTestStat	robustSignedTestStat	robustPvalue	robustAdjPvalue
8092	chr6	45327726	45664349	+	RUNX2	6	-5.1288637032003	-1.21163706263061	-0.212771989739045	1.83064923133588	-2.70443567225323	2.19089893621416	14.393911422144	14.393911422144	0.000148280975229675	0.0379599296587969	TRUE	-0.470467715821645	0.119429266812404	-0.119429266812404	0.729654321840512	0.99888041561542
1850	chr1	178093140	178473422	+	RASAL2	1	-5.12467278485526	-1.21789291034049	-0.220046436312376	1.84056000827067	-2.69617595479377	-0.470646643201812	0.179075089246567	-0.179075089246567	0.672169301963871	0.999212607740616	TRUE	-0.470465168774174	0.119427921471015	-0.119427921471015	0.729655784875861	0.99888041561542
13229	chr11	65421797	65445540	+	NEAT1	11	-5.12517811907576	-1.21739534810217	-0.219468551423482	1.84104981546503	-2.69614486686494	-0.247983747324886	0.0479113767900117	-0.0479113767900117	0.826738326069259	0.999212607740616	TRUE	-0.470292447288311	0.119337211074139	-0.119337211074139	0.729754452141169	0.99888041561542
7933	chr6	34279678	34393669	-	NUDT3	6	-5.12483177927176	-1.21756660569029	-0.219772260558771	1.84087307474154	-2.69648443506674	-0.424281367735859	0.109146128139855	-0.109146128139855	0.741118358545991	0.999212607740616	TRUE	-0.470113231389474	0.11924259456714	-0.11924259456714	0.72985741288475	0.99888041561542
1396	chr1	150809712	150877599	-	ARNT	1	-5.12483177927172	-1.21756660569029	-0.219772260558774	1.84087307474154	-2.69648443506679	-0.424281367735856	0.109146128252064	-0.109146128252064	0.741118358417689	0.999212607740616	TRUE	-0.470113231389486	0.119242594544403	-0.119242594544403	0.729857412909498	0.99888041561542
16613	chr15	39933114	40035591	+	EIF2AK4	15	-5.12443953341593	-1.21788586924735	-0.21980008316583	1.84080681814107	-2.69713712492414	-0.507379520345589	0.155202725140839	-0.155202725140839	0.693612217208792	0.999212607740616	TRUE	-0.469762360730391	0.119057458579164	-0.119057458579164	0.730059008358983	0.99888041561542
18109	chr16	89267629	89491561	-	ANKRD11	16	-5.12523866585888	-1.21716997716308	-0.219057597591338	1.84269650758948	-2.69652862768022	-0.319925900077294	0.102364326587008	-0.102364326587008	0.749010588712483	0.999212607740616	TRUE	-0.339142260795574	0.107534387472583	-0.107534387472583	0.74296885280429	0.99888041561542
13401	chr11	72836744	73143318	-	FCHSD2	11	-5.12486720604471	-1.21737434904031	-0.219711174991594	1.84094282421061	-2.69655315535	-0.35744175222478	0.0942131355440097	-0.0942131355440097	0.758887836907868	0.999212607740616	TRUE	-0.387576766954935	0.100974860694123	-0.100974860694123	0.750662884730653	0.99888041561542
2231	chr1	226231156	226310733	-	LIN9	1	-5.12458925780147	-1.21769601697711	-0.219804896147242	1.84156632841655	-2.69835802762708	1.03702771245599	0.459247832623419	0.459247832623419	0.497975709510689	0.999212607740616	TRUE	0.567624798311572	0.097676686808768	0.097676686808768	0.754635717865158	0.99888041561542
4152	chr3	15667235	15860771	-	ANKRD28	3	-5.12491997142328	-1.21743810835938	-0.219512949056074	1.84144240126921	-2.6974477537494	0.464561329624671	0.0780174247553305	0.0780174247553305	0.78000233276986	0.999212607740616	TRUE	0.567624798311538	0.0976766867976266	0.0976766867976266	0.754635717878701	0.99888041561542
22439	chr22	25563674	25729294	+	GRK3	22	-5.12517428366647	-1.21728277541737	-0.219220312441764	1.8434030550337	-2.69661049924134	-0.509695075368875	0.165154045551503	-0.165154045551503	0.684454969333404	0.999212607740616	TRUE	0.567620170503639	0.09767530129227	0.09767530129227	0.754637402158666	0.99888041561542
10306	chr8	99012265	99877580	+	VPS13B	8	-5.12508157379746	-1.21726615006804	-0.219332989894972	1.84140426477572	-2.69704784011488	0.0570785338917994	0.00188775517881368	0.00188775517881368	0.965344172472213	0.999212607740616	TRUE	0.566766506354915	0.0973836973705602	0.0973836973705602	0.754992180661571	0.99888041561542
14932	chr12	115953871	116278719	-	MED13L	12	-5.12521980114213	-1.21719843083897	-0.219484014342915	1.84140162958198	-2.69676580765258	0.313312072299351	0.0352991890766816	0.0352991890766816	0.850970106460385	0.999212607740616	TRUE	0.56628195701026	0.097218520746992	0.097218520746992	0.755193400654446	0.99888041561542
16138	chr14	67818828	68730218	+	RAD51B	14	-5.12468602729977	-1.21756017146294	-0.219502800366875	1.84121154716209	-2.69745394052593	-0.215839155722562	0.0187679393267217	-0.0187679393267217	0.891033854972802	0.999212607740616	TRUE	-0.536906094762531	0.0961957828876621	-0.0961957828876621	0.756443507206889	0.99888041561542
1790	chr1	169921330	170075738	-	KIFAP3	1	-5.12443953341589	-1.21788586924733	-0.219800083165825	1.84080681814107	-2.69713712492411	-0.507379520345603	0.155202725471895	-0.155202725471895	0.693612216898579	0.999212607740616	TRUE	-0.536829325619654	0.0961727497582388	-0.0961727497582388	0.75647174461614	0.99888041561542
23020	chrX	46911275	47061242	+	JADE3	23	-5.12443953341589	-1.21788586924735	-0.219800083165837	1.84080681814107	-2.69713712492413	-0.50737952034559	0.155202725365712	-0.155202725365712	0.693612216998077	0.999212607740616	TRUE	-0.53682932561965	0.0961727496054436	-0.0961727496054436	0.756471744803471	0.99888041561542
16922	chr15	71822290	72119150	-	MYO9A	15	-5.12462939935987	-1.21754026657288	-0.219533448754107	1.84111450478138	-2.69737302344248	-0.457025832207285	0.0835291578749775	-0.0835291578749775	0.772570577116614	0.999212607740616	TRUE	-0.536700821463574	0.0961205881905016	-0.0961205881905016	0.75653570566851	0.99888041561542
17274	chr16	1705182	1770317	+	MAPK8IP3	16	-5.12485055393678	-1.21746853075147	-0.219444777699218	1.842236317714	-2.69716239682377	-0.22564574628158	0.0419085533386578	-0.0419085533386578	0.83779418558883	0.999212607740616	TRUE	-0.536697628341143	0.0961195044461647	-0.0961195044461647	0.756537034768695	0.99888041561542
4783	chr3	114314500	115148271	-	ZBTB20	3	-5.12412078658745	-1.21790972532119	-0.219524867167678	1.84107720989581	-2.69831668794241	-0.581467057331852	0.134609681656229	-0.134609681656229	0.713699638016513	0.999212607740616	TRUE	-0.536506896211037	0.0960450280001623	-0.0960450280001623	0.756628392099148	0.99888041561542
19088	chr17	59706653	59842255	+	VMP1	17	-5.12464329416521	-1.21765323582429	-0.219615361667789	1.8407832370941	-2.69668194523346	-0.331775393330241	0.143306602551547	-0.143306602551547	0.705015681135852	0.999212607740616	TRUE	-0.295217784959284	0.0898846023129636	-0.0898846023129636	0.764323911151634	0.99888041561542
18122	chr16	89737548	89817647	-	FANCA	16	-5.1249199714233	-1.21743810835937	-0.219512949056077	1.84144240126921	-2.69744775374936	0.464561329624666	0.0780174247346395	0.0780174247346395	0.780002332798282	0.999212607740616	TRUE	0.85666259332058	0.0852498106986559	0.0852498106986559	0.770305201715182	0.99888041561542
7960	chr6	36026710	36111236	+	MAPK14	6	-5.12491997142327	-1.21743810835938	-0.219512949056078	1.84144240126921	-2.69744775374938	0.464561329624664	0.0780174247985315	0.0780174247985315	0.780002332710517	0.999212607740616	TRUE	0.856662593320595	0.08524981037408	0.08524981037408	0.770305202140162	0.99888041561542
11998	chr10	87862624	87971930	+	PTEN	10	-5.12520348917522	-1.21725428484449	-0.219302537211733	1.84063078057532	-2.69674693917094	0.15252138985492	0.0144169178123548	0.0144169178123548	0.904427324497019	0.999212607740616	TRUE	0.855416850276282	0.0850104485400607	0.0850104485400607	0.77061884663105	0.99888041561542
5468	chr4	2535630	2731920	+	FAM193A	4	-5.1249788952871	-1.21735352544124	-0.219421118037227	1.84129311118304	-2.69703087145586	-0.0882132581375106	0.00315259171588878	-0.00315259171588878	0.955223949650494	0.999212607740616	TRUE	0.853820032277529	0.0847040374469543	0.0847040374469543	0.771021048201894	0.99888041561542
13293	chr11	66743735	66843328	+	C11orf80	11	-5.12544208501311	-1.21715258225838	-0.219301314808647	1.84137644145677	-2.69627032368563	0.228039935552061	0.0095279334151428	0.0095279334151428	0.922241083343482	0.999212607740616	TRUE	0.852933413879747	0.0845341193310105	0.0845341193310105	0.771244426440875	0.99888041561542
8336	chr6	108558834	108684774	+	FOXO3	6	-5.12494548984357	-1.21735858471946	-0.219353623595249	1.84135538427532	-2.69722243732478	-0.0584145913924644	0.000638537259192162	-0.000638537259192162	0.979840165314979	0.999212607740616	TRUE	-0.79475106257905	0.0839798613034191	-0.0839798613034191	0.771974763831415	0.99888041561542
7763	chr6	30600412	30618243	-	PPP1R10	6	-5.1234881677921	-1.21804588762047	-0.219141625458228	1.84143642129797	-2.7003025139265	-0.795602717411605	0.126038633696794	-0.126038633696794	0.722575206024903	0.999212607740616	TRUE	-0.794697508575797	0.0839675872106227	-0.0839675872106227	0.77199096674436	0.99888041561542
5413	chr3	197042597	197300067	-	DLG1	3	-5.12449148808482	-1.21774040175661	-0.219764685727965	1.84085011894646	-2.69711979831174	-0.462444467598127	0.143184610283811	-0.143184610283811	0.70513538173876	0.999212607740616	TRUE	-0.457137895777741	0.0835748225417774	-0.0835748225417774	0.772510130933921	0.99888041561542
8037	chr6	42563061	42693504	+	UBR2	6	-5.12468195768316	-1.21742654304829	-0.219512714385544	1.84114189610872	-2.69732263452643	-0.39988460539873	0.0743636087420327	-0.0743636087420327	0.78508620451382	0.999212607740616	TRUE	-0.457030717520561	0.0835309123882553	-0.0835309123882553	0.772568254341971	0.99888041561542
7616	chr6	20533456	21232404	+	CDKAL1	6	-5.12538732660368	-1.21727232221734	-0.219244966968005	1.84257202769197	-2.69580014029272	-0.342569727684513	0.134222508728158	-0.134222508728158	0.714093552047545	0.999212607740616	TRUE	-0.303105953927361	0.080240084359275	-0.080240084359275	0.776972319276467	0.99888041561542
405	chr1	25429857	25500205	+	MACO1	1	-5.12472227205979	-1.21733689675163	-0.219496620218412	1.84116311312249	-2.69728439812309	-0.356751506546907	0.0673842479558289	-0.0673842479558289	0.795184092709954	0.999212607740616	TRUE	-0.399893092958614	0.0743667111546529	-0.0743667111546529	0.78508183154202	0.99888041561542
17573	chr16	28097994	28212869	-	XPO6	16	-5.12446091405277	-1.21772080867381	-0.219707919839879	1.84098816481274	-2.69745740609878	-0.294506904258131	0.0641149944017343	-0.0641149944017343	0.80010641193338	0.999212607740616	TRUE	-0.318723755775518	0.0685020032896091	-0.0685020032896091	0.793530478336005	0.99888041561542
14552	chr12	57253763	57432005	-	R3HDM2	12	-5.12327594986445	-1.2185575449222	-0.220518139351321	1.84162001928387	-2.70109501027753	0.980491968509962	0.763217031534168	0.763217031534168	0.382323632213829	0.999212607740616	TRUE	0.393396654874933	0.0651181590324086	0.0651181590324086	0.798582069955464	0.99888041561542
17210	chr16	233520	270080	+	FAM234A	16	-5.12455173344048	-1.21767754808134	-0.219696565479036	1.84144136923521	-2.69818296712676	0.353049360168821	0.0821866821926278	0.0821866821926278	0.77435567024791	0.999212607740616	TRUE	0.391490505733297	0.0645174178916932	0.0645174178916932	0.799493401808357	0.99888041561542
18209	chr17	4004444	4144030	-	ZZEF1	17	-5.12447616010906	-1.21739319250757	-0.219269686857159	1.84138760197455	-2.69822662686739	-0.432442055147992	0.0482730834893346	-0.0482730834893346	0.826095953691446	0.999212607740616	TRUE	-0.556507191780883	0.0605820097006244	-0.0605820097006244	0.805578404070575	0.99888041561542
13406	chr11	73400486	73599189	-	FAM168A	11	-5.12490690513205	-1.21738502659098	-0.219603332309205	1.8408551881886	-2.69629820729681	-0.281005521365331	0.108094031274732	-0.108094031274732	0.742324575847951	0.999212607740616	TRUE	-0.233922130373593	0.0600507136417718	-0.0600507136417718	0.806415803492863	0.99888041561542
7609	chr6	18386349	18468870	+	RNF144B	6	-5.12480816012339	-1.2176918697534	-0.219812987655081	1.84082657106096	-2.69643861607004	-0.470113231389475	0.119242594685488	-0.119242594685488	0.729857412755936	0.999212607740616	TRUE	-0.469931968362033	0.0596435371323878	-0.0596435371323878	0.807060234085456	0.99888041561542
