chr	start	end	strand	geneName	chrInt	testIndex	V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	Zscore	testStat	signedTestStat	pvalue	adjpvalue
chr15	92617447	92646598	-	FAM174B	15	32572	0	29151	400	56751433	1	29150	399	56751434	0	29151	400	56751433	1	29150	399	56751434	0.89060318383883	1.20316382340388	1.20316382340388	0.272690247688718	0.690222325195846
chr15	89574468	89628023	+	TICRR	15	32487	1	53554	399	56727030	0	53555	400	56727029	2	53553	398	56727031	0	53555	400	56727029	0.688041072896612	1.14220078235667	1.14220078235667	0.285187771015053	0.701459297983425
chr15	80058567	80138392	+	ZFAND6	15	32311	1	79824	399	56700760	2	79823	398	56700761	0	79825	400	56700759	1	79824	399	56700760	0.576757265474121	1.10586144796252	1.10586144796252	0.292983350478048	0.701459297983425
chr15	67200666	67255661	-	AAGAB	15	32028	1	54994	399	56725590	1	54994	399	56725590	1	54994	399	56725590	0	54995	400	56725589	0.661482212361524	1.06408064020798	1.06408064020798	0.302286327307774	0.701459297983425
chr15	55417754	55499348	-	DNAAF4	15	31801	1	81593	399	56698991	1	81593	399	56698991	0	81594	400	56698990	2	81592	398	56698992	0.554806803253106	1.03009647857107	1.03009647857107	0.310136008708307	0.710564779445615
chr15	22772062	22829789	+	NIPA1	15	31110	1	57726	399	56722858	1	57726	399	56722858	1	57726	399	56722858	0	57727	400	56722857	0.612950674427166	0.927013901426108	0.927013901426108	0.335640064915069	0.759385646870343
chr15	38453126	38487710	+	FAM98B	15	31413	1	34583	399	56746001	0	34584	400	56746000	1	34583	399	56746001	0	34584	400	56746000	0.719602821591348	0.825527751199843	0.825527751199843	0.363568922522411	0.789810093451631
chr15	85759325	85795925	-	KLHL25	15	32437	0	36600	400	56743984	0	36600	400	56743984	1	36599	399	56743985	1	36599	399	56743985	0.66290940482385	0.712442960793851	0.712442960793851	0.398633999142764	0.819917657327731
chr15	100878830	100916626	+	ALDH1A3	15	32701	0	37796	400	56742788	0	37796	400	56742788	0	37796	400	56742788	2	37794	398	56742790	0.630732858669714	0.651184895526967	0.651184895526967	0.41968936681675	0.848544625397176
chr15	50702265	50766706	-	SPPL2A	15	31724	2	64439	398	56716145	0	64441	400	56716143	0	64441	400	56716143	1	64440	399	56716144	0.502805873963022	0.644938125427871	0.644938125427871	0.421928266772076	0.848544625397176
chr15	49422177	49487326	+	FGF7	15	31705	1	65148	399	56715436	1	65148	399	56715436	0	65149	400	56715435	1	65148	399	56715436	0.491866386425752	0.619248039853119	0.619248039853119	0.431326856337429	0.849272386797264
chr15	99564699	99716466	+	MEF2A	15	32676	1	151766	399	56628818	2	151765	398	56628819	2	151765	398	56628819	1	151766	399	56628818	0.339694338840845	0.618314382758399	0.618314382758399	0.43167436234999	0.849272386797264
chr15	51680491	51720071	+	SCG3	15	31743	1	39579	399	56741005	0	39580	400	56741004	1	39579	399	56741005	0	39580	400	56741004	0.584580158524763	0.5671849480932	0.5671849480932	0.451379716394636	0.878491706101388
chr15	53513740	53760663	-	WDR72	15	31781	2	246921	398	56533663	3	246920	397	56533664	2	246921	398	56533663	2	246921	398	56533663	0.258630663477826	0.550662772780925	0.550662772780925	0.458047011946675	0.881984140024981
chr15	72473329	72602987	+	ARIH1	15	32113	1	129657	399	56650927	2	129656	398	56650928	2	129656	398	56650928	0	129658	400	56650926	0.314581957686813	0.445617362332996	0.445617362332996	0.504423580619876	0.884807922903054
chr15	67064601	67195169	+	SMAD3	15	32026	1	130567	399	56650017	1	130567	399	56650017	2	130566	398	56650018	1	130567	399	56650017	0.307571877902235	0.426919591336628	0.426919591336628	0.51350434183335	0.884807922903054
chr15	76994125	77037475	+	PSTPIP1	15	32240	1	43349	399	56737235	0	43350	400	56737234	0	43350	400	56737234	1	43349	399	56737235	0.49352985238473	0.415607398856082	0.415607398856082	0.519137044768462	0.884807922903054
chr15	44426628	44529038	+	CTDSPL2	15	31598	0	102410	400	56678174	2	102408	398	56678176	0	102410	400	56678174	2	102408	398	56678176	0.327208478698499	0.384353132001706	0.384353132001706	0.535282672170857	0.884807922903054
chr15	63608617	63834948	-	HERC1	15	31934	0	226331	400	56554253	3	226328	397	56554256	2	226329	398	56554255	3	226328	397	56554256	0.227661204208744	0.383221478456107	0.383221478456107	0.53588417829197	0.884807922903054
chr15	45235929	45280251	-	AC051619.4	15	31632	2	44320	398	56736264	0	44322	400	56736262	0	44322	400	56736262	0	44322	400	56736262	0.47133800313402	0.381661911444098	0.381661911444098	0.536715148826645	0.884807922903054
chr15	92882412	92927330	+	AC013394.1	15	32579	1	44917	399	56735667	1	44917	399	56735667	0	44918	400	56735666	0	44918	400	56735666	0.45796991114045	0.361805062573694	0.361805062573694	0.547505455056033	0.884807922903054
chr15	82848982	82953720	-	HOMER2	15	32374	1	104737	399	56675847	0	104738	400	56675846	1	104737	399	56675847	2	104736	398	56675848	0.304689557123264	0.335641623976699	0.335641623976699	0.562355828121371	0.900030756119254
chr15	99250361	99386202	+	LRRC28	15	32669	3	135838	397	56644746	0	135841	400	56644743	2	135839	398	56644745	0	135841	400	56644743	0.267887501366773	0.327947468183993	0.327947468183993	0.566870199986712	0.900030756119254
chr15	65442462	65518273	-	DPP8	15	31986	1	75810	399	56704774	0	75811	400	56704773	0	75811	400	56704773	2	75809	398	56704775	0.340110311942559	0.310342512311763	0.310342512311763	0.577470082141173	0.908887694500456
chr15	92818539	92898743	+	LINC01578	15	32578	1	80203	399	56700381	1	80203	399	56700381	0	80204	400	56700380	1	80203	399	56700381	0.283702307548497	0.219813444484316	0.219813444484316	0.639182101079107	0.934044230487157
chr15	76058984	76204963	+	TMEM266	15	32227	1	145978	399	56634606	3	145976	397	56634608	1	145978	399	56634606	0	145979	400	56634605	0.195730179553506	0.179147159607965	0.179147159607965	0.672107184745236	0.937159560410642
chr15	95989581	96300990	+	AC012409.2	15	32610	6	311403	394	56469181	3	311406	397	56469178	0	311409	400	56469175	1	311408	399	56469176	0.131446902404688	0.164504686996224	0.164504686996224	0.685042574129212	0.937159560410642
chr15	51413096	51498833	+	AC066613.2	15	31740	1	85736	399	56694848	2	85735	398	56694849	0	85737	400	56694847	0	85737	400	56694847	0.216893034075763	0.131239718553843	0.131239718553843	0.717150103467806	0.937159560410642
chr15	92148751	92332037	-	AC116903.2	15	32562	1	183285	399	56597299	2	183284	398	56597300	3	183283	397	56597301	0	183286	400	56597298	0.15043457045253	0.128783093270613	0.128783093270613	0.719697120978339	0.937159560410642
chr15	34851781	34970742	-	AQR	15	31380	1	118960	399	56661624	0	118961	400	56661623	1	118960	399	56661624	2	118959	398	56661625	0.177103716104279	0.118108541595575	0.118108541595575	0.73109505197555	0.938308408809745
chr15	80195480	80253213	-	CTXND1	15	32314	0	57733	400	56722851	1	57732	399	56722852	1	57732	399	56722852	0	57733	400	56722851	0.206751214249092	0.0798047373973532	0.0798047373973532	0.777562199106438	0.95914896210518
chr15	87859750	88257747	-	NTRK3	15	32453	3	397994	397	56382590	2	397995	398	56382589	4	397993	396	56382591	3	397994	397	56382590	0.0681547800527455	0.0541046988219023	0.0541046988219023	0.816068790734709	0.965511856251526
chr15	68929524	69056733	+	NOX5	15	32052	0	127209	400	56653375	1	127208	399	56653376	2	127207	398	56653377	1	127208	399	56653376	0.109921899755512	0.046499348260113	0.046499348260113	0.829270653679725	0.965511856251526
chr15	41319793	41381021	+	NUSAP1	15	31504	0	61228	400	56719356	2	61226	398	56719358	0	61228	400	56719356	0	61228	400	56719356	0.147913435149964	0.0416292318695923	0.0416292318695923	0.838328157641314	0.965511856251526
chr15	57590903	57685364	+	MYZAP	15	31834	1	94460	399	56686124	0	94461	400	56686123	1	94460	399	56686124	1	94460	399	56686124	0.119835758066226	0.041339166877151	0.041339166877151	0.838884646571646	0.965511856251526
chr15	63321377	63382846	-	CA12	15	31927	0	61469	400	56719115	0	61469	400	56719115	2	61467	398	56719117	0	61469	400	56719115	0.143980772674402	0.0394954812072683	0.0394954812072683	0.842470278281009	0.965511856251526
chr15	58434889	58499735	-	LIPC-AS1	15	31843	0	64846	400	56715738	0	64846	400	56715738	1	64845	399	56715739	1	64845	399	56715739	0.0904385629127269	0.0158572635700693	0.0158572635700693	0.899790796625809	0.999916839891981
chr15	61833681	61935738	+	AC009554.1	15	31899	1	102056	399	56678528	1	102056	399	56678528	1	102056	399	56678528	0	102057	400	56678527	0.0423567272579781	0.00529742790968157	0.00529742790968157	0.941978455683842	0.999916839891981
chr15	78167467	78235565	-	ACSBG1	15	32265	0	68098	400	56712486	1	68097	399	56712487	0	68098	400	56712486	1	68097	399	56712487	0.041448238377905	0.00338473065494327	0.00338473065494327	0.953606495562581	0.999916839891981
chr15	61852388	62061447	-	VPS13C	15	31900	2	209057	398	56571527	1	209058	399	56571526	2	209057	398	56571527	1	209058	399	56571526	0.018409348351596	0.00201345640380168	0.00201345640380168	0.964209690214521	0.999916839891981
chr15	26543545	26717765	-	GABRB3	15	31245	0	174220	400	56606364	3	174217	397	56606367	2	174218	398	56606366	0	174220	400	56606364	0.0183739217788083	0.00167249154037563	0.00167249154037563	0.967378721283656	0.999916839891981
chr15	71971205	72040265	+	AC022872.1	15	32097	0	69060	400	56711524	0	69060	400	56711524	0	69060	400	56711524	2	69058	398	56711526	0.0274033253867731	0.00148641545820283	0.00148641545820283	0.969245930717841	0.999916839891981
chr15	66581189	66685794	+	LINC01169	15	32019	3	104602	397	56675982	0	104605	400	56675979	0	104605	400	56675979	0	104605	400	56675979	0.0176517210392943	0.000927491506445222	0.000927491506445222	0.975704384706229	0.999916839891981
chr15	51447710	51623833	-	DMXL2	15	31741	2	176121	398	56604463	2	176121	398	56604463	1	176122	399	56604462	0	176123	400	56604461	0.0074764793696474	0.000277903287496883	0.000277903287496883	0.986699536101181	0.999916839891981
chr15	41981581	42052190	-	PLA2G4E	15	31529	1	70608	399	56709976	1	70608	399	56709976	0	70609	400	56709975	0	70609	400	56709975	0.00519392934332512	5.38072854396887e-05	5.38072854396887e-05	0.994147294007859	0.999916839891981
chr15	40487040	40558019	+	AC091045.2	15	31469	0	70979	400	56709605	1	70978	399	56709606	0	70979	400	56709605	1	70978	399	56709606	-3.90755322578997e-05	-1.08630047179759e-08	1.08630047179759e-08	0.999916839891981	0.999916839891981
chr15	100918344	100989648	+	LRRK1	15	32704	0	71304	400	56709280	2	71302	398	56709282	0	71304	400	56709280	0	71304	400	56709280	-0.00461320679311019	4.25436228397302e-05	-4.25436228397302e-05	0.994795797140164	0.999916839891981
chr15	101653595	101725473	-	TARS3	15	32723	0	71878	400	56708706	0	71878	400	56708706	1	71877	399	56708707	1	71877	399	56708707	-0.0126411951912044	0.00032062188256532	-0.00032062188256532	0.985713908266063	0.999916839891981
chr15	47774218	47847242	-	LINC01491	15	31668	1	73023	399	56707561	0	73024	400	56707560	0	73024	400	56707560	1	73023	399	56707561	-0.0284794299634294	0.0016355582192773	-0.0016355582192773	0.967740718321143	0.999916839891981
chr15	95078480	95151534	-	AC087636.1	15	32601	0	73054	400	56707530	1	73053	399	56707531	1	73053	399	56707531	0	73054	400	56707530	-0.028890701279067	0.00168336680508219	-0.00168336680508219	0.967272893596924	0.999916839891981
chr15	42574605	42720998	+	STARD9	15	31548	3	146390	397	56634194	1	146392	399	56634192	0	146393	400	56634191	0	146393	400	56634191	-0.0308811914015185	0.00384433173894649	-0.00384433173894649	0.950560701556059	0.999916839891981
chr15	89242948	89317261	+	FANCI	15	32475	0	74313	400	56706271	1	74312	399	56706272	0	74313	400	56706271	1	74312	399	56706272	-0.0460000281756539	0.00429208999412367	-0.00429208999412367	0.947764724663459	0.999916839891981
chr15	97339692	97523032	-	LINC02254	15	32635	1	183339	399	56597245	3	183337	397	56597247	1	183339	399	56597245	0	183340	400	56597244	-0.0328110448723617	0.00542469422362046	-0.00542469422362046	0.941286876853497	0.999916839891981
chr15	75527178	75602184	-	AC105036.3	15	32206	0	75006	400	56705578	0	75006	400	56705578	2	75004	398	56705580	0	75006	400	56705578	-0.0552945188507368	0.00622115863370709	-0.00622115863370709	0.937132587859192	0.999916839891981
chr15	93898229	93973719	+	LINC01580	15	32592	0	75490	400	56705094	1	75489	399	56705095	0	75490	400	56705094	1	75489	399	56705095	-0.0617351837574625	0.00777159420249518	-0.00777159420249518	0.92975217472706	0.999916839891981
chr15	57953423	58066923	-	ALDH1A2	15	31838	1	113499	399	56667085	1	113499	399	56667085	0	113500	400	56667084	1	113499	399	56667085	-0.0641172832619648	0.0125761196177336	-0.0125761196177336	0.910709785916821	0.999916839891981
chr15	90387241	90502239	+	IQGAP1	15	32526	3	114995	397	56665589	0	114998	400	56665586	0	114998	400	56665586	0	114998	400	56665586	-0.077255704774159	0.0183390330712427	-0.0183390330712427	0.89227847902329	0.999916839891981
chr15	75463250	75580315	-	PTPN9	15	32205	1	117064	399	56663520	0	117065	400	56663519	2	117063	398	56663521	0	117065	400	56663519	-0.0951068969431552	0.0279609352437547	-0.0279609352437547	0.867200696387246	0.981020787788072
chr15	50275391	50356408	-	GABPB1	15	31713	2	81015	398	56699569	0	81017	400	56699567	0	81017	400	56699567	0	81017	400	56699567	-0.132491921600136	0.0366610337805469	-0.0366610337805469	0.848156823999959	0.965511856251526
chr15	83127752	83208823	-	HDGFL3	15	32387	1	81070	399	56699514	0	81071	400	56699513	1	81070	399	56699514	0	81071	400	56699513	-0.13315918284748	0.0370397306833183	-0.0370397306833183	0.847384178408652	0.965511856251526
chr15	36578625	36810244	+	C15orf41	15	31396	2	231617	398	56548967	1	231618	399	56548966	2	231617	398	56548967	1	231618	399	56548966	-0.0844674887869521	0.0438647257469711	-0.0438647257469711	0.834105492374807	0.965511856251526
chr15	26865910	26948752	+	GABRA5	15	31248	0	82842	400	56697742	0	82842	400	56697742	0	82842	400	56697742	2	82840	398	56697744	-0.154800415239066	0.050427771609975	-0.050427771609975	0.822320584195204	0.965511856251526
chr15	97233245	97432086	+	LINC02253	15	32633	2	198839	398	56581745	2	198839	398	56581745	1	198840	399	56581744	0	198841	400	56581743	-0.114248654329869	0.0675925464674947	-0.0675925464674947	0.794874830473906	0.95914896210518
chr15	27038977	27162254	-	GABRG3-AS1	15	31250	0	123277	400	56657307	1	123276	399	56657308	1	123276	399	56657308	1	123276	399	56657308	-0.146921375188488	0.0679077888271422	-0.0679077888271422	0.794407753998945	0.95914896210518
chr15	57590907	57714745	+	GCOM1	15	31835	1	123837	399	56656747	0	123838	400	56656746	1	123837	399	56656747	1	123837	399	56656747	-0.151471708405483	0.072291137490538	-0.072291137490538	0.788029636953261	0.95914896210518
chr15	29699366	29823503	-	TJP1	15	31280	1	124136	399	56656448	1	124136	399	56656448	0	124137	400	56656447	1	124136	399	56656448	-0.153888534990793	0.0746778511529556	-0.0746778511529556	0.78464376429682	0.95914896210518
chr15	59437185	59523555	+	FAM81A	15	31870	0	86370	400	56694214	1	86369	399	56694215	1	86369	399	56694215	0	86370	400	56694214	-0.196568102545091	0.082481972851383	-0.082481972851383	0.773961675152463	0.95914896210518
chr15	78809486	78897730	+	MORF4L1	15	32286	1	88243	399	56692341	1	88243	399	56692341	0	88244	400	56692340	0	88244	400	56692340	-0.218066592092047	0.102264150977135	-0.102264150977135	0.749129298569392	0.941613910007361
chr15	44287718	44415758	+	CASC4	15	31595	0	128040	400	56652544	1	128039	399	56652545	2	128038	398	56652546	0	128040	400	56652544	-0.184914531097834	0.108973804206471	-0.108973804206471	0.741315483203279	0.938308408809745
chr15	94230537	94358606	+	MCTP2	15	32594	1	128068	399	56652516	0	128069	400	56652515	1	128068	399	56652516	1	128068	399	56652516	-0.185141510392693	0.10924992836226	-0.10924992836226	0.740999702761707	0.938308408809745
chr15	64840947	64930920	+	AC069368.1	15	31962	0	89973	400	56690611	0	89973	400	56690611	2	89971	398	56690613	0	89973	400	56690611	-0.237501119877443	0.122120704778354	-0.122120704778354	0.726745699715784	0.938308408809745
chr15	50557157	50687797	-	TRPM7	15	31721	1	130639	399	56649945	1	130639	399	56649945	0	130640	400	56649944	1	130639	399	56649945	-0.205063276079394	0.134944524463208	-0.134944524463208	0.713359483221919	0.937159560410642
chr15	43403060	43494156	-	TP53BP1	15	31571	0	91096	400	56689488	1	91095	399	56689489	0	91096	400	56689488	1	91095	399	56689489	-0.249925268045152	0.135814453249623	-0.135814453249623	0.712477986574604	0.937159560410642
chr15	63503510	63594640	+	USP3	15	31931	0	91130	400	56689454	0	91130	400	56689454	1	91129	399	56689455	1	91129	399	56689455	-0.250299032851336	0.136238514896831	-0.136238514896831	0.712049448223398	0.937159560410642
chr15	51208056	51339596	-	CYP19A1	15	31732	1	131539	399	56649045	0	131540	400	56649044	1	131539	399	56649045	1	131539	399	56649045	-0.211944741737716	0.144494678970659	-0.144494678970659	0.703852957579518	0.937159560410642
chr15	97572184	97705022	-	LINC00923	15	32641	1	132837	399	56647747	2	132836	398	56647748	0	132838	400	56647746	0	132838	400	56647746	-0.221787063537058	0.158763165833079	-0.158763165833079	0.690297801786158	0.937159560410642
chr15	83446340	83618743	+	SH3GL3	15	32390	1	172402	399	56608182	2	172401	398	56608183	0	172403	400	56608181	1	172402	399	56608182	-0.194881563955662	0.161820174980676	-0.161820174980676	0.687486225063601	0.937159560410642
chr15	28111039	28323179	-	HERC2	15	31260	2	212138	398	56568446	1	212139	399	56568445	1	212139	399	56568445	1	212139	399	56568445	-0.17922504022173	0.170045950188069	-0.170045950188069	0.680070973527895	0.937159560410642
chr15	65659122	65793124	-	DENND4A	15	31993	0	134002	400	56646582	0	134002	400	56646582	2	134000	398	56646584	1	134001	399	56646583	-0.230532045352472	0.172047518972249	-0.172047518972249	0.678298486957566	0.937159560410642
chr15	80778342	80951776	+	CEMIP	15	32327	2	173432	398	56607152	1	173433	399	56607151	0	173434	400	56607150	1	173433	399	56607151	-0.200862175604176	0.172256951038435	-0.172256951038435	0.67811372415117	0.937159560410642
chr15	41285010	41380996	+	AC087721.2	15	31502	0	95986	400	56684598	2	95984	398	56684600	0	95986	400	56684598	0	95986	400	56684598	-0.302300262758542	0.202355905559671	-0.202355905559671	0.65282590957069	0.937159560410642
chr15	35370879	35547165	-	DPH6	15	31388	1	176285	399	56604299	0	176286	400	56604298	1	176285	399	56604299	2	176284	398	56604300	-0.21722320508037	0.202596096096386	-0.202596096096386	0.652633462148453	0.937159560410642
chr15	49326969	49621818	-	FAM227B	15	31702	2	294847	398	56485737	2	294847	398	56485737	1	294848	399	56485736	2	294847	398	56485737	-0.17217814814259	0.218875977552671	-0.218875977552671	0.639897704864129	0.934044230487157
chr15	40978879	41117280	-	INO80	15	31493	0	138401	400	56642183	0	138401	400	56642183	3	138398	397	56642186	0	138401	400	56642183	-0.262910426577719	0.226288736805145	-0.226288736805145	0.634289433950205	0.934044230487157
chr15	98323901	98421998	-	LINC02351	15	32654	1	98096	399	56682488	0	98097	400	56682487	1	98096	399	56682488	0	98097	400	56682487	-0.324092054270329	0.234362404968124	-0.234362404968124	0.628307868564068	0.934044230487157
chr15	71822290	72119150	-	MYO9A	15	32096	2	296858	398	56483726	2	296858	398	56483726	0	296860	400	56483724	3	296857	397	56483727	-0.179011077202144	0.237142975413008	-0.237142975413008	0.626277266548455	0.934044230487157
chr15	52581320	52679623	-	FAM214A	15	31774	0	98303	400	56682281	1	98302	399	56682282	1	98302	399	56682282	0	98303	400	56682281	-0.326193459680985	0.237586500239559	-0.237586500239559	0.625954731542312	0.934044230487157
chr15	68929503	69028889	+	AC027088.1	15	32050	0	99386	400	56681198	1	99385	399	56681199	0	99386	400	56681198	1	99385	399	56681199	-0.337169334953781	0.254824310613913	-0.254824310613913	0.613698431784929	0.934044230487157
chr15	31475397	31656339	-	OTUD7A	15	31321	1	180941	399	56599643	2	180940	398	56599644	0	180942	400	56599642	1	180941	399	56599643	-0.243374471438323	0.256613115496293	-0.256613115496293	0.61245659659833	0.934044230487157
chr15	87325828	87704825	-	AC020687.1	15	32449	0	378997	400	56401587	1	378996	399	56401588	5	378992	395	56401592	3	378994	397	56401590	-0.172163188487618	0.280965055018896	-0.280965055018896	0.596069382105228	0.930073777250399
chr15	66385911	66491544	+	MAP2K1	15	32007	0	105633	400	56674951	1	105632	399	56674952	1	105632	399	56674952	0	105633	400	56674951	-0.398239415244177	0.363244109175866	-0.363244109175866	0.546710037352232	0.884807922903054
chr15	25473582	25579806	-	LINC02250	15	31234	1	106223	399	56674361	0	106224	400	56674360	1	106223	399	56674361	0	106224	400	56674360	-0.403829119043584	0.37425463006366	-0.37425463006366	0.540694214990019	0.884807922903054
chr15	25901118	26053123	+	LINC02346	15	31238	0	152005	400	56628579	1	152004	399	56628580	2	152003	398	56628581	0	152005	400	56628579	-0.356909261221467	0.430944794090465	-0.430944794090465	0.511525716006023	0.884807922903054
chr15	69461946	69571436	+	DRAIC	15	32068	0	109490	400	56671094	0	109490	400	56671094	0	109490	400	56671094	2	109488	398	56671096	-0.434170037490185	0.437303884100402	-0.437303884100402	0.50842663444642	0.884807922903054
chr15	47811728	48006060	+	AC092078.2	15	31669	2	194330	398	56586254	0	194332	400	56586252	0	194332	400	56586252	2	194330	398	56586254	-0.315002952829588	0.440710256014427	-0.440710256014427	0.506779844122255	0.884807922903054
chr15	80403381	80597933	+	ARNT2	15	32317	1	194551	399	56586033	1	194551	399	56586033	2	194550	398	56586034	0	194552	400	56586032	-0.316138289442177	0.444068765784323	-0.444068765784323	0.505165144761287	0.884807922903054
chr15	65895078	66254747	-	MEGF11	15	31999	2	359667	398	56420917	2	359667	398	56420917	3	359666	397	56420918	1	359668	399	56420916	-0.237888190595382	0.487980778343626	-0.487980778343626	0.484829418214085	0.884807922903054
chr15	24822646	24978582	+	SNRPN	15	31136	0	155936	400	56624648	1	155935	399	56624649	1	155935	399	56624649	1	155935	399	56624649	-0.382511056878388	0.499476499084267	-0.499476499084267	0.47973023428648	0.884807922903054
chr15	46692287	46804844	+	AC073941.1	15	31658	0	112557	400	56668027	1	112556	399	56668028	1	112556	399	56668028	0	112557	400	56668027	-0.461850821802825	0.499766771201394	-0.499766771201394	0.479602618819202	0.884807922903054
chr15	100715248	100828497	+	AC087762.1	15	32695	1	113248	399	56667336	0	113249	400	56667335	1	113248	399	56667336	0	113249	400	56667335	-0.467992234795768	0.514278047383414	-0.514278047383414	0.473292763409253	0.884807922903054
