testIndex	chr	start	end	strand	geneName	chrInt	(Intercept)	timePointInMonths	group	V4	interaction	testStat	signedTestStat	pvalue	adjpvalue
31361	chr15	34140673	34211096	-	KATNBL1	15	-8.06057513003436	0.0106535253009494	-0.036055213096375	0.0708483339131227	-0.10117794744873	1.66269451692006	-1.66269451692006	0.197239907974315	1
31471	chr15	40528569	40529673	+	RNU6-516P	15	-8.06024109678835	0.0106674791483217	-0.0367694585446773	-0.0305546060670135	0.114516052575309	1.62735822835202	1.62735822835202	0.202068832385883	1
32336	chr15	81059952	81063488	+	AC068870.3	15	-8.06044158618745	0.0107195981667241	-0.036534712083764	-0.103715698150618	0.998794103741576	1.6170871268796	1.6170871268796	0.203498424956564	1
32223	chr15	75842306	75901044	+	UBE2Q2	15	-8.06052662123694	0.0106981901417518	-0.0362486788399576	0.102487074683439	-0.161655115592266	1.35226766617961	-1.35226766617961	0.244882071276584	1
32692	chr15	100566923	100603184	-	LINS1	15	-8.06030090168746	0.0106848834743847	-0.0366493729960565	-0.0344999548136281	0.128592708554881	1.22791806072382	1.22791806072382	0.267812308064545	1
31984	chr15	65327126	65379002	-	IGDCC3	15	-8.06076386482122	0.0104355443873296	-0.0355708712461668	0.0401263716091739	-0.0329564878698434	1.21159922261813	-1.21159922261813	0.271015631076628	1
31883	chr15	60488283	61230302	-	RORA	15	-8.06014849332929	0.0106312566115783	-0.0369789283762805	-0.00874587357685798	0.0535236249966058	1.19594440185028	1.19594440185028	0.27413377099479	1
31906	chr15	62230383	62232895	-	AC126323.3	15	-8.06038187136683	0.0107053478525145	-0.0365747707381355	-0.0519964531779032	0.222535595484436	1.18411667784494	1.18411667784494	0.276519512483306	1
32227	chr15	76058984	76204963	+	TMEM266	15	-8.06062816411347	0.0106966970445974	-0.0360595706246782	0.0388779963735576	-0.0705624204661763	1.12799172150426	-1.12799172150426	0.288204114014741	1
32095	chr15	71817413	71822455	+	AC104938.1	15	-8.06030653916965	0.0106837668650752	-0.036600683501377	-0.0681554928978008	0.182338685738105	1.11994107110786	1.11994107110786	0.289931143209463	1
32449	chr15	87325828	87704825	-	AC020687.1	15	-8.05941162131906	0.00997363447033717	-0.0380820161217506	0.0114816281995394	0.0179261411459958	1.10411492807907	1.10411492807907	0.293364819888953	1
31814	chr15	56428723	56466137	-	MNS1	15	-8.06025434193011	0.0106830028618252	-0.0368171873363664	-0.0231471077394808	0.0689493869231044	1.0615951922573	1.0615951922573	0.30285164041182	1
32180	chr15	74843729	74874365	-	SCAMP2	15	-8.06033756341044	0.0106432729638937	-0.0365761148526317	0.0399825142444661	0.113291157851311	1.03374647206692	1.03374647206692	0.309280350587071	1
31469	chr15	40487040	40558019	+	AC091045.2	15	-8.06024922917976	0.0106996406800448	-0.0367918045923903	-0.0318057147467066	0.0717545691277822	1.02541819288035	1.02541819288035	0.31123723714055	1
32269	chr15	78283234	78300605	-	WDR61	15	-8.06023550226373	0.0106590292115931	-0.0367873644438838	-0.0145089788519613	0.0725220362405385	1.01604117077659	1.01604117077659	0.313459898615684	1
32584	chr15	93229033	93251480	+	AC091078.1	15	-8.06048155509154	0.0106749650265758	-0.0362517390524214	0.0751540263232137	-0.113936893818102	1.00228308067381	-1.00228308067381	0.316758699090247	1
31756	chr15	51938024	51972778	-	LEO1	15	-8.06060279020518	0.0106872591102039	-0.0360300801082943	0.0324527925210228	-0.0528982477829958	0.939839902413041	-0.939839902413041	0.332319018058701	1
31790	chr15	55180805	55197941	-	RSL24D1	15	-8.06032961201976	0.0106885756515367	-0.0365734010532213	-0.0623757142212274	0.17543221265837	0.938314039226498	0.938314039226498	0.332711805109173	1
31129	chr15	24100826	24445011	+	PWRN1	15	-8.06091804945019	0.0104267771858577	-0.0353322213033755	0.0223252715080338	-0.020110004948911	0.892888999501338	-0.892888999501338	0.344695615433014	1
31956	chr15	64695621	64696861	+	AC100830.2	15	-8.06043985291056	0.0106786182480221	-0.0363439888870259	0.150796762996504	-0.167668387601243	0.883373210037462	-0.883373210037462	0.347279445939171	1
31648	chr15	45586350	45676314	+	AC090527.3	15	-8.06054063796252	0.0106366611339221	-0.0361196117640119	0.0583027873227443	-0.0642702723497452	0.863870469626818	-0.863870469626818	0.352657830066325	1
31270	chr15	28881666	28885655	-	AC174469.1	15	-8.06046453465517	0.0106892715641878	-0.0363152690116499	0.08998287399171	-0.150902588017877	0.825811416079887	-0.825811416079887	0.363486504797185	1
32090	chr15	71110249	71116500	-	CT62	15	-8.06040875912495	0.0106681770396082	-0.036368372714672	0.156514310485504	-0.143250362229487	0.805975515006139	-0.805975515006139	0.369312772329023	1
32061	chr15	69390191	69392149	+	AC027237.6	15	-8.06032519099905	0.0106772071639778	-0.0365568465062849	-0.064412904070031	0.204451823638737	0.760394091005765	0.760394091005765	0.383205221018842	1
31134	chr15	24557059	24912924	+	AC090983.2	15	-8.06110962113213	0.0103840500567429	-0.0350437142161655	0.0140193931189281	-0.0129274193540565	0.751090532438866	-0.751090532438866	0.386131181254143	1
32264	chr15	78148359	78169560	+	IDH3A	15	-8.06035177108079	0.0106903822243729	-0.0365369735864753	-0.0520746741102028	0.169276008078326	0.747502115687894	0.747502115687894	0.38726822987487	1
31617	chr15	45022146	45036363	+	SORD	15	-8.06031710699017	0.0106899209812497	-0.0365979647556849	-0.0626526100304266	0.125600972684699	0.723039808285648	0.723039808285648	0.395148603559774	1
32077	chr15	70555520	70562722	+	AC009434.1	15	-8.06047213739657	0.0106995631474431	-0.0363419421470723	0.0975386091304188	-0.150848044690536	0.71118467076758	-0.71118467076758	0.39905081024371	1
31846	chr15	58520310	58523371	+	AC018904.2	15	-8.06024425787989	0.0106449550420806	-0.0365796000399774	-0.12424486846276	0.352416137572935	0.707140602939944	0.707140602939944	0.400394699827343	1
32426	chr15	85379602	85749355	+	AKAP13	15	-8.06052966915305	0.0106666454062716	-0.0361893514133864	0.0522295517638102	-0.0642755773736505	0.70476240764765	-0.70476240764765	0.401188068370952	1
31431	chr15	39600030	39783841	-	FSIP1	15	-8.06046874140545	0.0106651623926832	-0.0362885307974094	0.0926699317260402	-0.0935695422981524	0.694466951567847	-0.694466951567847	0.404649148001378	1
32060	chr15	69297911	69407780	+	PAQR5	15	-8.06060082297949	0.0105421755214103	-0.0359769638735724	0.043501562557772	-0.0333817119611301	0.684651585135725	-0.684651585135725	0.407989554658347	1
31964	chr15	64910901	64958691	+	ANKDD1A	15	-8.06020560174077	0.010650212081396	-0.0368273853129944	-0.0115471662263139	0.0479312123994614	0.683251810703951	0.683251810703951	0.408469218822852	1
32337	chr15	81133269	81149179	+	CFAP161	15	-8.06046439318635	0.0106994349960323	-0.0363000735605889	0.045246367749452	-0.1086747142824	0.674616094916928	-0.674616094916928	0.41144684061949	1
31862	chr15	59132433	59373871	-	MYO1E	15	-8.0604458266	0.0106688473046823	-0.0363104544903692	0.114181161609018	-0.163456869330928	0.665288521837283	-0.665288521837283	0.414699081363346	1
32226	chr15	75940935	76013424	-	NRG4	15	-8.06048358149654	0.0106877690925864	-0.0363340681113104	0.119356616421631	-0.119141883071491	0.654449777421178	-0.654449777421178	0.418526246200484	1
31595	chr15	44287718	44415758	+	CASC4	15	-8.06057620757694	0.0107553438323182	-0.0360571599417423	0.00359992448397264	-0.042250474541994	0.629918700095914	-0.629918700095914	0.427385136799815	1
31962	chr15	64840947	64930920	+	AC069368.1	15	-8.06028418239684	0.0106961505560585	-0.0367061457040744	-0.0272389888315874	0.0597790626536839	0.624486530016839	0.624486530016839	0.429384933072219	1
32158	chr15	74378082	74390535	+	LINC02255	15	-8.06050164487666	0.0107098011540852	-0.0362760787954965	0.053166313062974	-0.0930453121339015	0.614443187468169	-0.614443187468169	0.433119759439416	1
32292	chr15	79141938	79284823	-	ANKRD34C-AS1	15	-8.0605542345967	0.0107043781091414	-0.0362397766082318	0.0555838538356485	-0.0730670279981086	0.612619458181143	-0.612619458181143	0.433803239136647	1
32071	chr15	70047789	70098917	-	TLE3	15	-8.06070552780894	0.0106501153727487	-0.0358755227189672	0.0193471810923479	-0.0254190776036731	0.601639665373114	-0.601639665373114	0.437953102452455	1
32614	chr15	96112627	96117051	-	AC012409.5	15	-8.06043394744339	0.0107164516802549	-0.036589794354026	-0.201424643322483	0.717299011789418	0.599504929638897	0.599504929638897	0.438766980212781	1
31276	chr15	29373601	29377956	-	AC107980.1	15	-8.06050007343386	0.0107142840901733	-0.0363696253014692	0.232253382397624	-0.28805224869838	0.599002378203295	-0.599002378203295	0.438958917333364	1
32470	chr15	89040273	89077215	+	AC013565.1	15	-8.06052276518452	0.0107064669455177	-0.0362025372503853	0.0195027556027601	-0.0548527225396474	0.594369189168901	-0.594369189168901	0.440734536439644	1
32243	chr15	77063396	77065910	-	AC090181.3	15	-8.06033968607203	0.0106796754572787	-0.0365531143759916	-0.0442471174321109	0.160669556558959	0.593310460753855	0.593310460753855	0.441141831704405	1
31538	chr15	42347102	42412317	+	AC012651.1	15	-8.06028216773053	0.0107000298668787	-0.036689853011269	-0.0254115413349745	0.0558832444443604	0.588565220504279	0.588565220504279	0.442974475964371	1
32161	chr15	74428444	74431449	+	AC090826.3	15	-8.06044639366088	0.0107036642343132	-0.0363762525331691	0.1626598137613	-0.224194895983546	0.58254380485414	-0.58254380485414	0.44531695449545	1
31113	chr15	22999176	23040569	-	TUBGCP5	15	-8.06023876560088	0.0107141127008461	-0.0367116557875367	-0.0442143524733472	0.0569208632880657	0.577452070552681	0.577452070552681	0.447312764475468	1
32453	chr15	87859750	88257747	-	NTRK3	15	-8.06067976640499	0.0106179369248411	-0.0358591266890896	0.0190447580686524	-0.023210326419331	0.563998488867583	-0.563998488867583	0.452653661951446	1
32190	chr15	75197891	75212169	+	C15orf39	15	-8.06033998329436	0.010695504278162	-0.0365562287522811	-0.0597584057468567	0.123685450081377	0.562320351727067	0.562320351727067	0.453326845513419	1
31130	chr15	24164776	24170948	-	PWRN2	15	-8.06046774816145	0.0107004488021212	-0.0363216774780723	0.0442118702379959	-0.103744526719106	0.556484472321245	-0.556484472321245	0.455680180216394	1
32483	chr15	89471406	89497583	-	RHCG	15	-8.06038292461998	0.010721208162864	-0.0365672409655168	-0.0519348522670603	0.175698597418417	0.556026445064163	0.556026445064163	0.455865693461258	1
31445	chr15	40160066	40221038	+	BUB1B	15	-8.06045783398001	0.0106989457962752	-0.0363456142136796	0.0660060600644482	-0.124728529156129	0.542223142618241	-0.542223142618241	0.461512841679791	1
32138	chr15	73908070	73920870	-	LOXL1-AS1	15	-8.06045786784944	0.01070823667304	-0.0363824060367298	0.243008507602869	-0.304936846233925	0.536917757272931	-0.536917757272931	0.463712922310865	1
32232	chr15	76335772	76342475	+	ISL2	15	-8.06038979738411	0.0107099428201733	-0.0365178148084542	-0.0577415322115908	0.297414824267512	0.526842291916182	0.526842291916182	0.467937459293425	1
32681	chr15	99969214	99974010	+	AC084855.1	15	-8.0604297749017	0.0106875775961419	-0.0363651610583537	0.0870384220740805	-0.14327337750762	0.516250740673968	-0.516250740673968	0.472445406040954	1
31261	chr15	28377663	28391224	+	GOLGA8F	15	-8.06035870871108	0.0106969789351652	-0.0365257075021763	-0.055081708349157	0.139123187547265	0.506959784333048	0.506959784333048	0.476457912140497	1
31517	chr15	41773483	41827855	+	MAPKBP1	15	-8.06047762356859	0.0106977110876856	-0.0363136613074289	0.0600751322131532	-0.0963789917710045	0.503613178612795	-0.503613178612795	0.477916810569035	1
32025	chr15	66984104	67003432	-	AC087482.1	15	-8.06046157141365	0.0107006134814549	-0.036312048453358	0.0225959286765673	-0.0887785084105698	0.488452800396772	-0.488452800396772	0.484618287659121	1
32057	chr15	69159634	69272207	+	GLCE	15	-8.06063974948055	0.0105987772833833	-0.0359673846405387	0.0253926380106024	-0.0242744030566414	0.480404891720355	-0.480404891720355	0.488238974542136	1
31539	chr15	42358497	42412320	+	CAPN3	15	-8.0603057677575	0.0107044551764575	-0.036639825092619	-0.0301019490021041	0.0570570883941498	0.475461926087519	0.475461926087519	0.490485100285558	1
31719	chr15	50423381	50514419	+	USP8	15	-8.06031858116526	0.0107134937683702	-0.0365969058259287	-0.0587465006822155	0.102962779124255	0.473942978606829	0.473942978606829	0.491178784723421	1
31985	chr15	65381483	65423947	-	IGDCC4	15	-8.06025007374226	0.0107448828883228	-0.0367480931925915	-0.036105233868438	0.0407678951176283	0.471195679681841	0.471195679681841	0.492437613689592	1
32285	chr15	78759205	78812464	-	ADAMTS7	15	-8.06048024214156	0.0106841528993322	-0.0362863579656235	0.0494708979551219	-0.0644985159078815	0.468881889184559	-0.468881889184559	0.49350200196655	1
31060	chr15	20729746	20757183	-	AC012414.4	15	-8.06045910978476	0.010687736809996	-0.0362726958574095	0.0234663990551857	-0.0694006549115651	0.466648714658732	-0.466648714658732	0.494532970031536	1
31467	chr15	40464192	40467726	-	AC013356.2	15	-8.06044419231877	0.0107019504644859	-0.0363791170431454	0.139306300228825	-0.209918368337457	0.464789655417008	-0.464789655417008	0.49539398736364	1
32580	chr15	92899188	93022162	+	CHD2	15	-8.06045171400796	0.0107049197751987	-0.036379970052471	0.139306225762595	-0.20123355662032	0.461503080751754	-0.461503080751754	0.49692234300701	1
32125	chr15	73050709	73305205	+	NEO1	15	-8.06050666781573	0.0106096955539741	-0.0361606297791201	0.0356742535516265	-0.0312730450372038	0.459860515830769	-0.459860515830769	0.497689168493932	1
32499	chr15	89834307	89913882	-	ARPIN-AP3S2	15	-8.06055439453401	0.0107493371393019	-0.036170125385646	0.0040634181383306	-0.0423499534521571	0.459673171168106	-0.459673171168106	0.49777675666702	1
31606	chr15	44710486	44718159	+	B2M	15	-8.06044822144321	0.0107014449176952	-0.0363573154507925	0.0615684084405784	-0.122329418715677	0.457603809122702	-0.457603809122702	0.498745970475727	1
32248	chr15	77524539	77534110	+	AC046168.1	15	-8.06034385753688	0.0106886209001464	-0.036506778306079	-0.065704428462499	0.155107473918105	0.447424689831678	0.447424689831678	0.503560471988463	1
31652	chr15	45704077	45848885	+	AC068722.1	15	-8.06056463045093	0.0106381264114197	-0.0361654624070449	0.043867381418489	-0.0379209699517055	0.44674559883515	-0.44674559883515	0.503884482914841	1
31642	chr15	45447761	45497281	+	AC025580.2	15	-8.06051444375032	0.0106584610553839	-0.0362014259260286	0.0393246942264338	-0.045185514198733	0.444760728744768	-0.444760728744768	0.504833559444056	1
32592	chr15	93898229	93973719	+	LINC01580	15	-8.06029924846315	0.0107487022887467	-0.0366673774768965	-0.0482445979567339	0.0468943401407236	0.443516504300533	0.443516504300533	0.505430053605767	1
31540	chr15	42412822	42458532	-	ZNF106	15	-8.06031871090199	0.0107105476001506	-0.0366539680083582	-0.0256208025328076	0.0534661716450042	0.439886227551142	0.439886227551142	0.507177373582997	1
32224	chr15	75894039	75895302	+	RN7SL510P	15	-8.06042819800671	0.0106870958603591	-0.0363709640244372	0.106070294347386	-0.173927059653044	0.439461526752893	-0.439461526752893	0.507382468009929	1
32374	chr15	82848982	82953720	-	HOMER2	15	-8.06050661914145	0.0107258979791176	-0.0361988265008766	0.006907728125975	-0.0435112577988053	0.435571270108085	-0.435571270108085	0.509267796919367	1
31711	chr15	50241946	50266726	-	HDC	15	-8.06040386816794	0.0107048950199511	-0.0364906706397773	-0.0539797130351831	0.293651516198906	0.431828681038496	0.431828681038496	0.511093003916389	1
31684	chr15	48644950	48652016	+	AC084757.3	15	-8.06034155344317	0.0106639080940738	-0.0364938488511072	0.0498739505624963	0.1146578382986	0.430488222459644	0.430488222459644	0.511749482135183	1
31485	chr15	40835807	40845332	-	SPINT1-AS1	15	-8.06031936061824	0.01070371587116	-0.0366173060601619	-0.0297142699490682	0.0554085037749389	0.420495267787373	0.420495267787373	0.516690018688615	1
32464	chr15	88620339	88632281	+	AEN	15	-8.06042999639296	0.0106965553126317	-0.0363882121856723	0.107798831496631	-0.172267067502412	0.417441959150892	-0.417441959150892	0.518216224535653	1
31133	chr15	24341728	24344464	-	AC087463.3	15	-8.06045676172239	0.0106908438048756	-0.0363270954530826	0.059734419444531	-0.084647884474121	0.41740877301163	-0.41740877301163	0.518232856157901	1
31549	chr15	42723543	42738128	-	CDAN1	15	-8.06046039944998	0.0107091051422032	-0.0364065640595031	0.49201733016708	-0.496989778404999	0.415069138744002	-0.415069138744002	0.519407759419535	1
31243	chr15	26394036	26455217	+	LINC02248	15	-8.06045680647633	0.0107166817435909	-0.0363085099747792	0.00584354658041164	-0.0712826457916463	0.41380244895754	-0.41380244895754	0.520045814668577	1
31721	chr15	50557157	50687797	-	TRPM7	15	-8.06040273545953	0.010705195945147	-0.0364925827171957	-0.0182068386762505	0.257878730599281	0.411393069331098	0.411393069331098	0.521263283967429	1
32046	chr15	68577992	68727806	+	CORO2B	15	-8.06078325220862	0.0104312755757063	-0.0356357151634834	0.016177450436407	-0.0121406590621481	0.40856171116593	-0.40856171116593	0.52270042809532	1
31083	chr15	21408963	21441059	-	POTEB3	15	-8.06027003438927	0.0107219201764863	-0.0367467214914088	-0.0190546143643341	0.0346045987745642	0.405726180674719	0.405726180674719	0.524146737085165	1
31806	chr15	55826921	55918131	-	NEDD4	15	-8.0602255611141	0.0108091195654656	-0.0367927280502154	-0.0371388117879116	0.028459992540065	0.404418254082884	0.404418254082884	0.524816262519416	1
31927	chr15	63321377	63382846	-	CA12	15	-8.06032946867765	0.0107019394619283	-0.0365509659209049	-0.067467312178236	0.129530130606572	0.403124702152127	0.403124702152127	0.525479926790102	1
32347	chr15	81553002	81696780	+	AC023034.1	15	-8.06054515798552	0.0106743185120646	-0.0361794593511846	0.0275332473733042	-0.034765893891786	0.399511246725524	-0.399511246725524	0.52734177737167	1
32673	chr15	99423768	99436160	-	AC015660.1	15	-8.06048258892374	0.0107102278841316	-0.0363208034723964	0.0288956695252822	-0.0712584125977989	0.399364429104026	-0.399364429104026	0.527417674759103	1
31507	chr15	41416103	41483563	+	RTF1	15	-8.06050771764183	0.0106747443485609	-0.036245440584887	0.0399071292487489	-0.0461416843063859	0.394577547739573	-0.394577547739573	0.52990300892607	1
32645	chr15	97982508	97992142	-	AC024651.1	15	-8.06034678212761	0.010707265150208	-0.0365577102582778	-0.0545390750212125	0.0800866198655979	0.389146524277749	0.389146524277749	0.532748366233632	1
31622	chr15	45113325	45118421	+	DUOXA2	15	-8.0603407966395	0.010697736042204	-0.0365501165338075	-0.0654815212343787	0.100044347374683	0.385953671358038	0.385953671358038	0.534434029505325	1
31522	chr15	41848145	41895053	-	SPTBN5	15	-8.0604258670985	0.0107073277398491	-0.0364755014364797	0.00801128688160404	0.481288315768985	0.385750673158327	0.385750673158327	0.53454152865964	1
31650	chr15	45630147	45691280	+	SQOR	15	-8.06048584625954	0.0106431281431418	-0.0362236822927357	0.0538868193305445	-0.0508541114663604	0.385005303564867	-0.385005303564867	0.534936580950671	1
31812	chr15	56394320	56397785	-	AC084782.1	15	-8.06045598219811	0.0106417404992905	-0.0363736878662643	0.168314198344985	-0.075925385953043	0.382088907512298	-0.382088907512298	0.536487403263071	1
31766	chr15	52123560	52139035	+	AC023906.4	15	-8.06041985197803	0.0106894510543256	-0.0363710868964625	0.0582810994259731	-0.128890833049131	0.371690941447014	-0.371690941447014	0.542083999886628	1
31923	chr15	63120832	63131471	+	LACTB	15	-8.06046029194371	0.0106868789588663	-0.0363350685371521	0.0610167155161619	-0.118770047404845	0.37089924628981	-0.37089924628981	0.542514509469926	1
32135	chr15	73767213	73770489	+	INSYN1-AS1	15	-8.06033611859912	0.0106875747751549	-0.036546927051373	-0.0770162383047752	0.129730931645616	0.3674041053373	0.3674041053373	0.54442266443534	1
31879	chr15	60215536	60224272	-	AC037433.1	15	-8.06042841951036	0.0106664101895282	-0.0363470862131946	0.11964599899013	-0.0961840644576495	0.36445003463723	-0.36445003463723	0.546045127309581	1
32083	chr15	70758268	70759856	-	AC009269.5	15	-8.06034681977145	0.0106979026466978	-0.0365347770877035	-0.0555072857323987	0.0893896765843676	0.363643774200682	0.363643774200682	0.54648950786632	1
31858	chr15	58986654	59097419	+	RNF111	15	-8.06053421605149	0.0106493182927592	-0.0361615332102461	0.0296273095764817	-0.0327587199998148	0.362627463180615	-0.362627463180615	0.547050618520325	1
31481	chr15	40765160	40808473	-	DNAJC17	15	-8.06043370615736	0.0107014436904405	-0.0364524229174843	0.0311511550797544	0.458139092160103	0.355898273272032	0.355898273272032	0.550793101643864	1
31870	chr15	59437185	59523555	+	FAM81A	15	-8.06045172566434	0.0107013606887216	-0.0363351876904925	0.0247384504261306	-0.0800704440850213	0.350939534382633	-0.350939534382633	0.553581763723392	1
32685	chr15	100344046	100350822	-	SPATA41	15	-8.06046336703937	0.0106880767558359	-0.0363444667443565	0.176253412548063	-0.283307314721543	0.34807510435985	-0.34807510435985	0.555204794504129	1
32266	chr15	78250501	78264987	-	AC090607.3	15	-8.06026984936445	0.0106435895511376	-0.0366669986839946	0.00232264979391174	0.0389893967442671	0.344806914641595	0.344806914641595	0.557067634282748	1
32197	chr15	75335019	75340270	+	COMMD4	15	-8.06035493772266	0.0106889298224049	-0.0364964981362775	-0.0241641413631222	0.113567037899665	0.3432149045193	0.3432149045193	0.55797937034237	1
31930	chr15	63500736	63504083	-	AC007950.2	15	-8.06034195988186	0.0106867067249681	-0.0365054113563013	-0.08899127064465	0.171639106415535	0.338831673009736	0.338831673009736	0.560504379913275	1
31367	chr15	34342314	34357735	+	NUTM1	15	-8.06044235475165	0.0106951643311271	-0.0363292648803776	0.0248226087604512	-0.0727492301321824	0.338538509809951	-0.338538509809951	0.560674038935141	1
31939	chr15	64072564	64094838	-	CIAO2A	15	-8.06044285419734	0.0107014222174628	-0.0363984554630162	0.139306313477823	-0.197868169580838	0.338049416878675	-0.338049416878675	0.560957305139319	1
31137	chr15	24847354	24852253	+	AC090983.1	15	-8.0603506195646	0.0106931274286635	-0.0365350860593382	-0.0568832790215462	0.0970458203816176	0.337138403100653	0.337138403100653	0.561485665524315	1
32297	chr15	79431335	79472304	+	MINAR1	15	-8.06052862306521	0.0106936665829807	-0.0362179988053343	0.02117649329463	-0.0338006324618467	0.333165384960921	-0.333165384960921	0.563801112662071	1
32578	chr15	92818539	92898743	+	LINC01578	15	-8.06026074038583	0.0106862860522399	-0.0367069307568943	-0.013840887522924	0.0300822758366927	0.329518414247104	0.329518414247104	0.565942800897274	1
31976	chr15	65148218	65186342	-	CLPX	15	-8.06034573097888	0.010693821965237	-0.0365621094686395	-0.024780195798248	0.0673107960368486	0.328044089412288	0.328044089412288	0.566813075131046	1
32587	chr15	93588866	93760799	+	AC110023.1	15	-8.06045177397971	0.010809022024195	-0.0362408696697928	-0.0171848509952495	-0.0278155707307596	0.325568537837171	-0.325568537837171	0.568280219031182	1
31647	chr15	45586235	45606981	+	BLOC1S6	15	-8.06044816795296	0.0106946405104011	-0.0363506161959242	0.0537508176420849	-0.0762157180986549	0.319549792185171	-0.319549792185171	0.571878329030278	1
31584	chr15	43745437	43773278	+	PDIA3	15	-8.06036007150512	0.0106919247213484	-0.0365121430658206	-0.0480989379913147	0.102909555224318	0.316805318197112	0.316805318197112	0.573533886626439	1
32019	chr15	66581189	66685794	+	LINC01169	15	-8.06029153574139	0.0107311595475199	-0.0366281766379638	-0.0467402917345385	0.0445612355233559	0.316772175930964	0.316772175930964	0.573553936774826	1
31381	chr15	34978340	34989287	-	ZNF770	15	-8.06040894061622	0.0107086733838893	-0.0364956487510108	-0.0508698907237129	0.228726976155813	0.313497756317702	0.313497756317702	0.57554171182539	1
31727	chr15	50839874	50882015	-	AC021752.1	15	-8.06042437501231	0.0106025152630354	-0.0362690481377448	0.0702760245169394	-0.0417159686759015	0.31318434109653	-0.31318434109653	0.575732688521834	1
32175	chr15	74811834	74825754	+	LMAN1L	15	-8.06042757575987	0.0106955996923839	-0.0363986548202676	0.107799104454025	-0.166358907802015	0.312553618318816	-0.312553618318816	0.576117394345635	1
31882	chr15	60478151	60544452	+	RORA-AS1	15	-8.06028753809583	0.0107363820502049	-0.0366655160956532	-0.0353006464884553	0.0370844503059138	0.308145954000793	0.308145954000793	0.578820136680764	1
31759	chr15	52018218	52067375	+	MAPK6	15	-8.06048761413363	0.0106987586336338	-0.0363541092493827	0.106963246229009	-0.115422337878833	0.308045074197253	-0.308045074197253	0.578882290742822	1
32480	chr15	89361156	89363421	-	AC133637.2	15	-8.06042306149317	0.0106972756894819	-0.0363878383076519	0.0488996704683573	-0.106950259982424	0.30472399550672	-0.30472399550672	0.580935944507751	1
31419	chr15	38756551	38760413	-	AC022929.1	15	-8.06039554618157	0.0107016096804857	-0.0364917257789841	-0.0539785081923113	0.187358520562633	0.303218465005557	0.303218465005557	0.581871732095393	1
32444	chr15	86295648	86305981	-	AGBL1-AS1	15	-8.06036926386962	0.0106943128871984	-0.0364969187406	-0.0529878203867936	0.124445117192991	0.294956227704461	0.294956227704461	0.587061828801135	1
31500	chr15	41230267	41281887	+	CHP1	15	-8.060352647236	0.0106854206743421	-0.0365243131955048	-0.0181998837702031	0.0879784141800478	0.293598998018751	0.293598998018751	0.587923384948662	1
31925	chr15	63188605	63267776	+	RAB8B	15	-8.06031991841616	0.0107257366450915	-0.0365548538437535	-0.0654446614171135	0.0539965577782068	0.292003732664853	0.292003732664853	0.588939343370301	1
32602	chr15	95209092	95328018	-	LINC01197	15	-8.06035872713775	0.0107029045045106	-0.036523465807537	-0.0597604555266337	0.0996967852859651	0.289995488285058	0.289995488285058	0.590223421501603	1
32141	chr15	73993672	74043337	+	PML	15	-8.06042941502243	0.0107057478759973	-0.0363550827844152	0.00740991048282709	-0.078754122247222	0.288694596357345	-0.288694596357345	0.591058280474381	1
